Date,UNITED KINGDOM MID CAP Mid Cap
2002-08-13,324.254
2002-08-14,323.309
2002-08-15,331.381
2002-08-16,332.001
2002-08-19,338.581
2002-08-20,334.81
2002-08-21,338.242
2002-08-22,343.1
2002-08-23,340.301
2002-08-26,340.927
2002-08-27,346.355
2002-08-28,335.338
2002-08-29,333.725
2002-08-30,336.25
2002-09-02,332.532
2002-09-03,326.365
2002-09-04,328.185
2002-09-05,324.836
2002-09-06,330.668
2002-09-09,327.245
2002-09-10,335.068
2002-09-11,335.969
2002-09-12,330.303
2002-09-13,326.686
2002-09-16,324.143
2002-09-17,321.685
2002-09-18,313.913
2002-09-19,311.208
2002-09-20,314.771
2002-09-23,307.556
2002-09-24,299.9
2002-09-25,303.726
2002-09-26,311.803
2002-09-27,314.313
2002-09-30,309.86
2002-10-01,309.143
2002-10-02,311.645
2002-10-03,309.07
2002-10-04,306.188
2002-10-07,303.001
2002-10-08,299.027
2002-10-09,298.168
2002-10-10,298.77
2002-10-11,310.333
2002-10-14,305.764
2002-10-15,317.878
2002-10-16,314.944
2002-10-17,322.525
2002-10-18,319.704
2002-10-21,321.165
2002-10-22,321.944
2002-10-23,316.569
2002-10-24,324.115
2002-10-25,320.985
2002-10-28,325.83
2002-10-29,317.671
2002-10-30,320.77
2002-10-31,324.59
2002-11-01,321.833
2002-11-04,331.199
2002-11-05,332.79
2002-11-06,330.753
2002-11-07,332.9
2002-11-08,328.735
2002-11-11,325.696
2002-11-12,330.349
2002-11-13,322.878
2002-11-14,322.765
2002-11-15,324.302
2002-11-18,326.52
2002-11-19,325.188
2002-11-20,320.494
2002-11-21,330.402
2002-11-22,331.188
2002-11-25,324.661
2002-11-26,318.188
2002-11-27,319.798
2002-11-28,324.074
2002-11-29,325.243
2002-12-02,323.763
2002-12-03,320.752
2002-12-04,319.473
2002-12-05,319.354
2002-12-06,317.799
2002-12-09,311.445
2002-12-10,309.506
2002-12-11,315.471
2002-12-12,314.442
2002-12-13,312.734
2002-12-16,317.236
2002-12-17,313.287
2002-12-18,308.384
2002-12-19,309.773
2002-12-20,312.842
2002-12-23,312.41
2002-12-24,312.586
2002-12-25,312.586
2002-12-26,312.528
2002-12-27,305.669
2002-12-30,313.043
2002-12-31,317.057
2003-01-01,317.057
2003-01-02,319.842
2003-01-03,318.374
2003-01-06,320.399
2003-01-07,317.197
2003-01-08,309.185
2003-01-09,312.104
2003-01-10,317.105
2003-01-13,314.83
2003-01-14,314.956
2003-01-15,309.183
2003-01-16,310.371
2003-01-17,309.495
2003-01-20,306.539
2003-01-21,303.517
2003-01-22,300.966
2003-01-23,297.703
2003-01-24,298.009
2003-01-27,287.857
2003-01-28,289.846
2003-01-29,286.908
2003-01-30,296.887
2003-01-31,294.483
2003-02-03,301.719
2003-02-04,293.758
2003-02-05,298.232
2003-02-06,292.56
2003-02-07,292.279
2003-02-10,289.73
2003-02-11,292.213
2003-02-12,286.048
2003-02-13,285.288
2003-02-14,282.324
2003-02-17,286.411
2003-02-18,286.973
2003-02-19,283.948
2003-02-20,285.336
2003-02-21,287.806
2003-02-24,284.301
2003-02-25,273.426
2003-02-26,273.152
2003-02-27,271.412
2003-02-28,277.936
2003-03-03,281.543
2003-03-04,277.141
2003-03-05,276.19
2003-03-06,275.563
2003-03-07,269.798
2003-03-10,265.864
2003-03-11,269.277
2003-03-12,258.303
2003-03-13,270.984
2003-03-14,275.015
2003-03-17,281.939
2003-03-18,282.616
2003-03-19,283.184
2003-03-20,283.447
2003-03-21,289.731
2003-03-24,283.559
2003-03-25,284.439
2003-03-26,286.815
2003-03-27,283.375
2003-03-28,281.974
2003-03-31,276.884
2003-04-01,278.897
2003-04-02,284.162
2003-04-03,285.827
2003-04-04,287.634
2003-04-07,294.611
2003-04-08,288.032
2003-04-09,288.184
2003-04-10,289.198
2003-04-11,289.476
2003-04-14,293.138
2003-04-15,296.836
2003-04-16,296.422
2003-04-17,299.451
2003-04-18,299.451
2003-04-21,296.616
2003-04-22,300.321
2003-04-23,307.064
2003-04-24,305.495
2003-04-25,302.281
2003-04-28,306.565
2003-04-29,306.906
2003-04-30,309.234
2003-05-01,308.511
2003-05-02,310.628
2003-05-05,311.209
2003-05-06,319.99
2003-05-07,316.541
2003-05-08,312.445
2003-05-09,315.413
2003-05-12,318.845
2003-05-13,320.551
2003-05-14,322.302
2003-05-15,326.771
2003-05-16,331.969
2003-05-19,325.694
2003-05-20,326.781
2003-05-21,326.413
2003-05-22,328.936
2003-05-23,329.704
2003-05-26,329.855
2003-05-27,331.488
2003-05-28,336.962
2003-05-29,340.426
2003-05-30,337.861
2003-06-02,342.002
2003-06-03,337.227
2003-06-04,338.948
2003-06-05,343.157
2003-06-06,351.747
2003-06-09,345.827
2003-06-10,344.048
2003-06-11,350.436
2003-06-12,352.393
2003-06-13,350.607
2003-06-16,354.77
2003-06-17,359.77
2003-06-18,356.774
2003-06-19,351.915
2003-06-20,352.284
2003-06-23,346.177
2003-06-24,342.653
2003-06-25,347.822
2003-06-26,344.194
2003-06-27,344.643
2003-06-30,342.306
2003-07-01,340.369
2003-07-02,345.527
2003-07-03,348.335
2003-07-04,346.945
2003-07-07,348.971
2003-07-08,348.697
2003-07-09,347.013
2003-07-10,345.036
2003-07-11,347.974
2003-07-14,353.202
2003-07-15,347.424
2003-07-16,342.903
2003-07-17,337.735
2003-07-18,338.14
2003-07-21,339.13
2003-07-22,340.586
2003-07-23,343.08
2003-07-24,348.281
2003-07-25,350.38
2003-07-28,350.802
2003-07-29,352.719
2003-07-30,351.817
2003-07-31,351.802
2003-08-01,349.496
2003-08-04,348.319
2003-08-05,349.2
2003-08-06,347.853
2003-08-07,348.849
2003-08-08,351.236
2003-08-11,351.452
2003-08-12,352.037
2003-08-13,355.397
2003-08-14,357.137
2003-08-15,356.997
2003-08-18,358.538
2003-08-19,357.989
2003-08-20,360.066
2003-08-21,359.311
2003-08-22,358.802
2003-08-25,359.098
2003-08-26,353.758
2003-08-27,355.017
2003-08-28,354.77
2003-08-29,353.845
2003-09-01,356.305
2003-09-02,357.79
2003-09-03,363.029
2003-09-04,363.226
2003-09-05,363.989
2003-09-08,364.093
2003-09-09,360.814
2003-09-10,358.514
2003-09-11,358.905
2003-09-12,360.929
2003-09-15,363.873
2003-09-16,363.435
2003-09-17,365.726
2003-09-18,371.739
2003-09-19,372.816
2003-09-22,373.046
2003-09-23,373.221
2003-09-24,373.634
2003-09-25,370.013
2003-09-26,366.475
2003-09-29,365.333
2003-09-30,360.463
2003-10-01,367.976
2003-10-02,371.1
2003-10-03,376.767
2003-10-06,379.283
2003-10-07,378.747
2003-10-08,380.052
2003-10-09,382.952
2003-10-10,387.04
2003-10-13,390.679
2003-10-14,389.364
2003-10-15,396.344
2003-10-16,398.534
2003-10-17,396.592
2003-10-20,397.503
2003-10-21,397.907
2003-10-22,394.719
2003-10-23,390.969
2003-10-24,392.32
2003-10-27,394.344
2003-10-28,395.207
2003-10-29,396.944
2003-10-30,401.076
2003-10-31,399.264
2003-11-03,398.462
2003-11-04,398.7
2003-11-05,397.423
2003-11-06,396.156
2003-11-07,400.529
2003-11-10,398.869
2003-11-11,396.471
2003-11-12,402.054
2003-11-13,404.318
2003-11-14,405.487
2003-11-17,401.569
2003-11-18,403.369
2003-11-19,403.689
2003-11-20,402.284
2003-11-21,403.032
2003-11-24,405.146
2003-11-25,406.543
2003-11-26,409.663
2003-11-27,410.546
2003-11-28,411.349
2003-12-01,416.895
2003-12-02,417.242
2003-12-03,418.717
2003-12-04,416.106
2003-12-05,414.999
2003-12-08,416.663
2003-12-09,420.216
2003-12-10,416.751
2003-12-11,414.782
2003-12-12,417.129
2003-12-15,417.331
2003-12-16,415.205
2003-12-17,417.428
2003-12-18,421.56
2003-12-19,421.814
2003-12-22,421.876
2003-12-23,425.044
2003-12-24,427.92
2003-12-25,427.92
2003-12-26,428.39
2003-12-29,428.064
2003-12-30,432.47
2003-12-31,435.012
2004-01-01,435.012
2004-01-02,437.218
2004-01-05,441.466
2004-01-06,445.152
2004-01-07,445.351
2004-01-08,451.544
2004-01-09,455.317
2004-01-12,455.394
2004-01-13,455.439
2004-01-14,457.097
2004-01-15,456.019
2004-01-16,455.233
2004-01-19,453.158
2004-01-20,459.359
2004-01-21,463.047
2004-01-22,463.721
2004-01-23,458.942
2004-01-26,454.936
2004-01-27,458.625
2004-01-28,463.188
2004-01-29,454.226
2004-01-30,456.728
2004-02-02,457.707
2004-02-03,462.631
2004-02-04,461.405
2004-02-05,465.215
2004-02-06,469.767
2004-02-09,475.497
2004-02-10,477.134
2004-02-11,478.638
2004-02-12,488.203
2004-02-13,489.922
2004-02-16,493.323
2004-02-17,504.606
2004-02-18,507.184
2004-02-19,506.351
2004-02-20,498.748
2004-02-23,500.878
2004-02-24,501.9
2004-02-25,502.053
2004-02-26,495.939
2004-02-27,492.859
2004-03-01,501.924
2004-03-02,496.939
2004-03-03,489.52
2004-03-04,492.645
2004-03-05,498.791
2004-03-08,498.878
2004-03-09,493.33
2004-03-10,481.408
2004-03-11,470.006
2004-03-12,471.809
2004-03-15,462.992
2004-03-16,471.202
2004-03-17,474.657
2004-03-18,476.287
2004-03-19,481.339
2004-03-22,474.295
2004-03-23,473.66
2004-03-24,469.199
2004-03-25,473.177
2004-03-26,469.499
2004-03-29,478.076
2004-03-30,478.948
2004-03-31,482.529
2004-04-01,490.23
2004-04-02,489.721
2004-04-05,485.755
2004-04-06,487.22
2004-04-07,488.81
2004-04-08,490.064
2004-04-09,490.064
2004-04-12,490.064
2004-04-13,484.535
2004-04-14,471.253
2004-04-15,470.193
2004-04-16,479.105
2004-04-19,482.613
2004-04-20,481.949
2004-04-21,472.3
2004-04-22,473.879
2004-04-23,475.879
2004-04-26,482.518
2004-04-27,481.532
2004-04-28,474.461
2004-04-29,471.982
2004-04-30,466.923
2004-05-03,467.265
2004-05-04,476.438
2004-05-05,476.796
2004-05-06,470.939
2004-05-07,466.31
2004-05-10,450.383
2004-05-11,451.341
2004-05-12,452.586
2004-05-13,454.937
2004-05-14,452.529
2004-05-17,449.97
2004-05-18,454.619
2004-05-19,464.586
2004-05-20,457.678
2004-05-21,464.113
2004-05-24,466.102
2004-05-25,468.869
2004-05-26,473.792
2004-05-27,483.371
2004-05-28,483.939
2004-05-31,483.939
2004-06-01,482.228
2004-06-02,486.095
2004-06-03,485.792
2004-06-04,488.565
2004-06-07,492.63
2004-06-08,492.569
2004-06-09,490.233
2004-06-10,490.651
2004-06-11,485.323
2004-06-14,480.12
2004-06-15,483.808
2004-06-16,489.192
2004-06-17,491.441
2004-06-18,494.424
2004-06-21,493.547
2004-06-22,489.771
2004-06-23,490.471
2004-06-24,491.397
2004-06-25,492.444
2004-06-28,498.953
2004-06-29,493.709
2004-06-30,492.558
2004-07-01,488.277
2004-07-02,488.958
2004-07-05,488.202
2004-07-06,486.519
2004-07-07,490.412
2004-07-08,491.945
2004-07-09,491.09
2004-07-12,491.464
2004-07-13,490.478
2004-07-14,491.198
2004-07-15,487.13
2004-07-16,492.625
2004-07-19,490.595
2004-07-20,487.803
2004-07-21,486.601
2004-07-22,481.787
2004-07-23,478.468
2004-07-26,476.073
2004-07-27,473.532
2004-07-28,474.352
2004-07-29,477.745
2004-07-30,478.027
2004-08-02,477.448
2004-08-03,478.206
2004-08-04,475.426
2004-08-05,475.538
2004-08-06,472.725
2004-08-09,466.079
2004-08-10,469.321
2004-08-11,465.717
2004-08-12,464.227
2004-08-13,468.161
2004-08-16,471.332
2004-08-17,471.36
2004-08-18,470.25
2004-08-19,474.046
2004-08-20,471.403
2004-08-23,473.771
2004-08-24,469.033
2004-08-25,470.855
2004-08-26,472.233
2004-08-27,474.724
2004-08-30,474.592
2004-08-31,473.798
2004-09-01,475.463
2004-09-02,475.259
2004-09-03,475.379
2004-09-06,478.065
2004-09-07,477.472
2004-09-08,480.486
2004-09-09,478.219
2004-09-10,484.107
2004-09-13,486.184
2004-09-14,487.195
2004-09-15,479.734
2004-09-16,484.334
2004-09-17,488.395
2004-09-20,483.108
2004-09-21,485.947
2004-09-22,484.04
2004-09-23,482.33
2004-09-24,484.6
2004-09-27,482.253
2004-09-28,485.211
2004-09-29,485.417
2004-09-30,486.888
2004-10-01,492.549
2004-10-04,494.105
2004-10-05,493.822
2004-10-06,492.592
2004-10-07,493.585
2004-10-08,496.902
2004-10-11,496.825
2004-10-12,490.338
2004-10-13,491.989
2004-10-14,492.32
2004-10-15,493.472
2004-10-18,491.996
2004-10-19,497.62
2004-10-20,497.566
2004-10-21,503.129
2004-10-22,502.682
2004-10-25,501.696
2004-10-26,504.257
2004-10-27,508.202
2004-10-28,507.668
2004-10-29,505.89
2004-11-01,511.557
2004-11-02,515.217
2004-11-03,519.602
2004-11-04,518.008
2004-11-05,522.036
2004-11-08,522.776
2004-11-09,521.937
2004-11-10,523.768
2004-11-11,527.284
2004-11-12,531.623
2004-11-15,530.463
2004-11-16,529.192
2004-11-17,532.479
2004-11-18,531.397
2004-11-19,532.82
2004-11-22,529.18
2004-11-23,534.355
2004-11-24,536.406
2004-11-25,542.45
2004-11-26,544.039
2004-11-29,543.814
2004-11-30,545.877
2004-12-01,552.495
2004-12-02,554.755
2004-12-03,557.79
2004-12-06,556.782
2004-12-07,557.489
2004-12-08,550.74
2004-12-09,546.022
2004-12-10,546.215
2004-12-13,553.814
2004-12-14,554.156
2004-12-15,559.865
2004-12-16,558.978
2004-12-17,557.74
2004-12-20,564.639
2004-12-21,560.063
2004-12-22,559.576
2004-12-23,563.743
2004-12-24,566.101
2004-12-27,568.305
2004-12-28,566.91
2004-12-29,565.239
2004-12-30,567.457
2004-12-31,566.801
2005-01-03,561.862
2005-01-04,558.858
2005-01-05,552.968
2005-01-06,550.576
2005-01-07,552.2
2005-01-10,553.482
2005-01-11,552.816
2005-01-12,556.473
2005-01-13,555.571
2005-01-14,555.242
2005-01-17,557.112
2005-01-18,557.496
2005-01-19,561.751
2005-01-20,559.029
2005-01-21,558.59
2005-01-24,559.573
2005-01-25,558.575
2005-01-26,563.059
2005-01-27,563.547
2005-01-28,562.425
2005-01-31,566.021
2005-02-01,569.202
2005-02-02,574.032
2005-02-03,573.1
2005-02-04,578.219
2005-02-07,575.845
2005-02-08,575.866
2005-02-09,575.325
2005-02-10,579.965
2005-02-11,583.24
2005-02-14,591.084
2005-02-15,592.758
2005-02-16,587.894
2005-02-17,592.214
2005-02-18,592.943
2005-02-21,589.579
2005-02-22,588.679
2005-02-23,584.633
2005-02-24,584.647
2005-02-25,591.34
2005-02-28,592.321
2005-03-01,593.872
2005-03-02,587.533
2005-03-03,586.317
2005-03-04,594.482
2005-03-07,591.776
2005-03-08,595.271
2005-03-09,591.051
2005-03-10,589.394
2005-03-11,592.81
2005-03-14,585.715
2005-03-15,590.753
2005-03-16,590.334
2005-03-17,586.85
2005-03-18,585.374
2005-03-21,579.043
2005-03-22,581.14
2005-03-23,569.892
2005-03-24,570.771
2005-03-25,570.771
2005-03-28,569.473
2005-03-29,570.446
2005-03-30,572.634
2005-03-31,575.517
2005-04-01,578.239
2005-04-04,570.093
2005-04-05,579.54
2005-04-06,581.581
2005-04-07,583.626
2005-04-08,584.624
2005-04-11,589.574
2005-04-12,586.049
2005-04-13,591.661
2005-04-14,584.576
2005-04-15,580.404
2005-04-18,574.933
2005-04-19,581.849
2005-04-20,580.124
2005-04-21,579.435
2005-04-22,584.36
2005-04-25,582.616
2005-04-26,575.813
2005-04-27,567.571
2005-04-28,563.694
2005-04-29,565.279
2005-05-02,560.292
2005-05-03,566.013
2005-05-04,570.319
2005-05-05,572.064
2005-05-06,568.719
2005-05-09,564.655
2005-05-10,562.319
2005-05-11,558.673
2005-05-12,559.552
2005-05-13,556.834
2005-05-16,551.173
2005-05-17,555.177
2005-05-18,559.988
2005-05-19,564.075
2005-05-20,560.567
2005-05-23,564.643
2005-05-24,564.125
2005-05-25,564.608
2005-05-26,569.298
2005-05-27,567.716
2005-05-30,567.856
2005-05-31,565.999
2005-06-01,569.851
2005-06-02,570.291
2005-06-03,571.804
2005-06-06,570.502
2005-06-07,579.672
2005-06-08,581.041
2005-06-09,575.035
2005-06-10,576.707
2005-06-13,576.187
2005-06-14,576.468
2005-06-15,577.454
2005-06-16,582.371
2005-06-17,586.107
2005-06-20,584.406
2005-06-21,585.322
2005-06-22,586.338
2005-06-23,586.522
2005-06-24,581.279
2005-06-27,577.301
2005-06-28,577.882
2005-06-29,577.374
2005-06-30,575.006
2005-07-01,573.755
2005-07-04,568.604
2005-07-05,566.14
2005-07-06,574.031
2005-07-07,559.359
2005-07-08,565.897
2005-07-11,575.768
2005-07-12,580.31
2005-07-13,575.83
2005-07-14,576.398
2005-07-15,572.702
2005-07-18,569.439
2005-07-19,562.507
2005-07-20,562.99
2005-07-21,572.662
2005-07-22,574.375
2005-07-25,575.574
2005-07-26,573.266
2005-07-27,575.869
2005-07-28,581.002
2005-07-29,585.127
2005-08-01,588.878
2005-08-02,590.818
2005-08-03,594.199
2005-08-04,593.816
2005-08-05,591.329
2005-08-08,596.749
2005-08-09,595.69
2005-08-10,603.425
2005-08-11,603.676
2005-08-12,605.856
2005-08-15,603.46
2005-08-16,602.368
2005-08-17,599.463
2005-08-18,594.55
2005-08-19,596.545
2005-08-22,603.018
2005-08-23,602.04
2005-08-24,600.508
2005-08-25,598.736
2005-08-26,600.112
2005-08-29,598.171
2005-08-30,592.739
2005-08-31,601.574
2005-09-01,616.677
2005-09-02,622.773
2005-09-05,624.988
2005-09-06,624.812
2005-09-07,627.673
2005-09-08,627.786
2005-09-09,629.021
2005-09-12,625.053
2005-09-13,619.888
2005-09-14,622.546
2005-09-15,615.19
2005-09-16,617.881
2005-09-19,618.668
2005-09-20,617.912
2005-09-21,614.449
2005-09-22,604.985
2005-09-23,604.072
2005-09-26,606.833
2005-09-27,602.063
2005-09-28,606.858
2005-09-29,604.153
2005-09-30,607.941
2005-10-03,606.043
2005-10-04,610.284
2005-10-05,604.358
2005-10-06,600.278
2005-10-07,592.195
2005-10-10,590.902
2005-10-11,588.869
2005-10-12,583.957
2005-10-13,573.813
2005-10-14,582.974
2005-10-17,579.775
2005-10-18,575.916
2005-10-19,568.627
2005-10-20,573.748
2005-10-21,572.955
2005-10-24,578.79
2005-10-25,581.415
2005-10-26,582.402
2005-10-27,577.664
2005-10-28,576.78
2005-10-31,587.717
2005-11-01,588.889
2005-11-02,599.245
2005-11-03,608.481
2005-11-04,598.124
2005-11-07,600.285
2005-11-08,598.136
2005-11-09,598.79
