Date,UNITED KINGDOM MID CAP Mid Cap
2004-02-27,492.859
2004-03-31,482.529
2004-04-30,466.923
2004-05-31,483.939
2004-06-30,492.558
2004-07-30,478.027
2004-08-31,473.798
2004-09-30,486.888
2004-10-29,505.89
2004-11-30,545.877
2004-12-31,566.801
2005-01-31,566.021
2005-02-28,592.321
2005-03-31,575.517
2005-04-29,565.279
2005-05-31,565.999
2005-06-30,575.006
2005-07-29,585.127
2005-08-31,601.574
2005-09-30,607.941
2005-10-31,587.717
2005-11-30,612.885
2005-12-30,640.686
2006-01-31,692.4
2006-02-28,694.469
2006-03-31,714.047
2006-04-28,744.413
2006-05-31,731.085
2006-06-30,737.225
2006-07-31,758.587
2006-08-31,787.439
2006-09-29,797.286
2006-10-31,838.824
2006-11-30,870.401
2006-12-29,908.548
2007-01-31,901.764
2007-02-28,897.591
2007-03-30,935.318
2007-04-30,971.17
2007-05-31,1000.0
2007-06-29,973.976
2007-07-31,948.518
2007-08-31,940.45
2007-09-28,927.312
2007-10-31,991.732
2007-11-30,895.855
2007-12-31,857.401
2008-01-31,801.918
2008-02-29,789.806
2008-03-31,778.424
2008-04-30,790.638
2008-05-30,785.802
2008-06-30,718.552
2008-07-31,696.148
2008-08-29,694.503
2008-09-30,592.555
2008-10-31,445.752
2008-11-28,427.04
2008-12-31,411.524
2009-01-30,394.348
2009-02-27,373.645
2009-03-31,393.032
2009-04-30,456.853
2009-05-29,501.452
2009-06-30,503.019
2009-07-31,548.31
2009-08-31,578.911
2009-09-30,597.318
2009-10-30,604.81
2009-11-30,625.762
2009-12-31,647.205
2010-01-29,618.198
2010-02-26,601.369
2010-03-31,648.229
2010-04-30,656.021
2010-05-31,592.058
2010-06-30,594.18
2010-07-30,661.129
2010-08-31,640.047
2010-09-30,710.76
2010-10-29,731.656
2010-11-30,687.894
2010-12-31,744.2
2011-01-31,764.651
2011-02-28,803.108
2011-03-31,776.891
2011-04-29,842.692
2011-05-31,831.915
2011-06-30,801.732
2011-07-29,791.89
2011-08-31,742.0
2011-09-30,668.89
2011-10-31,737.98
2011-11-30,709.956
2011-12-30,701.001
2012-01-31,738.161
2012-02-29,794.467
2012-03-30,804.979
2012-04-30,801.753
2012-05-31,723.817
2012-06-29,767.191
2012-07-31,782.418
2012-08-31,824.234
2012-09-28,850.98
2012-10-31,862.397
2012-11-30,887.624
2012-12-31,905.817
2013-01-31,923.676
2013-02-28,913.371
2013-03-29,931.636
2013-04-30,965.121
2013-05-31,984.56
2013-06-28,938.594
2013-07-31,1019.617
2013-08-30,1003.672
2013-09-30,1072.954
2013-10-31,1114.646
2013-11-29,1115.397
2013-12-31,1156.084
2014-01-31,1135.6
2014-02-28,1228.769
2014-03-31,1184.173
2014-04-30,1212.606
2014-05-30,1232.107
2014-06-30,1225.919
2014-07-31,1190.602
2014-08-29,1199.525
2014-09-30,1132.896
2014-10-31,1134.999
2014-11-28,1161.567
2014-12-31,1164.193
2015-01-30,1162.393
2015-02-27,1236.261
2015-03-31,1179.432
2015-04-30,1250.276
2015-05-29,1274.6
2015-06-30,1240.596
2015-07-31,1271.416
2015-08-31,1204.517
2015-09-30,1153.886
2015-10-30,1224.373
2015-11-30,1199.644
2015-12-31,1155.039
2016-01-29,1059.244
2016-02-29,1047.627
2016-03-31,1118.036
2016-04-29,1133.998
2016-05-31,1137.151
2016-06-30,1015.689
2016-07-29,1077.014
2016-08-31,1080.706
2016-09-30,1079.869
2016-10-31,992.887
2016-11-30,1002.571
2016-12-30,1035.278
2017-01-31,1057.062
2017-02-28,1074.523
2017-03-31,1098.356
2017-04-28,1162.639
2017-05-31,1187.494
2017-06-30,1152.04
2017-07-31,1196.112
2017-08-31,1190.157
2017-09-29,1231.543
2017-10-31,1237.686
2017-11-30,1230.82
2017-12-29,1278.209
2018-01-31,1327.407
2018-02-28,1255.847
2018-03-30,1243.421
2018-04-30,1296.814
2018-05-31,1301.51
2018-06-29,1275.7
2018-07-31,1265.274
2018-08-31,1242.598
2018-09-28,1240.902
2018-10-31,1123.147
2018-11-30,1096.158
2018-12-31,1049.371
2019-01-31,1153.143
2019-02-28,1188.114
2019-03-29,1166.093
2019-04-30,1219.935
2019-05-31,1126.807
2019-06-28,1191.321
2019-07-31,1175.333
2019-08-30,1131.969
2019-09-30,1182.902
2019-10-31,1233.938
2019-11-29,1275.027
2019-12-31,1355.551
2020-01-31,1307.449
2020-02-28,1159.036
2020-03-31,878.618
2020-04-30,967.964
2020-05-29,1019.96
2020-06-30,1029.905
2020-07-31,1078.493
2020-08-31,1168.499
2020-09-30,1129.159
2020-10-30,1090.308
2020-11-30,1255.55
2020-12-31,1348.347
2021-01-29,1345.916
2021-02-26,1376.367
2021-03-31,1419.237
2021-04-30,1497.986
2021-05-31,1542.825
2021-06-30,1512.559
2021-07-30,1570.744
2021-08-31,1593.929
2021-09-30,1511.973
2021-10-29,1572.563
2021-11-30,1498.5
2021-12-31,1607.746
2022-01-31,1485.776
2022-02-28,1440.535
2022-03-31,1382.444
2022-04-29,1293.893
2022-05-31,1250.914
2022-06-30,1110.219
2022-07-29,1209.552
2022-08-31,1074.98
2022-09-30,945.582
2022-10-31,1026.035
2022-11-30,1149.707
2022-12-30,1134.739
2023-01-31,1275.947
2023-02-28,1273.031
2023-03-31,1292.547
2023-04-28,1367.189
2023-05-31,1292.656
2023-06-30,1321.606
2023-07-31,1411.333
2023-08-31,1348.605
2023-09-29,1273.782
2023-10-31,1205.945
2023-11-30,1356.325
2023-12-29,1462.892
2024-01-31,1432.437
2024-02-29,1439.567
2024-03-29,1480.68
2024-04-30,1422.147
2024-05-31,1488.762
2024-06-28,1466.534
2024-07-31,1538.759
2024-08-30,1566.779
2024-09-30,1595.069
2024-10-31,1463.076
2024-11-29,1518.261
2024-12-31,1459.885
2025-01-31,1510.142
2025-02-28,1514.561
2025-03-31,1477.11
2025-04-30,1571.964
2025-05-30,1658.452
2025-06-30,1703.345
2025-07-31,1659.14
2025-08-29,1714.044
2025-09-30,1741.555
