Date,EUROPE Standard (Large+Mid Cap)
1977-12-30,142.204
1978-01-31,142.018
1978-02-28,141.696
1978-03-31,146.598
1978-04-28,144.409
1978-05-31,147.96
1978-06-30,149.094
1978-07-31,160.357
1978-08-31,165.935
1978-09-29,172.736
1978-10-31,180.849
1978-11-30,165.006
1978-12-29,173.324
1979-01-31,174.099
1979-02-28,177.211
1979-03-30,188.564
1979-04-30,191.094
1979-05-31,181.461
1979-06-29,186.734
1979-07-31,189.494
1979-08-31,195.182
1979-09-28,205.013
1979-10-31,186.549
1979-11-30,194.22
1979-12-31,194.655
1980-01-31,204.225
1980-02-29,206.64
1980-03-31,177.041
1980-04-30,194.897
1980-05-30,199.957
1980-06-30,214.131
1980-07-31,217.236
1980-08-29,218.983
1980-09-30,222.448
1980-10-31,230.147
1980-11-28,227.138
1980-12-31,217.823
1981-01-30,209.279
1981-02-27,207.203
1981-03-31,211.099
1981-04-30,208.818
1981-05-29,191.989
1981-06-30,187.354
1981-07-31,181.98
1981-08-31,187.041
1981-09-30,169.374
1981-10-30,175.972
1981-11-30,197.372
1981-12-31,190.684
1982-01-29,193.407
1982-02-26,185.826
1982-03-31,185.211
1982-04-30,190.788
1982-05-31,190.547
1982-06-30,175.07
1982-07-30,178.67
1982-08-31,179.671
1982-09-30,183.688
1982-10-29,185.894
1982-11-30,188.805
1982-12-31,198.252
1983-01-31,198.556
1983-02-28,206.215
1983-03-31,216.559
1983-04-29,234.196
1983-05-31,231.745
1983-06-30,235.843
1983-07-29,232.563
1983-08-31,227.494
1983-09-30,231.421
1983-10-31,231.239
1983-11-30,238.031
1983-12-30,239.796
1984-01-31,249.427
1984-02-29,256.427
1984-03-30,263.155
1984-04-30,259.598
1984-05-31,240.66
1984-06-29,240.219
1984-07-31,224.418
1984-08-31,243.407
1984-09-28,239.752
1984-10-31,240.293
1984-11-30,239.592
1984-12-31,241.283
1985-01-31,252.392
1985-02-28,241.866
1985-03-29,269.782
1985-04-30,277.528
1985-05-31,291.99
1985-06-28,295.423
1985-07-31,323.249
1985-08-30,339.805
1985-09-30,345.376
1985-10-31,383.704
1985-11-29,413.706
1985-12-31,431.73
1986-01-31,439.955
1986-02-28,492.216
1986-03-31,532.492
1986-04-30,581.975
1986-05-30,530.531
1986-06-30,553.638
1986-07-31,548.891
1986-08-29,610.211
1986-09-30,571.537
1986-10-31,575.017
1986-11-28,605.808
1986-12-31,621.048
1987-01-30,648.468
1987-02-27,671.62
1987-03-31,704.801
1987-04-30,732.389
1987-05-29,728.314
1987-06-30,749.075
1987-07-31,774.262
1987-08-31,780.712
1987-09-30,785.81
1987-10-30,636.415
1987-11-30,608.393
1987-12-31,643.785
1988-01-29,617.366
1988-02-29,653.689
1988-03-31,671.684
1988-04-29,684.18
1988-05-31,671.404
1988-06-30,664.628
1988-07-29,666.117
1988-08-31,635.884
1988-09-30,670.453
1988-10-31,732.583
1988-11-30,741.617
1988-12-30,745.553
1989-01-31,772.598
1989-02-28,763.827
1989-03-31,769.363
1989-04-28,790.717
1989-05-31,750.23
1989-06-30,781.152
1989-07-31,873.103
1989-08-31,862.194
1989-09-29,877.021
1989-10-31,819.526
1989-11-30,865.01
1989-12-29,958.105
1990-01-31,955.538
1990-02-28,932.641
1990-03-30,945.806
1990-04-30,920.676
1990-05-31,995.632
1990-06-29,1030.601
1990-07-31,1074.047
1990-08-31,967.514
1990-09-28,853.569
1990-10-31,925.523
1990-11-30,934.785
1990-12-31,921.259
1991-01-31,952.258
1991-02-28,1035.569
1991-03-29,966.138
1991-04-30,955.981
1991-05-31,984.206
1991-06-28,901.575
1991-07-31,964.046
1991-08-30,981.63
1991-09-30,1011.064
1991-10-31,989.811
1991-11-29,966.546
1991-12-31,1042.069
1992-01-31,1041.763
1992-02-28,1045.823
1992-03-31,1009.204
1992-04-30,1064.89
1992-05-29,1125.514
1992-06-30,1104.54
1992-07-31,1065.078
1992-08-31,1061.605
1992-09-30,1044.047
1992-10-30,971.2
1992-11-30,970.726
1992-12-31,992.995
1993-01-29,994.663
1993-02-26,1006.043
1993-03-31,1057.797
1993-04-30,1081.127
1993-05-31,1092.758
1993-06-30,1076.794
1993-07-30,1080.49
1993-08-31,1175.304
1993-09-30,1171.653
1993-10-29,1220.464
1993-11-30,1194.119
1993-12-31,1283.771
1994-01-31,1349.148
1994-02-28,1301.369
1994-03-31,1264.536
1994-04-29,1316.899
1994-05-31,1260.92
1994-06-30,1247.681
1994-07-29,1313.072
1994-08-31,1354.719
1994-09-30,1301.0
1994-10-31,1357.676
1994-11-30,1305.671
1994-12-30,1313.093
1995-01-31,1302.813
1995-02-28,1332.331
1995-03-31,1394.158
1995-04-28,1438.743
1995-05-31,1468.201
1995-06-30,1482.042
1995-07-31,1559.292
1995-08-31,1499.013
1995-09-29,1544.296
1995-10-31,1537.002
1995-11-30,1547.931
1995-12-29,1596.985
1996-01-31,1607.425
1996-02-29,1636.708
1996-03-29,1656.279
1996-04-30,1668.263
1996-05-31,1681.154
1996-06-28,1699.665
1996-07-31,1678.375
1996-08-30,1728.18
1996-09-30,1764.543
1996-10-31,1805.508
1996-11-29,1897.001
1996-12-31,1933.747
1997-01-31,1938.993
1997-02-28,1964.615
1997-03-31,2028.065
1997-04-30,2017.978
1997-05-30,2104.153
1997-06-30,2209.426
1997-07-31,2312.965
1997-08-29,2180.808
1997-09-30,2392.289
1997-10-31,2274.65
1997-11-28,2309.603
1997-12-31,2394.012
1998-01-30,2493.668
1998-02-27,2688.631
1998-03-31,2880.106
1998-04-30,2935.965
1998-05-29,2995.437
1998-06-30,3028.256
1998-07-31,3088.082
1998-08-31,2699.657
1998-09-30,2591.719
1998-10-30,2799.177
1998-11-30,2948.105
1998-12-31,3077.004
1999-01-29,3057.193
1999-02-26,2979.603
1999-03-31,3012.118
1999-04-30,3101.869
1999-05-31,2952.892
1999-06-30,3002.733
1999-07-30,3030.622
1999-08-31,3061.41
1999-09-30,3037.81
1999-10-29,3149.59
1999-11-30,3234.53
1999-12-31,3566.055
2000-01-31,3312.068
2000-02-29,3484.789
2000-03-31,3568.945
2000-04-28,3411.399
2000-05-31,3383.504
2000-06-30,3456.136
2000-07-31,3400.92
2000-08-31,3360.895
2000-09-29,3203.542
2000-10-31,3179.25
2000-11-30,3056.141
2000-12-29,3266.806
2001-01-31,3268.302
2001-02-28,2981.382
2001-03-30,2759.004
2001-04-30,2955.068
2001-05-31,2811.003
2001-06-29,2704.739
2001-07-31,2711.465
2001-08-31,2640.87
2001-09-28,2377.325
2001-10-31,2452.905
2001-11-30,2551.367
2001-12-31,2616.721
2002-01-31,2479.99
2002-02-28,2479.572
2002-03-29,2613.947
2002-04-30,2593.996
2002-05-31,2586.053
2002-06-28,2496.275
2002-07-31,2218.519
2002-08-30,2218.113
2002-09-30,1926.32
2002-10-31,2112.508
2002-11-29,2216.239
2002-12-31,2135.875
2003-01-31,2034.831
2003-02-28,1968.424
2003-03-31,1939.057
2003-04-30,2200.582
2003-05-30,2343.315
2003-06-30,2365.909
2003-07-31,2413.972
2003-08-29,2409.413
2003-09-30,2458.426
2003-10-31,2622.886
2003-11-28,2734.519
2003-12-31,2959.091
2004-01-30,2993.686
2004-02-27,3081.369
2004-03-31,2985.342
2004-04-30,2960.581
2004-05-31,3008.662
2004-06-30,3048.905
2004-07-30,2965.001
2004-08-31,2966.79
2004-09-30,3085.773
2004-10-29,3197.156
2004-11-30,3431.701
2004-12-31,3577.025
2005-01-31,3510.726
2005-02-28,3686.35
2005-03-31,3593.522
2005-04-29,3502.439
2005-05-31,3514.869
2005-06-30,3563.282
2005-07-29,3693.063
2005-08-31,3748.126
2005-09-30,3839.07
2005-10-31,3718.179
2005-11-30,3780.876
2005-12-30,3913.902
2006-01-31,4169.62
2006-02-28,4173.089
2006-03-31,4335.196
2006-04-28,4556.636
2006-05-31,4430.805
2006-06-30,4445.219
2006-07-31,4512.988
2006-08-31,4655.423
2006-09-29,4695.28
2006-10-31,4896.649
2006-11-30,5070.741
2006-12-29,5233.566
2007-01-31,5264.485
2007-02-28,5245.543
2007-03-30,5435.65
2007-04-30,5786.773
2007-05-31,5888.527
2007-06-29,5887.367
2007-07-31,5761.999
2007-08-31,5698.378
2007-09-28,5986.867
2007-10-31,6265.866
2007-11-30,6065.305
2007-12-31,5959.052
2008-01-31,5337.281
2008-02-29,5422.984
2008-03-31,5445.551
2008-04-30,5691.986
2008-05-30,5717.158
2008-06-30,5219.579
2008-07-31,5069.567
2008-08-29,4869.939
2008-09-30,4135.332
2008-10-31,3256.797
2008-11-28,3033.463
2008-12-31,3192.716
2009-01-30,2839.639
2009-02-27,2551.14
2009-03-31,2727.939
2009-04-30,3108.296
2009-05-29,3485.34
2009-06-30,3417.088
2009-07-31,3775.977
2009-08-31,4014.117
2009-09-30,4200.4
2009-10-30,4151.617
2009-11-30,4272.136
2009-12-31,4336.618
2010-01-29,4080.388
2010-02-26,3999.202
2010-03-31,4258.382
2010-04-30,4143.168
2010-05-31,3638.745
2010-06-30,3611.694
2010-07-30,4032.262
2010-08-31,3883.893
2010-09-30,4310.718
2010-10-29,4497.481
2010-11-30,4156.004
2010-12-31,4504.816
2011-01-31,4682.371
2011-02-28,4836.102
2011-03-31,4795.782
2011-04-29,5179.521
2011-05-31,5008.589
2011-06-30,4912.625
2011-07-29,4746.096
2011-08-31,4270.597
2011-09-30,3801.836
2011-10-31,4261.977
2011-11-30,4069.658
2011-12-30,4006.781
2012-01-31,4194.567
2012-02-29,4460.229
2012-03-30,4433.988
2012-04-30,4332.391
2012-05-31,3801.381
2012-06-29,4102.879
2012-07-31,4149.054
2012-08-31,4332.074
2012-09-28,4459.976
2012-10-31,4524.799
2012-11-30,4642.302
2012-12-31,4772.93
2013-01-31,5051.932
2013-02-28,4912.219
2013-03-29,4902.052
2013-04-30,5114.707
2013-05-31,5124.165
2013-06-28,4876.846
2013-07-31,5235.994
2013-08-30,5169.189
2013-09-30,5540.82
2013-10-31,5778.195
2013-11-29,5846.499
2013-12-31,5977.344
2014-01-31,5746.343
2014-02-28,6165.987
2014-03-31,6103.023
2014-04-30,6255.26
2014-05-30,6311.213
2014-06-30,6304.721
2014-07-31,6066.398
2014-08-29,6091.857
2014-09-30,5863.135
2014-10-31,5708.558
2014-11-28,5860.298
2014-12-31,5608.027
2015-01-30,5607.828
2015-02-27,5959.912
2015-03-31,5801.582
2015-04-30,6053.453
2015-05-29,6006.8
2015-06-30,5822.244
2015-07-31,6004.098
2015-08-31,5576.551
2015-09-30,5316.23
2015-10-30,5696.892
2015-11-30,5592.47
2015-12-31,5448.549
2016-01-29,5089.404
2016-02-29,4998.229
2016-03-31,5311.973
2016-04-29,5441.741
2016-05-31,5409.755
2016-06-30,5169.116
2016-07-29,5385.533
2016-08-31,5401.424
2016-09-30,5448.479
2016-10-31,5271.026
2016-11-30,5156.377
2016-12-30,5426.615
2017-01-31,5539.334
2017-02-28,5605.502
2017-03-31,5830.605
2017-04-28,6036.476
2017-05-31,6329.195
2017-06-30,6260.068
2017-07-31,6446.952
2017-08-31,6450.702
2017-09-29,6663.557
2017-10-31,6694.89
2017-11-30,6709.617
2017-12-29,6810.781
2018-01-31,7178.88
2018-02-28,6756.915
2018-03-30,6675.611
2018-04-30,6860.333
2018-05-31,6635.099
2018-06-29,6590.632
2018-07-31,6810.014
2018-08-31,6619.807
2018-09-28,6643.385
2018-10-31,6136.384
2018-11-30,6079.217
2018-12-31,5798.438
2019-01-31,6180.443
2019-02-28,6388.026
2019-03-29,6426.996
2019-04-30,6656.791
2019-05-31,6292.078
2019-06-28,6714.742
2019-07-31,6584.665
2019-08-30,6419.047
2019-09-30,6593.743
2019-10-31,6805.394
2019-11-29,6907.074
2019-12-31,7176.879
2020-01-31,6996.416
2020-02-28,6347.39
2020-03-31,5430.677
2020-04-30,5752.775
2020-05-29,6014.758
2020-06-30,6259.346
2020-07-31,6499.873
2020-08-31,6767.302
2020-09-30,6541.81
2020-10-30,6172.875
2020-11-30,7223.086
2020-12-31,7563.098
2021-01-29,7453.57
2021-02-26,7635.793
2021-03-31,7871.683
2021-04-30,8229.397
2021-05-31,8572.415
2021-06-30,8455.794
2021-07-30,8612.112
2021-08-31,8742.262
2021-09-30,8324.545
2021-10-29,8699.518
2021-11-30,8250.832
2021-12-31,8795.728
2022-01-31,8393.255
2022-02-28,8156.224
2022-03-31,8147.766
2022-04-29,7679.174
2022-05-31,7736.618
2022-06-30,6967.019
2022-07-29,7311.853
2022-08-31,6856.34
2022-09-30,6260.088
2022-10-31,6708.757
2022-11-30,7470.225
2022-12-30,7471.158
2023-01-31,8119.257
2023-02-28,8068.905
2023-03-31,8260.174
2023-04-28,8603.248
2023-05-31,8098.513
2023-06-30,8486.367
2023-07-31,8746.598
2023-08-31,8399.618
2023-09-29,8065.852
2023-10-31,7764.654
2023-11-30,8530.975
2023-12-29,8957.142
2024-01-31,8946.663
2024-02-29,9085.938
2024-03-29,9425.574
2024-04-30,9247.076
2024-05-31,9694.975
2024-06-28,9477.159
2024-07-31,9680.645
2024-08-30,10062.263
2024-09-30,10101.108
2024-10-31,9505.962
2024-11-29,9345.834
2024-12-31,9117.388
2025-01-31,9745.149
2025-02-28,10103.156
2025-03-31,10072.728
2025-04-30,10513.211
2025-05-30,10992.676
2025-06-30,11218.874
2025-07-31,11019.16
