Date,SPAIN LARGE VALUE Large Cap
2001-01-01,351.883
2001-01-02,356.503
2001-01-03,360.784
2001-01-04,368.875
2001-01-05,369.797
2001-01-08,371.985
2001-01-09,367.17
2001-01-10,367.312
2001-01-11,374.147
2001-01-12,375.665
2001-01-15,372.517
2001-01-16,366.931
2001-01-17,368.195
2001-01-18,376.742
2001-01-19,371.289
2001-01-22,372.639
2001-01-23,374.541
2001-01-24,368.611
2001-01-25,368.666
2001-01-26,367.883
2001-01-29,360.925
2001-01-30,368.785
2001-01-31,374.367
2001-02-01,378.376
2001-02-02,367.791
2001-02-05,371.325
2001-02-06,374.381
2001-02-07,372.665
2001-02-08,372.273
2001-02-09,372.965
2001-02-12,380.044
2001-02-13,376.923
2001-02-14,369.183
2001-02-15,362.767
2001-02-16,361.362
2001-02-19,365.739
2001-02-20,355.819
2001-02-21,353.351
2001-02-22,346.647
2001-02-23,343.33
2001-02-26,347.634
2001-02-27,352.358
2001-02-28,351.623
2001-03-01,353.793
2001-03-02,357.151
2001-03-05,356.791
2001-03-06,364.68
2001-03-07,365.412
2001-03-08,366.048
2001-03-09,363.205
2001-03-12,355.292
2001-03-13,350.364
2001-03-14,344.81
2001-03-15,346.622
2001-03-16,336.685
2001-03-19,335.141
2001-03-20,338.102
2001-03-21,326.642
2001-03-22,312.312
2001-03-23,323.158
2001-03-26,329.465
2001-03-27,336.61
2001-03-28,332.263
2001-03-29,330.622
2001-03-30,335.462
2001-04-02,335.29
2001-04-03,327.618
2001-04-04,339.169
2001-04-05,341.858
2001-04-06,342.929
2001-04-09,347.852
2001-04-10,345.209
2001-04-11,342.883
2001-04-12,347.852
2001-04-13,347.852
2001-04-16,344.289
2001-04-17,339.615
2001-04-18,341.922
2001-04-19,344.696
2001-04-20,347.354
2001-04-23,338.81
2001-04-24,343.876
2001-04-25,342.877
2001-04-26,345.703
2001-04-27,343.599
2001-04-30,345.457
2001-05-01,347.289
2001-05-02,342.288
2001-05-03,339.56
2001-05-04,341.32
2001-05-07,341.443
2001-05-08,342.842
2001-05-09,342.065
2001-05-10,343.661
2001-05-11,339.107
2001-05-14,334.988
2001-05-15,335.642
2001-05-16,339.055
2001-05-17,340.52
2001-05-18,344.659
2001-05-21,339.012
2001-05-22,331.506
2001-05-23,330.528
2001-05-24,329.352
2001-05-25,325.117
2001-05-28,327.222
2001-05-29,322.579
2001-05-30,323.746
2001-05-31,321.432
2001-06-01,321.836
2001-06-04,325.128
2001-06-05,327.185
2001-06-06,324.45
2001-06-07,327.082
2001-06-08,328.344
2001-06-11,325.974
2001-06-12,327.055
2001-06-13,330.247
2001-06-14,330.451
2001-06-15,329.947
2001-06-18,324.505
2001-06-19,322.907
2001-06-20,317.909
2001-06-21,314.078
2001-06-22,314.536
2001-06-25,318.268
2001-06-26,315.824
2001-06-27,313.499
2001-06-28,309.751
2001-06-29,311.254
2001-07-02,314.928
2001-07-03,313.435
2001-07-04,312.856
2001-07-05,309.466
2001-07-06,306.689
2001-07-09,309.496
2001-07-10,305.362
2001-07-11,305.463
2001-07-12,303.515
2001-07-13,305.538
2001-07-16,305.94
2001-07-17,306.739
2001-07-18,309.801
2001-07-19,310.512
2001-07-20,311.031
2001-07-23,313.599
2001-07-24,315.685
2001-07-25,312.463
2001-07-26,312.871
2001-07-27,313.522
2001-07-30,318.736
2001-07-31,319.721
2001-08-01,323.016
2001-08-02,325.516
2001-08-03,324.88
2001-08-06,324.115
2001-08-07,320.453
2001-08-08,318.084
2001-08-09,319.106
2001-08-10,320.848
2001-08-13,324.51
2001-08-14,324.579
2001-08-15,329.534
2001-08-16,326.993
2001-08-17,328.112
2001-08-20,327.408
2001-08-21,328.679
2001-08-22,336.557
2001-08-23,334.736
2001-08-24,337.127
2001-08-27,334.836
2001-08-28,331.351
2001-08-29,330.339
2001-08-30,324.617
2001-08-31,327.154
2001-09-03,323.544
2001-09-04,321.244
2001-09-05,318.057
2001-09-06,314.22
2001-09-07,316.012
2001-09-10,312.094
2001-09-11,310.087
2001-09-12,307.789
2001-09-13,308.926
2001-09-14,302.467
2001-09-17,301.331
2001-09-18,297.436
2001-09-19,293.253
2001-09-20,285.849
2001-09-21,273.271
2001-09-24,281.745
2001-09-25,286.255
2001-09-26,286.03
2001-09-27,292.892
2001-09-28,297.018
2001-10-01,295.834
2001-10-02,301.713
2001-10-03,300.366
2001-10-04,304.247
2001-10-05,293.528
2001-10-08,296.752
2001-10-09,297.064
2001-10-10,303.287
2001-10-11,297.454
2001-10-12,298.773
2001-10-15,298.0
2001-10-16,301.092
2001-10-17,305.714
2001-10-18,300.328
2001-10-19,293.526
2001-10-22,296.237
2001-10-23,299.636
2001-10-24,298.928
2001-10-25,294.274
2001-10-26,295.39
2001-10-29,299.222
2001-10-30,297.34
2001-10-31,301.075
2001-11-01,301.158
2001-11-02,297.229
2001-11-05,300.769
2001-11-06,298.668
2001-11-07,302.203
2001-11-08,308.319
2001-11-09,306.485
2001-11-12,303.323
2001-11-13,303.293
2001-11-14,301.389
2001-11-15,294.614
2001-11-16,297.242
2001-11-19,302.103
2001-11-20,302.477
2001-11-21,297.397
2001-11-22,304.677
2001-11-23,304.108
2001-11-26,303.061
2001-11-27,301.18
2001-11-28,301.328
2001-11-29,300.304
2001-11-30,302.771
2001-12-03,301.939
2001-12-04,306.515
2001-12-05,311.735
2001-12-06,312.806
2001-12-07,307.963
2001-12-10,303.628
2001-12-11,307.037
2001-12-12,306.207
2001-12-13,299.61
2001-12-14,303.726
2001-12-17,312.29
2001-12-18,303.882
2001-12-19,302.388
2001-12-20,299.163
2001-12-21,300.198
2001-12-24,297.203
2001-12-25,297.203
2001-12-26,297.457
2001-12-27,302.199
2001-12-28,299.904
2001-12-31,302.829
2002-01-01,302.829
2002-01-02,306.446
2002-01-03,310.107
2002-01-04,303.671
2002-01-07,292.552
2002-01-08,289.359
2002-01-09,285.091
2002-01-10,287.693
2002-01-11,289.106
2002-01-14,284.664
2002-01-15,285.804
2002-01-16,277.941
2002-01-17,283.184
2002-01-18,283.85
2002-01-21,279.754
2002-01-22,280.695
2002-01-23,282.353
2002-01-24,283.345
2002-01-25,279.971
2002-01-28,282.797
2002-01-29,279.761
2002-01-30,275.925
2002-01-31,275.924
2002-02-01,277.264
2002-02-04,276.178
2002-02-05,272.919
2002-02-06,269.677
2002-02-07,271.816
2002-02-08,274.083
2002-02-11,274.361
2002-02-12,272.806
2002-02-13,273.193
2002-02-14,276.703
2002-02-15,277.853
2002-02-18,273.51
2002-02-19,269.95
2002-02-20,269.803
2002-02-21,270.379
2002-02-22,270.485
2002-02-25,274.249
2002-02-26,275.333
2002-02-27,281.483
2002-02-28,282.399
2002-03-01,287.392
2002-03-04,291.881
2002-03-05,287.423
2002-03-06,288.562
2002-03-07,292.964
2002-03-08,292.364
2002-03-11,293.59
2002-03-12,289.298
2002-03-13,286.983
2002-03-14,291.552
2002-03-15,292.693
2002-03-18,294.849
2002-03-19,297.136
2002-03-20,295.149
2002-03-21,294.595
2002-03-22,291.542
2002-03-25,286.942
2002-03-26,284.434
2002-03-27,283.746
2002-03-28,285.151
2002-03-29,285.151
2002-04-01,287.488
2002-04-02,287.658
2002-04-03,289.069
2002-04-04,288.448
2002-04-05,287.096
2002-04-08,282.188
2002-04-09,283.176
2002-04-10,285.489
2002-04-11,283.629
2002-04-12,282.411
2002-04-15,285.141
2002-04-16,288.44
2002-04-17,289.364
2002-04-18,289.92
2002-04-19,290.657
2002-04-22,289.786
2002-04-23,288.777
2002-04-24,289.914
2002-04-25,287.801
2002-04-26,287.046
2002-04-29,286.319
2002-04-30,286.757
2002-05-01,288.38
2002-05-02,285.175
2002-05-03,285.636
2002-05-06,282.97
2002-05-07,280.493
2002-05-08,284.134
2002-05-09,281.302
2002-05-10,279.134
2002-05-13,283.11
2002-05-14,281.758
2002-05-15,288.15
2002-05-16,284.797
2002-05-17,286.154
2002-05-20,284.618
2002-05-21,282.425
2002-05-22,284.002
2002-05-23,283.626
2002-05-24,285.822
2002-05-27,285.837
2002-05-28,285.47
2002-05-29,285.677
2002-05-30,284.311
2002-05-31,284.799
2002-06-03,286.196
2002-06-04,279.614
2002-06-05,276.636
2002-06-06,279.385
2002-06-07,276.169
2002-06-10,276.521
2002-06-11,276.427
2002-06-12,271.027
2002-06-13,268.476
2002-06-14,261.901
2002-06-17,272.522
2002-06-18,277.331
2002-06-19,274.095
2002-06-20,271.71
2002-06-21,266.361
2002-06-24,258.211
2002-06-25,260.436
2002-06-26,262.207
2002-06-27,260.884
2002-06-28,270.562
2002-07-01,271.279
2002-07-02,262.685
2002-07-03,255.834
2002-07-04,259.884
2002-07-05,273.409
2002-07-08,280.127
