Date,IRELAND GROWTH Standard (Large+Mid Cap)
2001-04-30,201.578
2001-05-31,214.308
2001-06-29,227.303
2001-07-31,216.262
2001-08-31,200.839
2001-09-28,189.195
2001-10-31,182.619
2001-11-30,186.393
2001-12-31,193.844
2002-01-31,148.185
2002-02-28,114.921
2002-03-29,118.293
2002-04-30,116.224
2002-05-31,119.081
2002-06-28,116.508
2002-07-31,105.423
2002-08-30,112.454
2002-09-30,99.628
2002-10-31,113.858
2002-11-29,115.606
2002-12-31,109.984
2003-01-31,109.14
2003-02-28,112.799
2003-03-31,111.852
2003-04-30,125.757
2003-05-30,127.783
2003-06-30,127.298
2003-07-31,119.746
2003-08-29,121.913
2003-09-30,127.562
2003-10-31,131.416
2003-11-28,132.333
2003-12-31,147.662
2004-01-30,151.606
2004-02-27,162.146
2004-03-31,173.726
2004-04-30,182.056
2004-05-31,184.8
2004-06-30,194.63
2004-07-30,184.324
2004-08-31,191.384
2004-09-30,200.831
2004-10-29,208.166
2004-11-30,222.282
2004-12-31,234.547
2005-01-31,233.567
2005-02-28,204.381
2005-03-31,181.985
2005-04-29,179.278
2005-05-31,187.284
2005-06-30,191.868
2005-07-29,201.536
2005-08-31,196.322
2005-09-30,195.619
2005-10-31,181.931
2005-11-30,189.557
2005-12-30,210.92
2006-01-31,225.565
2006-02-28,228.566
2006-03-31,242.603
2006-04-28,252.293
2006-05-31,251.347
2006-06-30,242.162
2006-07-31,239.781
2006-08-31,258.75
2006-09-29,261.473
2006-10-31,276.121
2006-11-30,286.676
2006-12-29,313.849
2007-01-31,295.769
2007-02-28,306.71
2007-03-30,312.227
2007-04-30,325.023
2007-05-31,345.438
2007-06-29,337.759
2007-07-31,302.618
2007-08-31,293.921
2007-09-28,287.236
2007-10-31,292.084
2007-11-30,271.778
2007-12-31,253.755
2008-01-31,252.618
2008-02-29,252.309
2008-03-31,249.994
2008-04-30,262.202
2008-05-30,249.556
2008-06-30,240.459
2008-07-31,186.0
2008-08-29,171.897
2008-09-30,137.055
2008-10-31,120.793
2008-11-28,113.516
2008-12-31,107.529
2009-01-30,116.524
2009-02-27,118.212
2009-03-31,119.493
2009-04-30,116.667
2009-05-29,139.033
2009-06-30,128.537
2009-07-31,138.584
2009-08-31,138.72
2009-09-30,146.232
2009-10-30,131.159
2009-11-30,139.625
2009-12-31,146.799
2010-01-29,140.304
2010-02-26,134.795
2010-03-31,146.477
2010-04-30,158.389
2010-05-31,126.966
2010-06-30,120.115
2010-07-30,124.164
2010-08-31,104.313
2010-09-30,115.043
2010-10-29,119.67
2010-11-30,114.863
2010-12-31,120.992
2011-01-31,125.251
2011-02-28,129.67
2011-03-31,131.333
2011-04-29,149.037
2011-05-31,158.324
2011-06-30,167.287
2011-07-29,162.504
2011-08-31,154.229
2011-09-30,147.839
2011-10-31,161.228
2011-11-30,157.554
2011-12-30,174.091
2012-01-31,172.261
2012-02-29,178.291
2012-03-30,199.794
2012-04-30,193.332
2012-05-31,190.199
2012-06-29,193.639
2012-07-31,177.882
2012-08-31,181.676
2012-09-28,184.595
2012-10-31,188.733
2012-11-30,184.32
2012-12-31,187.146
2013-01-31,190.59
2013-02-28,202.236
2013-03-29,212.018
2013-04-30,212.366
2013-05-31,214.571
2013-06-28,208.759
2013-07-31,229.126
2013-08-30,246.348
2013-09-30,241.842
2013-10-31,270.956
2013-11-29,280.374
2013-12-31,276.77
2014-01-31,287.657
2014-02-28,353.367
2014-03-31,320.02
2014-04-30,313.386
2014-05-30,306.179
2014-06-30,288.083
2014-07-31,290.857
2014-08-29,308.194
2014-09-30,296.108
2014-10-31,291.504
2014-11-28,313.675
2014-12-31,294.473
2015-01-30,274.621
2015-02-27,302.88
2015-03-31,292.317
2015-04-30,307.258
2015-05-29,309.979
2015-06-30,317.635
2015-07-31,330.488
2015-08-31,317.59
2015-09-30,317.344
2015-10-30,326.964
2015-11-30,324.49
2015-12-31,325.06
2016-01-29,300.426
2016-02-29,298.256
2016-03-31,312.317
2016-04-29,311.062
2016-05-31,318.526
2016-06-30,284.933
2016-07-29,296.794
2016-08-31,312.647
2016-09-30,306.935
2016-10-31,289.768
2016-11-30,293.516
2016-12-30,304.232
2017-01-31,303.731
2017-02-28,305.565
2017-03-31,316.596
2017-04-28,328.876
2017-05-31,333.746
2017-06-30,328.631
2017-07-31,328.947
2017-08-31,326.153
2017-09-29,349.367
2017-10-31,352.399
2017-11-30,346.396
2017-12-29,361.587
2018-01-31,364.116
2018-02-28,336.606
2018-03-30,337.383
2018-04-30,345.811
2018-05-31,366.343
2018-06-29,353.384
2018-07-31,347.744
2018-08-31,342.682
2018-09-28,333.253
2018-10-31,305.292
2018-11-30,290.426
2018-12-31,279.613
2019-01-31,294.927
2019-02-28,313.956
2019-03-29,319.532
2019-04-30,339.402
2019-05-31,328.12
2019-06-28,344.258
2019-07-31,343.067
2019-08-30,340.301
2019-09-30,346.022
2019-10-31,366.424
2019-11-29,386.207
2019-12-31,398.724
2020-01-31,389.716
2020-02-28,367.782
2020-03-31,318.909
2020-04-30,331.482
2020-05-29,364.893
2020-06-30,370.271
2020-07-31,406.619
2020-08-31,436.65
2020-09-30,434.096
2020-10-30,422.608
2020-11-30,462.93
2020-12-31,462.658
2021-01-29,432.584
2021-02-26,425.59
2021-03-31,465.867
2021-04-30,468.289
2021-05-31,465.501
2021-06-30,468.829
2021-07-30,493.17
2021-08-31,516.469
2021-09-30,481.819
2021-10-29,497.249
2021-11-30,438.31
2021-12-31,474.177
2022-01-31,431.641
2022-02-28,419.999
2022-03-31,388.254
2022-04-29,366.501
2022-05-31,359.542
2022-06-30,300.017
2022-07-29,314.639
2022-08-31,336.182
2022-09-30,288.715
2022-10-31,318.359
2022-11-30,345.972
2022-12-30,330.588
2023-01-31,367.72
2023-02-28,381.086
2023-03-31,413.934
2023-04-28,444.139
2023-05-31,424.885
2023-06-30,433.264
2023-07-31,451.488
2023-08-31,427.488
2023-09-29,386.461
2023-10-31,359.709
2023-11-30,377.73
2023-12-29,410.983
2024-01-31,441.917
2024-02-29,453.895
2024-03-29,466.198
2024-04-30,470.507
2024-05-31,490.258
2024-06-28,448.81
2024-07-31,502.071
2024-08-30,496.196
2024-09-30,527.397
2024-10-31,497.004
2024-11-29,454.239
2024-12-31,448.18
2025-01-31,457.377
2025-02-28,495.948
2025-03-31,488.196
2025-04-30,507.411
2025-05-30,519.228
2025-06-30,534.052
2025-07-31,524.781
