Date,UNITED KINGDOM SMID VALUE SMID (Small+Mid Cap)
2006-08-31,770.085
2006-09-29,787.92
2006-10-31,833.482
2006-11-30,883.286
2006-12-29,913.539
2007-01-31,911.703
2007-02-28,908.245
2007-03-30,950.752
2007-04-30,988.076
2007-05-31,1000.0
2007-06-29,953.431
2007-07-31,935.444
2007-08-31,929.525
2007-09-28,878.904
2007-10-31,939.271
2007-11-30,842.702
2007-12-31,796.757
2008-01-31,751.437
2008-02-29,740.859
2008-03-31,740.551
2008-04-30,745.219
2008-05-30,726.09
2008-06-30,632.961
2008-07-31,615.273
2008-08-29,620.748
2008-09-30,527.838
2008-10-31,393.994
2008-11-28,367.299
2008-12-31,357.732
2009-01-30,336.396
2009-02-27,321.779
2009-03-31,346.783
2009-04-30,431.897
2009-05-29,461.895
2009-06-30,465.971
2009-07-31,521.687
2009-08-31,571.221
2009-09-30,581.887
2009-10-30,579.431
2009-11-30,577.79
2009-12-31,592.021
2010-01-29,578.416
2010-02-26,551.752
2010-03-31,598.717
2010-04-30,611.625
2010-05-31,541.517
2010-06-30,540.746
2010-07-30,604.284
2010-08-31,585.281
2010-09-30,642.753
2010-10-29,669.208
2010-11-30,622.883
2010-12-31,682.075
2011-01-31,701.217
2011-02-28,733.918
2011-03-31,708.56
2011-04-29,778.067
2011-05-31,775.475
2011-06-30,747.736
2011-07-29,736.385
2011-08-31,670.852
2011-09-30,604.606
2011-10-31,668.417
2011-11-30,640.143
2011-12-30,621.978
2012-01-31,676.76
2012-02-29,731.409
2012-03-30,748.959
2012-04-30,744.223
2012-05-31,663.374
2012-06-29,714.43
2012-07-31,727.989
2012-08-31,768.978
2012-09-28,806.338
2012-10-31,833.02
2012-11-30,845.535
2012-12-31,887.951
2013-01-31,905.874
2013-02-28,902.986
2013-03-29,917.643
2013-04-30,968.585
2013-05-31,991.595
2013-06-28,946.741
2013-07-31,1030.087
2013-08-30,1020.345
2013-09-30,1097.358
2013-10-31,1145.563
2013-11-29,1147.622
2013-12-31,1188.861
2014-01-31,1172.508
2014-02-28,1279.376
2014-03-31,1235.596
2014-04-30,1247.1
2014-05-30,1254.156
2014-06-30,1250.643
2014-07-31,1218.432
2014-08-29,1217.616
2014-09-30,1160.712
2014-10-31,1162.66
2014-11-28,1181.557
2014-12-31,1186.306
2015-01-30,1183.909
2015-02-27,1281.302
2015-03-31,1228.261
2015-04-30,1299.547
2015-05-29,1333.015
2015-06-30,1310.736
2015-07-31,1326.636
2015-08-31,1262.36
2015-09-30,1216.575
2015-10-30,1279.76
2015-11-30,1246.036
2015-12-31,1196.89
2016-01-29,1104.423
2016-02-29,1092.861
2016-03-31,1179.087
2016-04-29,1214.714
2016-05-31,1218.014
2016-06-30,1067.31
2016-07-29,1124.231
2016-08-31,1141.423
2016-09-30,1156.414
2016-10-31,1073.642
2016-11-30,1094.279
2016-12-30,1129.415
2017-01-31,1136.251
2017-02-28,1168.786
2017-03-31,1191.434
2017-04-28,1274.806
2017-05-31,1293.545
2017-06-30,1265.931
2017-07-31,1327.037
2017-08-31,1312.3
2017-09-29,1365.063
2017-10-31,1375.324
2017-11-30,1376.253
2017-12-29,1437.746
2018-01-31,1481.001
2018-02-28,1399.785
2018-03-30,1392.375
2018-04-30,1458.138
2018-05-31,1436.631
2018-06-29,1406.505
2018-07-31,1391.87
2018-08-31,1359.615
2018-09-28,1349.365
2018-10-31,1245.288
2018-11-30,1199.13
2018-12-31,1127.149
2019-01-31,1261.545
2019-02-28,1308.864
2019-03-29,1278.346
2019-04-30,1318.257
2019-05-31,1197.754
2019-06-28,1248.44
2019-07-31,1208.758
2019-08-30,1167.967
2019-09-30,1239.988
2019-10-31,1315.937
2019-11-29,1363.038
2019-12-31,1475.606
2020-01-31,1411.678
2020-02-28,1240.432
2020-03-31,889.726
2020-04-30,974.642
2020-05-29,977.843
2020-06-30,993.084
2020-07-31,1030.612
2020-08-31,1116.186
2020-09-30,1056.068
2020-10-30,1036.426
2020-11-30,1251.217
2020-12-31,1358.223
2021-01-29,1349.573
2021-02-26,1424.627
2021-03-31,1470.985
2021-04-30,1549.243
2021-05-31,1598.836
2021-06-30,1533.746
2021-07-30,1581.926
2021-08-31,1623.819
2021-09-30,1509.679
2021-10-29,1541.673
2021-11-30,1456.039
2021-12-31,1568.318
2022-01-31,1490.221
2022-02-28,1431.394
2022-03-31,1393.251
2022-04-29,1318.076
2022-05-31,1299.511
2022-06-30,1138.545
2022-07-29,1219.786
2022-08-31,1092.801
2022-09-30,943.101
2022-10-31,1025.462
2022-11-30,1146.43
2022-12-30,1147.434
2023-01-31,1276.288
2023-02-28,1271.187
2023-03-31,1237.626
2023-04-28,1307.228
2023-05-31,1231.388
2023-06-30,1241.686
2023-07-31,1324.674
2023-08-31,1261.441
2023-09-29,1205.216
2023-10-31,1144.534
2023-11-30,1282.678
2023-12-29,1399.086
2024-01-31,1364.013
2024-02-29,1320.999
2024-03-29,1395.067
2024-04-30,1374.871
2024-05-31,1468.848
2024-06-28,1421.587
2024-07-31,1528.772
2024-08-30,1564.206
2024-09-30,1601.194
2024-10-31,1467.209
2024-11-29,1483.738
2024-12-31,1428.873
2025-01-31,1463.471
2025-02-28,1458.63
2025-03-31,1449.896
2025-04-30,1556.363
2025-05-30,1667.796
2025-06-30,1726.859
2025-07-31,1655.956
2025-08-29,1685.371
2025-09-30,1711.293
2025-10-31,1696.474
2025-11-28,1709.378
2025-12-31,1774.859
