Date,UNITED KINGDOM SMID VALUE SMID (Small+Mid Cap)
2002-01-10,308.577
2002-01-11,308.534
2002-01-14,308.026
2002-01-15,307.264
2002-01-16,303.468
2002-01-17,303.459
2002-01-18,303.512
2002-01-21,303.878
2002-01-22,301.933
2002-01-23,300.763
2002-01-24,300.231
2002-01-25,295.829
2002-01-28,295.397
2002-01-29,293.224
2002-01-30,290.88
2002-01-31,292.751
2002-02-01,293.986
2002-02-04,293.679
2002-02-05,291.616
2002-02-06,290.39
2002-02-07,290.449
2002-02-08,292.925
2002-02-11,294.926
2002-02-12,297.437
2002-02-13,297.176
2002-02-14,297.181
2002-02-15,298.809
2002-02-18,297.997
2002-02-19,295.756
2002-02-20,293.667
2002-02-21,293.995
2002-02-22,293.179
2002-02-25,294.523
2002-02-26,296.723
2002-02-27,297.287
2002-02-28,296.377
2002-03-01,299.006
2002-03-04,303.598
2002-03-05,303.832
2002-03-06,305.487
2002-03-07,311.375
2002-03-08,312.512
2002-03-11,313.298
2002-03-12,309.76
2002-03-13,310.885
2002-03-14,312.755
2002-03-15,314.227
2002-03-18,316.873
2002-03-19,317.551
2002-03-20,318.85
2002-03-21,319.712
2002-03-22,320.587
2002-03-25,319.608
2002-03-26,320.717
2002-03-27,320.255
2002-03-28,321.861
2002-03-29,321.872
2002-04-01,325.37
2002-04-02,326.254
2002-04-03,324.742
2002-04-04,323.834
2002-04-05,324.959
2002-04-08,322.03
2002-04-09,322.786
2002-04-10,326.056
2002-04-11,325.469
2002-04-12,325.665
2002-04-15,327.094
2002-04-16,328.425
2002-04-17,330.605
2002-04-18,331.091
2002-04-19,331.806
2002-04-22,333.645
2002-04-23,334.079
2002-04-24,334.944
2002-04-25,333.169
2002-04-26,332.203
2002-04-29,333.3
2002-04-30,334.746
2002-05-01,336.185
2002-05-02,339.398
2002-05-03,342.164
2002-05-06,342.169
2002-05-07,339.284
2002-05-08,340.723
2002-05-09,339.53
2002-05-10,339.865
2002-05-13,340.499
2002-05-14,337.562
2002-05-15,339.78
2002-05-16,340.267
2002-05-17,341.224
2002-05-20,341.009
2002-05-21,339.773
2002-05-22,338.185
2002-05-23,336.404
2002-05-24,338.167
2002-05-27,338.205
2002-05-28,336.882
2002-05-29,335.683
2002-05-30,335.329
2002-05-31,337.46
2002-06-03,337.167
2002-06-04,337.558
2002-06-05,332.946
2002-06-06,333.62
2002-06-07,332.585
2002-06-10,332.328
2002-06-11,334.022
2002-06-12,333.218
2002-06-13,330.737
2002-06-14,321.072
2002-06-17,325.548
2002-06-18,325.08
2002-06-19,323.058
2002-06-20,320.268
2002-06-21,321.027
2002-06-24,319.411
2002-06-25,321.175
2002-06-26,320.756
2002-06-27,320.352
2002-06-28,325.019
2002-07-01,327.219
2002-07-02,322.573
2002-07-03,314.525
2002-07-04,316.332
2002-07-05,321.09
2002-07-08,324.997
2002-07-09,323.539
2002-07-10,318.371
2002-07-11,308.605
2002-07-12,306.881
2002-07-15,297.804
2002-07-16,295.457
2002-07-17,300.349
2002-07-18,306.181
2002-07-19,300.799
2002-07-22,290.742
2002-07-23,285.458
2002-07-24,279.994
2002-07-25,287.415
2002-07-26,283.936
2002-07-29,290.95
2002-07-30,294.624
2002-07-31,297.449
2002-08-01,286.772
2002-08-02,291.025
2002-08-05,283.884
2002-08-06,282.818
2002-08-07,283.031
2002-08-08,286.968
2002-08-09,288.818
2002-08-12,287.717
2002-08-13,290.476
2002-08-14,290.882
2002-08-15,295.001
2002-08-16,295.65
2002-08-19,298.738
2002-08-20,296.057
2002-08-21,299.57
2002-08-22,302.271
2002-08-23,300.307
2002-08-26,300.899
2002-08-27,304.857
2002-08-28,298.417
2002-08-29,296.601
2002-08-30,298.184
2002-09-02,296.746
2002-09-03,293.266
2002-09-04,293.26
2002-09-05,290.288
2002-09-06,293.607
2002-09-09,291.635
2002-09-10,295.669
2002-09-11,295.887
2002-09-12,292.632
2002-09-13,290.297
2002-09-16,287.537
2002-09-17,285.148
2002-09-18,279.994
2002-09-19,278.157
2002-09-20,280.011
2002-09-23,275.65
2002-09-24,268.924
2002-09-25,272.169
2002-09-26,276.887
2002-09-27,278.211
2002-09-30,275.476
2002-10-01,274.18
2002-10-02,275.27
2002-10-03,274.484
2002-10-04,272.401
2002-10-07,270.249
2002-10-08,266.964
2002-10-09,265.717
2002-10-10,265.529
2002-10-11,273.796
2002-10-14,270.146
2002-10-15,278.561
2002-10-16,277.878
2002-10-17,281.294
2002-10-18,279.442
2002-10-21,280.667
2002-10-22,281.021
2002-10-23,278.581
2002-10-24,282.388
2002-10-25,280.691
2002-10-28,283.098
2002-10-29,278.452
2002-10-30,279.761
2002-10-31,284.263
2002-11-01,282.91
2002-11-04,288.039
2002-11-05,289.574
2002-11-06,289.012
2002-11-07,292.276
2002-11-08,290.394
2002-11-11,288.175
2002-11-12,291.115
2002-11-13,284.998
2002-11-14,283.846
2002-11-15,285.529
2002-11-18,288.247
2002-11-19,287.698
2002-11-20,283.427
2002-11-21,289.368
2002-11-22,289.374
2002-11-25,283.956
2002-11-26,279.766
2002-11-27,281.02
2002-11-28,285.232
2002-11-29,285.247
2002-12-02,285.163
2002-12-03,284.448
2002-12-04,283.35
2002-12-05,282.826
2002-12-06,282.044
2002-12-09,278.23
2002-12-10,276.451
2002-12-11,279.8
2002-12-12,277.516
2002-12-13,277.112
2002-12-16,280.179
2002-12-17,278.809
2002-12-18,275.754
2002-12-19,277.377
2002-12-20,279.448
2002-12-23,279.2
2002-12-24,279.333
2002-12-25,279.333
2002-12-26,279.28
2002-12-27,275.95
2002-12-30,281.165
2002-12-31,284.219
2003-01-01,284.214
2003-01-02,285.688
2003-01-03,285.317
2003-01-06,286.203
2003-01-07,283.955
2003-01-08,278.522
2003-01-09,281.492
2003-01-10,285.287
2003-01-13,283.994
2003-01-14,284.164
2003-01-15,280.406
2003-01-16,281.814
2003-01-17,281.538
2003-01-20,279.278
2003-01-21,277.495
2003-01-22,275.797
2003-01-23,273.814
2003-01-24,273.967
2003-01-27,265.461
2003-01-28,265.694
2003-01-29,262.98
2003-01-30,268.998
2003-01-31,268.517
2003-02-03,272.603
2003-02-04,268.365
2003-02-05,272.66
2003-02-06,268.882
2003-02-07,268.478
2003-02-10,267.443
2003-02-11,268.361
2003-02-12,263.887
2003-02-13,263.968
2003-02-14,261.81
2003-02-17,264.71
2003-02-18,264.731
2003-02-19,263.782
2003-02-20,264.388
2003-02-21,265.974
2003-02-24,264.299
2003-02-25,255.834
2003-02-26,256.197
2003-02-27,255.476
2003-02-28,259.494
2003-03-03,262.444
2003-03-04,259.518
2003-03-05,259.841
2003-03-06,259.543
2003-03-07,253.959
2003-03-10,251.029
2003-03-11,252.488
2003-03-12,245.625
2003-03-13,253.392
2003-03-14,254.886
2003-03-17,259.362
2003-03-18,260.614
2003-03-19,260.997
2003-03-20,262.229
2003-03-21,266.873
2003-03-24,262.522
2003-03-25,262.08
2003-03-26,264.228
2003-03-27,260.996
2003-03-28,259.491
2003-03-31,256.435
2003-04-01,256.98
2003-04-02,260.678
2003-04-03,261.574
2003-04-04,262.943
2003-04-07,268.038
2003-04-08,264.07
2003-04-09,264.603
2003-04-10,267.306
2003-04-11,267.769
2003-04-14,270.557
2003-04-15,272.986
2003-04-16,274.002
2003-04-17,276.454
2003-04-18,276.454
2003-04-21,273.866
2003-04-22,277.442
2003-04-23,283.548
2003-04-24,282.559
2003-04-25,279.205
2003-04-28,282.51
2003-04-29,284.123
2003-04-30,286.943
2003-05-01,287.173
2003-05-02,288.938
2003-05-05,289.511
2003-05-06,297.268
2003-05-07,295.271
2003-05-08,292.49
2003-05-09,295.241
2003-05-12,299.506
2003-05-13,301.266
2003-05-14,303.663
2003-05-15,307.654
2003-05-16,311.502
2003-05-19,307.474
2003-05-20,308.545
2003-05-21,308.5
2003-05-22,309.519
2003-05-23,310.385
2003-05-26,310.552
2003-05-27,311.524
2003-05-28,315.947
2003-05-29,319.982
2003-05-30,318.21
2003-06-02,321.708
2003-06-03,318.393
2003-06-04,320.243
2003-06-05,326.084
2003-06-06,334.023
2003-06-09,328.457
2003-06-10,326.384
2003-06-11,331.433
2003-06-12,333.822
2003-06-13,332.388
2003-06-16,336.172
2003-06-17,340.448
2003-06-18,338.126
2003-06-19,334.697
2003-06-20,334.382
2003-06-23,330.3
2003-06-24,326.125
2003-06-25,330.238
2003-06-26,326.945
2003-06-27,326.59
2003-06-30,325.628
2003-07-01,324.665
2003-07-02,328.347
2003-07-03,331.069
2003-07-04,330.429
2003-07-07,331.764
2003-07-08,331.705
2003-07-09,330.875
2003-07-10,330.135
2003-07-11,331.851
2003-07-14,335.534
2003-07-15,330.975
2003-07-16,327.388
2003-07-17,323.667
2003-07-18,323.61
2003-07-21,325.502
2003-07-22,326.948
2003-07-23,329.283
2003-07-24,333.292
2003-07-25,335.91
2003-07-28,336.77
2003-07-29,338.092
2003-07-30,337.625
2003-07-31,337.796
2003-08-01,337.033
2003-08-04,336.422
2003-08-05,337.123
2003-08-06,335.442
2003-08-07,337.018
2003-08-08,337.604
2003-08-11,337.324
2003-08-12,338.461
2003-08-13,342.112
2003-08-14,343.429
2003-08-15,344.642
2003-08-18,345.56
2003-08-19,345.822
2003-08-20,347.096
2003-08-21,346.761
2003-08-22,346.553
2003-08-25,346.863
2003-08-26,343.42
2003-08-27,344.219
2003-08-28,343.777
2003-08-29,343.735
2003-09-01,345.785
2003-09-02,347.706
2003-09-03,350.965
2003-09-04,350.437
2003-09-05,351.125
2003-09-08,351.781
2003-09-09,349.99
2003-09-10,347.531
2003-09-11,347.354
2003-09-12,349.628
2003-09-15,350.921
2003-09-16,349.628
2003-09-17,352.803
2003-09-18,357.306
2003-09-19,359.108
2003-09-22,359.644
2003-09-23,359.542
2003-09-24,360.088
2003-09-25,357.415
2003-09-26,354.043
2003-09-29,354.105
2003-09-30,350.362
2003-10-01,355.666
2003-10-02,358.448
2003-10-03,362.623
2003-10-06,365.376
2003-10-07,365.025
2003-10-08,365.358
2003-10-09,368.792
2003-10-10,370.813
2003-10-13,374.456
2003-10-14,374.265
2003-10-15,379.403
2003-10-16,381.592
2003-10-17,379.633
2003-10-20,380.431
2003-10-21,381.115
2003-10-22,377.124
2003-10-23,373.184
2003-10-24,374.401
2003-10-27,376.069
2003-10-28,377.376
2003-10-29,378.65
2003-10-30,380.948
2003-10-31,379.983
2003-11-03,379.515
2003-11-04,379.556
2003-11-05,379.763
2003-11-06,377.996
2003-11-07,381.67
2003-11-10,380.663
2003-11-11,377.889
2003-11-12,383.307
2003-11-13,384.785
2003-11-14,385.328
2003-11-17,381.733
2003-11-18,383.426
2003-11-19,383.397
2003-11-20,381.012
2003-11-21,380.976
2003-11-24,382.15
2003-11-25,382.983
2003-11-26,386.438
2003-11-27,387.263
2003-11-28,388.627
2003-12-01,393.028
2003-12-02,395.123
2003-12-03,395.827
2003-12-04,393.78
2003-12-05,392.704
2003-12-08,394.153
2003-12-09,397.279
2003-12-10,394.275
2003-12-11,392.418
2003-12-12,394.465
2003-12-15,395.006
2003-12-16,393.45
2003-12-17,395.957
2003-12-18,399.312
2003-12-19,400.477
2003-12-22,400.478
2003-12-23,403.702
2003-12-24,406.176
2003-12-25,406.177
2003-12-26,406.624
2003-12-29,406.76
2003-12-30,411.239
2003-12-31,413.759
2004-01-01,413.769
2004-01-02,415.646
2004-01-05,419.742
2004-01-06,422.621
2004-01-07,422.706
2004-01-08,427.552
2004-01-09,431.71
2004-01-12,431.905
2004-01-13,432.164
2004-01-14,433.126
2004-01-15,430.594
2004-01-16,429.821
2004-01-19,428.294
2004-01-20,435.018
2004-01-21,438.767
2004-01-22,439.652
2004-01-23,435.186
2004-01-26,431.186
2004-01-27,433.497
2004-01-28,436.03
2004-01-29,428.152
2004-01-30,431.904
2004-02-02,433.451
2004-02-03,438.022
2004-02-04,435.615
2004-02-05,439.541
2004-02-06,444.173
2004-02-09,449.156
2004-02-10,451.109
2004-02-11,452.907
2004-02-12,462.291
2004-02-13,463.206
2004-02-16,465.416
2004-02-17,472.142
2004-02-18,475.154
2004-02-19,473.457
2004-02-20,467.883
2004-02-23,468.847
2004-02-24,470.969
2004-02-25,470.129
2004-02-26,464.881
2004-02-27,463.962
2004-03-01,472.252
2004-03-02,468.045
2004-03-03,460.199
2004-03-04,462.158
2004-03-05,468.313
2004-03-08,469.291
2004-03-09,465.337
2004-03-10,454.257
2004-03-11,444.107
2004-03-12,446.292
2004-03-15,440.378
2004-03-16,446.3
2004-03-17,448.893
2004-03-18,451.815
2004-03-19,455.427
2004-03-22,450.262
2004-03-23,449.808
2004-03-24,446.393
2004-03-25,448.076
2004-03-26,444.759
2004-03-29,451.218
2004-03-30,453.445
2004-03-31,457.423
2004-04-01,464.246
2004-04-02,461.432
2004-04-05,457.127
2004-04-06,460.027
2004-04-07,462.245
2004-04-08,463.06
2004-04-09,463.06
2004-04-12,463.06
2004-04-13,458.116
2004-04-14,444.947
2004-04-15,442.916
2004-04-16,449.861
2004-04-19,454.248
2004-04-20,453.602
2004-04-21,445.773
2004-04-22,446.671
2004-04-23,448.259
2004-04-26,453.982
2004-04-27,454.073
2004-04-28,447.85
2004-04-29,445.326
2004-04-30,441.453
2004-05-03,441.777
2004-05-04,449.986
2004-05-05,449.508
2004-05-06,445.945
2004-05-07,440.848
2004-05-10,426.86
2004-05-11,426.333
2004-05-12,429.082
2004-05-13,429.953
2004-05-14,427.614
2004-05-17,424.783
2004-05-18,428.502
2004-05-19,437.398
2004-05-20,431.753
2004-05-21,437.29
2004-05-24,438.311
2004-05-25,442.586
2004-05-26,447.129
2004-05-27,454.178
2004-05-28,455.377
2004-05-31,455.377
2004-06-01,454.502
2004-06-02,457.814
2004-06-03,457.969
2004-06-04,460.259
2004-06-07,462.648
2004-06-08,463.498
2004-06-09,462.284
2004-06-10,463.527
2004-06-11,459.598
2004-06-14,455.35
2004-06-15,457.124
2004-06-16,462.115
2004-06-17,464.544
2004-06-18,466.317
2004-06-21,466.35
2004-06-22,463.084
2004-06-23,463.397
2004-06-24,462.478
2004-06-25,464.537
2004-06-28,469.643
2004-06-29,464.905
2004-06-30,465.828
2004-07-01,463.089
2004-07-02,464.152
2004-07-05,462.972
2004-07-06,463.152
2004-07-07,466.111
2004-07-08,467.0
2004-07-09,466.169
2004-07-12,467.629
2004-07-13,466.668
2004-07-14,465.802
2004-07-15,463.28
2004-07-16,470.152
2004-07-19,469.408
2004-07-20,465.072
2004-07-21,462.3
2004-07-22,460.057
2004-07-23,456.966
2004-07-26,455.89
2004-07-27,454.43
2004-07-28,454.904
2004-07-29,456.36
2004-07-30,457.147
2004-08-02,458.224
2004-08-03,459.054
2004-08-04,455.94
2004-08-05,457.939
2004-08-06,457.88
2004-08-09,452.414
2004-08-10,455.13
2004-08-11,451.992
2004-08-12,452.079
2004-08-13,455.676
2004-08-16,457.352
2004-08-17,455.521
2004-08-18,455.021
2004-08-19,459.026
2004-08-20,456.235
2004-08-23,459.193
2004-08-24,454.885
2004-08-25,456.264
2004-08-26,456.952
2004-08-27,458.851
2004-08-30,458.725
2004-08-31,459.638
2004-09-01,460.565
2004-09-02,460.476
2004-09-03,458.567
2004-09-06,461.67
2004-09-07,460.165
2004-09-08,464.192
2004-09-09,463.284
2004-09-10,468.594
2004-09-13,469.009
2004-09-14,469.46
2004-09-15,462.409
2004-09-16,467.043
2004-09-17,469.565
2004-09-20,465.772
2004-09-21,467.754
2004-09-22,467.549
2004-09-23,466.026
2004-09-24,468.537
2004-09-27,469.014
2004-09-28,472.052
2004-09-29,472.831
2004-09-30,474.747
2004-10-01,476.955
2004-10-04,477.379
2004-10-05,477.394
2004-10-06,475.672
2004-10-07,475.968
2004-10-08,479.118
2004-10-11,479.719
2004-10-12,474.508
2004-10-13,474.359
2004-10-14,476.19
2004-10-15,478.402
2004-10-18,476.61
2004-10-19,480.623
2004-10-20,480.51
2004-10-21,484.21
2004-10-22,483.961
2004-10-25,484.508
2004-10-26,486.987
2004-10-27,490.355
2004-10-28,489.136
2004-10-29,488.299
2004-11-01,491.865
2004-11-02,495.491
2004-11-03,500.278
2004-11-04,499.692
2004-11-05,504.005
2004-11-08,504.683
2004-11-09,504.069
2004-11-10,504.131
2004-11-11,505.332
2004-11-12,508.588
2004-11-15,508.512
2004-11-16,507.55
2004-11-17,510.625
2004-11-18,509.762
2004-11-19,510.939
2004-11-22,508.237
2004-11-23,513.503
2004-11-24,515.452
2004-11-25,520.361
2004-11-26,522.071
2004-11-29,521.839
2004-11-30,525.177
2004-12-01,532.152
2004-12-02,535.834
2004-12-03,540.961
2004-12-06,540.601
2004-12-07,542.914
2004-12-08,538.695
2004-12-09,534.7
2004-12-10,535.601
2004-12-13,542.518
2004-12-14,541.944
2004-12-15,551.367
2004-12-16,550.521
2004-12-17,549.449
2004-12-20,556.129
2004-12-21,550.811
2004-12-22,550.055
2004-12-23,554.17
2004-12-24,555.88
2004-12-27,558.044
2004-12-28,556.674
2004-12-29,555.578
2004-12-30,558.35
2004-12-31,557.974
2005-01-03,553.117
2005-01-04,552.098
2005-01-05,548.027
2005-01-06,545.656
2005-01-07,546.622
2005-01-10,547.635
2005-01-11,547.581
2005-01-12,555.067
2005-01-13,554.207
2005-01-14,553.703
2005-01-17,552.583
2005-01-18,552.327
2005-01-19,557.428
2005-01-20,556.103
2005-01-21,555.027
2005-01-24,555.827
2005-01-25,555.374
2005-01-26,560.107
2005-01-27,560.825
2005-01-28,559.116
2005-01-31,564.867
2005-02-01,567.179
2005-02-02,572.174
2005-02-03,571.58
2005-02-04,576.646
2005-02-07,572.276
2005-02-08,573.087
2005-02-09,572.601
2005-02-10,577.207
2005-02-11,579.447
2005-02-14,586.207
2005-02-15,586.691
2005-02-16,580.443
2005-02-17,584.57
2005-02-18,585.708
2005-02-21,580.415
2005-02-22,580.195
2005-02-23,576.311
2005-02-24,576.754
2005-02-25,582.769
2005-02-28,585.293
2005-03-01,586.491
2005-03-02,581.575
2005-03-03,580.866
2005-03-04,589.339
2005-03-07,586.235
2005-03-08,589.346
2005-03-09,584.436
2005-03-10,583.154
2005-03-11,586.714
2005-03-14,580.745
2005-03-15,583.331
2005-03-16,584.402
2005-03-17,581.215
2005-03-18,579.883
2005-03-21,574.945
2005-03-22,574.938
2005-03-23,561.939
2005-03-24,564.434
2005-03-25,564.434
2005-03-28,563.151
2005-03-29,565.494
2005-03-30,566.41
2005-03-31,570.669
2005-04-01,574.054
2005-04-04,565.572
2005-04-05,571.772
2005-04-06,574.044
2005-04-07,574.964
2005-04-08,575.586
2005-04-11,579.782
2005-04-12,577.854
2005-04-13,582.352
2005-04-14,573.145
2005-04-15,570.348
2005-04-18,563.053
2005-04-19,570.967
2005-04-20,569.161
2005-04-21,567.162
2005-04-22,571.274
2005-04-25,570.053
2005-04-26,562.181
2005-04-27,554.761
2005-04-28,549.995
2005-04-29,551.396
2005-05-02,546.531
2005-05-03,550.377
2005-05-04,552.151
2005-05-05,556.05
2005-05-06,551.343
2005-05-09,548.689
2005-05-10,546.105
2005-05-11,542.615
2005-05-12,543.91
2005-05-13,540.555
2005-05-16,535.205
2005-05-17,539.207
2005-05-18,540.962
2005-05-19,545.916
2005-05-20,542.264
2005-05-23,547.699
2005-05-24,547.714
2005-05-25,550.044
2005-05-26,552.239
2005-05-27,553.527
2005-05-30,553.661
2005-05-31,552.425
2005-06-01,554.056
2005-06-02,554.985
2005-06-03,556.963
2005-06-06,556.215
2005-06-07,563.256
2005-06-08,566.098
2005-06-09,559.349
2005-06-10,561.159
2005-06-13,560.634
2005-06-14,561.71
2005-06-15,562.759
2005-06-16,566.806
2005-06-17,569.104
2005-06-20,568.093
2005-06-21,567.962
2005-06-22,570.626
2005-06-23,571.908
2005-06-24,567.675
2005-06-27,564.014
2005-06-28,563.577
2005-06-29,561.901
2005-06-30,560.707
2005-07-01,558.958
2005-07-04,554.38
2005-07-05,551.039
2005-07-06,559.509
2005-07-07,545.936
2005-07-08,552.292
2005-07-11,562.427
2005-07-12,566.691
2005-07-13,561.075
2005-07-14,560.432
2005-07-15,556.423
2005-07-18,553.297
2005-07-19,546.942
2005-07-20,546.513
2005-07-21,553.056
2005-07-22,553.877
2005-07-25,553.39
2005-07-26,553.422
2005-07-27,557.521
2005-07-28,561.182
2005-07-29,565.271
2005-08-01,569.261
2005-08-02,570.829
2005-08-03,574.508
2005-08-04,573.618
2005-08-05,570.889
2005-08-08,574.83
2005-08-09,573.503
2005-08-10,581.219
2005-08-11,581.16
2005-08-12,583.639
2005-08-15,580.7
2005-08-16,580.551
2005-08-17,578.375
2005-08-18,571.539
2005-08-19,573.661
2005-08-22,579.457
2005-08-23,579.47
2005-08-24,578.786
2005-08-25,577.842
2005-08-26,580.178
2005-08-29,578.301
2005-08-30,573.775
2005-08-31,581.374
2005-09-01,594.718
2005-09-02,600.488
2005-09-05,602.798
2005-09-06,604.139
2005-09-07,607.009
2005-09-08,604.856
2005-09-09,606.671
2005-09-12,602.454
2005-09-13,599.664
2005-09-14,602.38
2005-09-15,595.224
2005-09-16,597.122
2005-09-19,598.586
2005-09-20,597.369
2005-09-21,594.431
2005-09-22,586.789
2005-09-23,584.81
2005-09-26,586.599
2005-09-27,583.244
2005-09-28,585.737
2005-09-29,583.229
2005-09-30,588.042
2005-10-03,585.208
2005-10-04,588.927
2005-10-05,584.02
2005-10-06,579.493
2005-10-07,571.948
2005-10-10,570.261
2005-10-11,570.388
2005-10-12,567.737
2005-10-13,557.839
2005-10-14,563.102
2005-10-17,559.458
2005-10-18,557.163
2005-10-19,549.992
2005-10-20,554.496
2005-10-21,552.563
2005-10-24,557.722
2005-10-25,560.695
2005-10-26,564.01
2005-10-27,559.426
2005-10-28,556.207
2005-10-31,569.647
2005-11-01,571.224
2005-11-02,581.388
2005-11-03,589.229
2005-11-04,579.677
2005-11-07,582.387
