Date,UNITED KINGDOM MID VALUE Mid Cap
2001-10-01,295.16
2001-10-02,290.736
2001-10-03,297.164
2001-10-04,303.61
2001-10-05,307.401
2001-10-08,302.714
2001-10-09,304.578
2001-10-10,299.941
2001-10-11,302.814
2001-10-12,308.038
2001-10-15,305.098
2001-10-16,307.654
2001-10-17,312.564
2001-10-18,307.563
2001-10-19,303.188
2001-10-22,298.062
2001-10-23,299.819
2001-10-24,300.206
2001-10-25,301.008
2001-10-26,305.912
2001-10-29,307.222
2001-10-30,303.569
2001-10-31,306.803
2001-11-01,309.108
2001-11-02,312.486
2001-11-05,314.897
2001-11-06,318.091
2001-11-07,320.833
2001-11-08,325.65
2001-11-09,326.81
2001-11-12,322.991
2001-11-13,326.958
2001-11-14,329.511
2001-11-15,328.501
2001-11-16,328.374
2001-11-19,327.945
2001-11-20,326.249
2001-11-21,323.332
2001-11-22,323.917
2001-11-23,322.233
2001-11-26,325.202
2001-11-27,324.265
2001-11-28,323.183
2001-11-29,320.651
2001-11-30,321.709
2001-12-03,319.771
2001-12-04,322.86
2001-12-05,328.952
2001-12-06,335.556
2001-12-07,334.219
2001-12-10,330.272
2001-12-11,328.73
2001-12-12,328.681
2001-12-13,325.083
2001-12-14,326.235
2001-12-17,329.9
2001-12-18,331.363
2001-12-19,328.628
2001-12-20,326.171
2001-12-21,325.435
2001-12-24,326.966
2001-12-25,326.966
2001-12-26,328.875
2001-12-27,332.547
2001-12-28,333.803
2001-12-31,335.286
2002-01-01,335.286
2002-01-02,334.19
2002-01-03,339.562
2002-01-04,343.833
2002-01-07,343.268
2002-01-08,341.163
2002-01-09,340.918
2002-01-10,340.395
2002-01-11,340.31
2002-01-14,339.234
2002-01-15,338.743
2002-01-16,334.641
2002-01-17,334.753
2002-01-18,334.849
2002-01-21,335.157
2002-01-22,332.597
2002-01-23,331.701
2002-01-24,330.836
2002-01-25,325.473
2002-01-28,325.306
2002-01-29,322.136
2002-01-30,319.91
2002-01-31,322.249
2002-02-01,323.43
2002-02-04,322.78
2002-02-05,320.129
2002-02-06,318.683
2002-02-07,318.807
2002-02-08,321.558
2002-02-11,323.744
2002-02-12,326.44
2002-02-13,326.079
2002-02-14,326.161
2002-02-15,328.027
2002-02-18,327.001
2002-02-19,324.265
2002-02-20,321.839
2002-02-21,322.328
2002-02-22,321.092
2002-02-25,322.952
2002-02-26,325.728
2002-02-27,326.057
2002-02-28,324.671
2002-03-01,328.022
2002-03-04,333.107
2002-03-05,332.836
2002-03-06,335.299
2002-03-07,342.91
2002-03-08,344.299
2002-03-11,345.286
2002-03-12,341.306
2002-03-13,342.776
2002-03-14,344.833
2002-03-15,347.159
2002-03-18,350.772
2002-03-19,351.676
2002-03-20,352.954
2002-03-21,353.922
2002-03-22,355.087
2002-03-25,353.409
2002-03-26,355.813
2002-03-27,355.12
2002-03-28,357.081
2002-03-29,357.081
2002-04-01,360.692
2002-04-02,361.218
2002-04-03,359.104
2002-04-04,357.418
2002-04-05,358.782
2002-04-08,354.994
2002-04-09,355.762
2002-04-10,360.295
2002-04-11,358.699
2002-04-12,359.24
2002-04-15,361.09
2002-04-16,362.513
2002-04-17,364.845
2002-04-18,364.399
2002-04-19,364.996
2002-04-22,367.011
2002-04-23,367.728
2002-04-24,368.596
2002-04-25,365.76
2002-04-26,364.104
2002-04-29,365.282
2002-04-30,367.405
2002-05-01,368.511
2002-05-02,372.401
2002-05-03,375.852
2002-05-06,375.647
2002-05-07,372.091
2002-05-08,374.187
2002-05-09,372.743
2002-05-10,372.906
2002-05-13,374.234
2002-05-14,370.668
2002-05-15,373.036
2002-05-16,374.012
2002-05-17,374.456
2002-05-20,373.832
2002-05-21,372.369
2002-05-22,369.943
2002-05-23,368.538
2002-05-24,370.679
2002-05-27,370.452
2002-05-28,368.689
2002-05-29,367.678
2002-05-30,366.909
2002-05-31,370.411
2002-06-03,370.018
2002-06-04,370.436
2002-06-05,364.554
2002-06-06,364.654
2002-06-07,363.896
2002-06-10,363.437
2002-06-11,365.41
2002-06-12,364.478
2002-06-13,361.841
2002-06-14,350.454
2002-06-17,356.828
2002-06-18,355.812
2002-06-19,355.375
2002-06-20,351.505
2002-06-21,351.794
2002-06-24,349.019
2002-06-25,351.555
2002-06-26,351.443
2002-06-27,350.346
2002-06-28,357.238
2002-07-01,360.478
2002-07-02,355.309
2002-07-03,345.28
2002-07-04,347.886
2002-07-05,354.879
2002-07-08,358.776
2002-07-09,356.891
2002-07-10,351.043
2002-07-11,339.521
2002-07-12,336.689
2002-07-15,323.899
2002-07-16,323.146
2002-07-17,331.991
2002-07-18,339.149
2002-07-19,330.901
2002-07-22,317.361
2002-07-23,312.156
2002-07-24,305.607
2002-07-25,316.562
2002-07-26,312.213
2002-07-29,321.943
2002-07-30,326.056
2002-07-31,330.715
2002-08-01,314.812
2002-08-02,321.538
2002-08-05,312.387
2002-08-06,314.627
2002-08-07,313.11
2002-08-08,318.532
2002-08-09,321.35
2002-08-12,318.82
2002-08-13,322.489
2002-08-14,322.304
2002-08-15,328.88
2002-08-16,328.443
2002-08-19,332.723
2002-08-20,328.489
2002-08-21,332.313
2002-08-22,335.96
2002-08-23,332.64
2002-08-26,333.252
2002-08-27,337.914
2002-08-28,328.615
2002-08-29,326.359
2002-08-30,329.276
2002-09-02,326.468
2002-09-03,320.764
2002-09-04,322.686
2002-09-05,319.3
2002-09-06,324.544
2002-09-09,321.935
2002-09-10,328.227
2002-09-11,327.904
2002-09-12,322.656
2002-09-13,319.819
2002-09-16,317.0
2002-09-17,314.56
2002-09-18,307.275
2002-09-19,306.06
2002-09-20,309.555
2002-09-23,304.019
2002-09-24,296.549
2002-09-25,300.07
2002-09-26,306.849
2002-09-27,308.794
2002-09-30,306.56
2002-10-01,304.891
2002-10-02,306.689
2002-10-03,305.692
2002-10-04,303.75
2002-10-07,300.807
2002-10-08,296.736
2002-10-09,295.206
2002-10-10,296.758
2002-10-11,307.493
2002-10-14,302.807
2002-10-15,313.266
2002-10-16,311.987
2002-10-17,317.328
2002-10-18,314.345
2002-10-21,315.965
2002-10-22,315.949
2002-10-23,311.662
2002-10-24,318.141
2002-10-25,314.709
2002-10-28,317.897
2002-10-29,310.953
2002-10-30,313.132
2002-10-31,318.651
2002-11-01,316.452
2002-11-04,323.942
2002-11-05,326.367
2002-11-06,324.085
2002-11-07,326.651
2002-11-08,322.84
2002-11-11,320.316
2002-11-12,325.155
2002-11-13,315.513
2002-11-14,314.968
2002-11-15,317.105
2002-11-18,319.673
2002-11-19,318.735
2002-11-20,313.975
2002-11-21,322.092
2002-11-22,321.454
2002-11-25,315.074
2002-11-26,309.499
2002-11-27,311.778
2002-11-28,315.04
2002-11-29,314.924
2002-12-02,314.665
2002-12-03,313.693
2002-12-04,312.252
2002-12-05,312.099
2002-12-06,310.892
2002-12-09,304.935
2002-12-10,303.257
2002-12-11,308.704
2002-12-12,307.794
2002-12-13,307.141
2002-12-16,311.759
2002-12-17,309.787
2002-12-18,304.767
2002-12-19,307.183
2002-12-20,310.199
2002-12-23,310.595
2002-12-24,310.454
2002-12-25,310.454
2002-12-26,310.396
2002-12-27,304.29
2002-12-30,311.592
2002-12-31,315.754
2003-01-01,315.754
2003-01-02,318.615
2003-01-03,316.288
2003-01-06,318.059
2003-01-07,315.031
2003-01-08,307.315
2003-01-09,311.284
2003-01-10,316.414
2003-01-13,314.508
2003-01-14,315.003
2003-01-15,309.517
2003-01-16,311.105
2003-01-17,310.37
2003-01-20,307.773
2003-01-21,304.733
2003-01-22,302.59
2003-01-23,299.387
2003-01-24,300.162
2003-01-27,290.323
2003-01-28,292.008
2003-01-29,289.331
2003-01-30,298.136
2003-01-31,297.398
2003-02-03,302.816
2003-02-04,295.279
2003-02-05,301.387
2003-02-06,296.398
2003-02-07,296.112
2003-02-10,294.555
2003-02-11,296.85
2003-02-12,291.179
2003-02-13,291.281
2003-02-14,289.073
2003-02-17,293.308
2003-02-18,294.263
2003-02-19,291.681
2003-02-20,293.313
2003-02-21,296.529
2003-02-24,293.065
2003-02-25,282.057
2003-02-26,282.185
2003-02-27,281.159
2003-02-28,286.888
2003-03-03,289.857
2003-03-04,285.702
2003-03-05,285.966
2003-03-06,285.375
2003-03-07,278.264
2003-03-10,274.271
2003-03-11,278.947
2003-03-12,268.016
2003-03-13,280.893
2003-03-14,283.315
2003-03-17,290.086
2003-03-18,289.913
2003-03-19,290.109
2003-03-20,291.412
2003-03-21,297.741
2003-03-24,291.479
2003-03-25,292.065
2003-03-26,294.431
2003-03-27,290.144
2003-03-28,287.806
2003-03-31,283.292
2003-04-01,285.22
2003-04-02,289.554
2003-04-03,290.785
2003-04-04,293.192
2003-04-07,299.349
2003-04-08,292.868
2003-04-09,293.186
2003-04-10,295.061
2003-04-11,295.167
2003-04-14,298.697
2003-04-15,301.593
2003-04-16,301.063
2003-04-17,304.321
2003-04-18,304.321
2003-04-21,301.439
2003-04-22,305.124
2003-04-23,311.565
2003-04-24,309.381
2003-04-25,305.439
2003-04-28,310.689
2003-04-29,311.923
2003-04-30,313.782
2003-05-01,313.135
2003-05-02,314.846
2003-05-05,315.435
2003-05-06,324.359
2003-05-07,320.451
2003-05-08,317.016
2003-05-09,320.746
2003-05-12,324.882
2003-05-13,326.22
2003-05-14,328.198
2003-05-15,332.203
2003-05-16,335.463
2003-05-19,329.847
2003-05-20,331.327
2003-05-21,332.351
2003-05-22,333.831
2003-05-23,334.717
2003-05-26,334.87
2003-05-27,336.79
2003-05-28,341.621
2003-05-29,345.074
2003-05-30,342.291
2003-06-02,346.457
2003-06-03,342.225
2003-06-04,343.539
2003-06-05,348.073
2003-06-06,355.811
2003-06-09,350.167
2003-06-10,348.502
2003-06-11,353.896
2003-06-12,355.818
2003-06-13,353.54
2003-06-16,358.2
2003-06-17,362.489
2003-06-18,360.14
2003-06-19,355.727
2003-06-20,357.386
2003-06-23,350.935
2003-06-24,347.312
2003-06-25,352.976
2003-06-26,349.391
2003-06-27,350.124
2003-06-30,347.784
2003-07-01,345.6
2003-07-02,350.719
2003-07-03,353.174
2003-07-04,352.51
2003-07-07,354.998
2003-07-08,353.407
2003-07-09,351.884
2003-07-10,350.259
2003-07-11,353.907
2003-07-14,358.907
2003-07-15,352.87
2003-07-16,348.22
2003-07-17,342.8
2003-07-18,342.983
2003-07-21,344.19
2003-07-22,345.851
2003-07-23,347.646
2003-07-24,352.804
2003-07-25,355.335
2003-07-28,355.049
2003-07-29,356.856
2003-07-30,356.259
2003-07-31,356.873
2003-08-01,354.352
2003-08-04,352.916
2003-08-05,354.277
2003-08-06,352.618
2003-08-07,354.108
2003-08-08,355.84
2003-08-11,355.306
2003-08-12,356.193
2003-08-13,359.47
2003-08-14,361.454
2003-08-15,361.197
2003-08-18,362.776
2003-08-19,362.581
2003-08-20,365.117
2003-08-21,364.525
2003-08-22,364.692
2003-08-25,364.993
2003-08-26,360.79
2003-08-27,361.552
2003-08-28,360.624
2003-08-29,359.076
2003-09-01,362.105
2003-09-02,363.355
2003-09-03,366.674
2003-09-04,366.87
2003-09-05,367.524
2003-09-08,367.319
2003-09-09,364.135
2003-09-10,362.511
2003-09-11,362.726
2003-09-12,364.493
2003-09-15,367.451
2003-09-16,366.93
2003-09-17,369.224
2003-09-18,374.944
2003-09-19,375.803
2003-09-22,376.207
2003-09-23,376.315
2003-09-24,376.31
2003-09-25,372.611
2003-09-26,369.497
2003-09-29,368.831
2003-09-30,363.654
2003-10-01,370.916
2003-10-02,373.275
2003-10-03,378.734
2003-10-06,380.948
2003-10-07,380.719
2003-10-08,380.229
2003-10-09,383.553
2003-10-10,384.925
2003-10-13,389.611
2003-10-14,388.348
2003-10-15,394.919
2003-10-16,397.394
2003-10-17,395.554
2003-10-20,396.449
2003-10-21,397.026
2003-10-22,393.872
2003-10-23,390.848
2003-10-24,391.713
2003-10-27,394.233
2003-10-28,395.661
2003-10-29,396.581
2003-10-30,401.482
2003-10-31,399.638
2003-11-03,399.488
2003-11-04,399.204
2003-11-05,399.813
2003-11-06,397.616
2003-11-07,402.27
2003-11-10,400.649
2003-11-11,398.847
2003-11-12,405.191
2003-11-13,406.805
2003-11-14,407.777
2003-11-17,403.796
2003-11-18,404.984
2003-11-19,406.085
2003-11-20,403.399
2003-11-21,403.603
2003-11-24,405.627
2003-11-25,406.613
2003-11-26,410.022
2003-11-27,410.919
2003-11-28,411.783
2003-12-01,417.489
2003-12-02,418.359
2003-12-03,419.629
2003-12-04,416.606
2003-12-05,415.274
2003-12-08,417.49
2003-12-09,421.221
2003-12-10,417.812
2003-12-11,415.754
2003-12-12,418.524
2003-12-15,418.209
2003-12-16,416.858
2003-12-17,419.759
2003-12-18,423.617
2003-12-19,424.456
2003-12-22,424.288
2003-12-23,427.413
2003-12-24,430.089
2003-12-25,430.089
2003-12-26,430.562
2003-12-29,430.422
2003-12-30,435.293
2003-12-31,438.067
2004-01-01,438.067
2004-01-02,440.533
2004-01-05,444.037
2004-01-06,446.482
2004-01-07,446.354
2004-01-08,450.97
2004-01-09,454.372
2004-01-12,454.303
2004-01-13,453.066
2004-01-14,454.138
2004-01-15,451.556
2004-01-16,450.485
2004-01-19,448.854
2004-01-20,455.735
2004-01-21,459.615
2004-01-22,461.018
2004-01-23,455.93
2004-01-26,451.275
2004-01-27,454.903
2004-01-28,458.651
2004-01-29,449.954
2004-01-30,452.594
2004-02-02,453.689
2004-02-03,459.294
2004-02-04,458.263
2004-02-05,461.47
2004-02-06,466.202
2004-02-09,471.53
2004-02-10,474.559
2004-02-11,475.954
2004-02-12,486.637
2004-02-13,487.763
2004-02-16,491.106
2004-02-17,500.311
2004-02-18,504.167
2004-02-19,502.663
2004-02-20,495.132
2004-02-23,497.449
2004-02-24,498.928
2004-02-25,499.718
2004-02-26,493.805
2004-02-27,491.343
2004-03-01,500.973
2004-03-02,495.384
2004-03-03,487.43
2004-03-04,491.093
2004-03-05,496.048
2004-03-08,496.756
2004-03-09,491.755
2004-03-10,481.178
2004-03-11,469.541
2004-03-12,470.908
2004-03-15,462.898
2004-03-16,470.423
2004-03-17,473.017
2004-03-18,474.837
2004-03-19,478.88
2004-03-22,471.761
2004-03-23,470.666
2004-03-24,465.274
2004-03-25,469.628
2004-03-26,464.836
2004-03-29,473.056
2004-03-30,473.96
2004-03-31,478.479
2004-04-01,485.909
2004-04-02,484.123
2004-04-05,479.734
2004-04-06,481.608
2004-04-07,482.238
2004-04-08,484.157
2004-04-09,484.157
2004-04-12,484.157
2004-04-13,478.43
2004-04-14,465.058
2004-04-15,462.721
2004-04-16,472.248
2004-04-19,476.373
2004-04-20,475.606
2004-04-21,466.937
2004-04-22,468.7
2004-04-23,468.537
2004-04-26,475.456
2004-04-27,475.244
2004-04-28,469.389
2004-04-29,467.092
2004-04-30,462.865
2004-05-03,463.204
2004-05-04,473.243
2004-05-05,473.793
2004-05-06,468.206
2004-05-07,463.928
2004-05-10,449.069
2004-05-11,449.308
2004-05-12,451.742
2004-05-13,454.062
2004-05-14,451.814
2004-05-17,449.71
2004-05-18,453.817
2004-05-19,463.725
2004-05-20,458.327
2004-05-21,464.534
2004-05-24,466.344
2004-05-25,470.764
2004-05-26,475.07
2004-05-27,484.881
2004-05-28,485.751
2004-05-31,485.751
2004-06-01,484.183
2004-06-02,487.641
2004-06-03,488.464
2004-06-04,490.447
2004-06-07,493.483
2004-06-08,493.703
2004-06-09,491.829
2004-06-10,493.743
2004-06-11,488.828
2004-06-14,484.651
2004-06-15,488.267
2004-06-16,494.37
2004-06-17,496.417
2004-06-18,499.241
2004-06-21,499.178
2004-06-22,495.343
2004-06-23,495.394
2004-06-24,494.643
2004-06-25,495.191
2004-06-28,501.688
2004-06-29,496.17
2004-06-30,494.804
2004-07-01,489.476
2004-07-02,489.929
2004-07-05,489.756
2004-07-06,490.128
2004-07-07,493.675
2004-07-08,496.711
2004-07-09,496.349
2004-07-12,496.951
2004-07-13,495.075
2004-07-14,496.29
2004-07-15,493.437
2004-07-16,500.535
2004-07-19,499.75
2004-07-20,495.401
2004-07-21,492.626
2004-07-22,489.434
2004-07-23,488.123
2004-07-26,486.6
2004-07-27,485.456
2004-07-28,486.182
2004-07-29,487.92
2004-07-30,488.841
2004-08-02,488.174
2004-08-03,489.457
2004-08-04,487.786
2004-08-05,491.132
2004-08-06,489.386
2004-08-09,483.358
2004-08-10,486.199
2004-08-11,482.658
2004-08-12,483.008
2004-08-13,486.546
2004-08-16,489.072
2004-08-17,486.933
2004-08-18,485.948
2004-08-19,489.236
2004-08-20,486.223
2004-08-23,489.078
2004-08-24,483.482
2004-08-25,485.338
2004-08-26,485.321
2004-08-27,488.45
2004-08-30,488.314
2004-08-31,488.022
2004-09-01,489.886
2004-09-02,488.863
2004-09-03,487.116
2004-09-06,489.472
2004-09-07,488.612
2004-09-08,491.876
2004-09-09,490.291
2004-09-10,495.246
2004-09-13,496.358
2004-09-14,498.153
2004-09-15,489.643
2004-09-16,494.818
2004-09-17,497.805
2004-09-20,492.445
2004-09-21,494.271
2004-09-22,493.288
2004-09-23,494.412
2004-09-24,496.532
2004-09-27,494.991
2004-09-28,498.12
2004-09-29,499.515
2004-09-30,501.437
2004-10-01,506.32
2004-10-04,506.9
2004-10-05,507.683
2004-10-06,505.779
2004-10-07,505.64
2004-10-08,508.312
2004-10-11,508.963
2004-10-12,504.077
2004-10-13,506.788
2004-10-14,509.802
2004-10-15,510.104
2004-10-18,509.395
2004-10-19,514.503
2004-10-20,515.433
2004-10-21,519.037
2004-10-22,517.962
2004-10-25,518.426
2004-10-26,521.005
2004-10-27,525.453
2004-10-28,524.629
2004-10-29,522.831
2004-11-01,527.51
2004-11-02,530.599
2004-11-03,534.776
2004-11-04,532.567
2004-11-05,536.704
2004-11-08,537.366
2004-11-09,536.898
2004-11-10,537.216
2004-11-11,538.566
2004-11-12,539.517
2004-11-15,538.263
2004-11-16,537.792
2004-11-17,540.232
2004-11-18,539.334
2004-11-19,539.808
2004-11-22,538.117
2004-11-23,542.784
2004-11-24,543.532
2004-11-25,550.639
2004-11-26,552.598
2004-11-29,551.905
2004-11-30,553.765
2004-12-01,561.74
2004-12-02,567.817
2004-12-03,570.521
2004-12-06,571.274
2004-12-07,571.95
2004-12-08,566.489
2004-12-09,561.275
2004-12-10,560.9
2004-12-13,569.035
2004-12-14,568.528
2004-12-15,576.632
2004-12-16,575.634
2004-12-17,575.536
2004-12-20,583.584
2004-12-21,577.407
2004-12-22,576.889
2004-12-23,581.151
2004-12-24,583.241
2004-12-27,585.512
2004-12-28,584.074
2004-12-29,583.593
2004-12-30,585.234
2004-12-31,584.208
2005-01-03,579.111
2005-01-04,577.958
2005-01-05,573.575
2005-01-06,571.936
2005-01-07,573.125
2005-01-10,574.49
2005-01-11,574.236
2005-01-12,580.363
2005-01-13,578.95
2005-01-14,578.773
2005-01-17,578.494
2005-01-18,577.133
2005-01-19,581.972
2005-01-20,579.594
2005-01-21,578.064
2005-01-24,578.679
2005-01-25,579.294
2005-01-26,583.126
2005-01-27,583.409
2005-01-28,581.256
2005-01-31,585.858
2005-02-01,587.862
2005-02-02,593.111
2005-02-03,592.364
2005-02-04,596.62
2005-02-07,593.243
2005-02-08,593.026
2005-02-09,592.005
2005-02-10,597.812
2005-02-11,601.911
2005-02-14,610.495
2005-02-15,613.738
2005-02-16,608.032
2005-02-17,612.901
2005-02-18,613.948
2005-02-21,607.536
2005-02-22,607.158
2005-02-23,600.423
2005-02-24,600.894
2005-02-25,605.43
2005-02-28,606.771
2005-03-01,608.26
2005-03-02,602.156
2005-03-03,600.625
2005-03-04,609.77
2005-03-07,607.935
2005-03-08,610.085
2005-03-09,604.135
2005-03-10,603.128
2005-03-11,605.968
2005-03-14,598.17
2005-03-15,602.772
2005-03-16,602.535
2005-03-17,597.755
2005-03-18,595.52
2005-03-21,590.991
2005-03-22,593.982
2005-03-23,582.506
2005-03-24,584.674
2005-03-25,584.674
2005-03-28,583.345
2005-03-29,587.062
2005-03-30,588.453
2005-03-31,590.817
2005-04-01,594.093
2005-04-04,585.445
2005-04-05,592.52
2005-04-06,593.328
2005-04-07,594.416
2005-04-08,594.324
2005-04-11,599.631
2005-04-12,597.828
2005-04-13,602.465
2005-04-14,594.489
2005-04-15,591.507
2005-04-18,584.679
2005-04-19,591.803
2005-04-20,589.223
2005-04-21,587.322
2005-04-22,591.706
2005-04-25,591.139
2005-04-26,582.367
2005-04-27,573.973
2005-04-28,570.079
2005-04-29,573.17
2005-05-02,568.114
2005-05-03,573.161
2005-05-04,577.749
2005-05-05,580.884
2005-05-06,576.385
2005-05-09,574.002
2005-05-10,571.492
2005-05-11,568.5
2005-05-12,569.784
2005-05-13,566.226
2005-05-16,560.429
2005-05-17,564.624
2005-05-18,568.116
2005-05-19,572.005
2005-05-20,568.307
2005-05-23,573.153
2005-05-24,572.951
2005-05-25,574.592
2005-05-26,577.46
2005-05-27,577.331
2005-05-30,577.473
2005-05-31,574.283
2005-06-01,577.836
2005-06-02,577.184
2005-06-03,578.616
2005-06-06,577.747
2005-06-07,586.414
2005-06-08,589.477
2005-06-09,583.204
2005-06-10,585.836
2005-06-13,585.742
2005-06-14,587.572
2005-06-15,587.439
2005-06-16,591.002
2005-06-17,593.083
2005-06-20,592.133
2005-06-21,594.125
2005-06-22,595.352
2005-06-23,596.687
2005-06-24,591.273
2005-06-27,587.282
2005-06-28,586.426
2005-06-29,586.187
2005-06-30,583.663
2005-07-01,580.83
2005-07-04,575.219
2005-07-05,573.335
2005-07-06,583.021
2005-07-07,568.738
2005-07-08,575.152
2005-07-11,586.078
2005-07-12,591.404
2005-07-13,585.564
2005-07-14,585.854
2005-07-15,581.961
2005-07-18,579.18
2005-07-19,572.606
2005-07-20,572.381
2005-07-21,579.192
2005-07-22,579.939
2005-07-25,578.888
2005-07-26,579.671
2005-07-27,582.524
2005-07-28,585.816
2005-07-29,588.892
2005-08-01,593.192
2005-08-02,595.366
2005-08-03,597.34
2005-08-04,595.408
2005-08-05,592.085
2005-08-08,597.199
2005-08-09,594.327
2005-08-10,602.941
2005-08-11,603.022
2005-08-12,605.994
2005-08-15,602.084
2005-08-16,601.204
2005-08-17,598.408
2005-08-18,592.081
2005-08-19,594.125
2005-08-22,601.829
2005-08-23,600.395
2005-08-24,597.968
2005-08-25,595.874
2005-08-26,597.382
2005-08-29,595.45
2005-08-30,590.7
2005-08-31,600.233
2005-09-01,614.407
2005-09-02,621.925
2005-09-05,626.253
2005-09-06,629.321
2005-09-07,631.996
2005-09-08,631.136
2005-09-09,631.408
2005-09-12,625.513
2005-09-13,623.577
2005-09-14,624.793
2005-09-15,617.255
2005-09-16,620.178
2005-09-19,620.249
2005-09-20,618.21
2005-09-21,615.666
2005-09-22,607.818
2005-09-23,606.02
2005-09-26,609.285
2005-09-27,605.056
2005-09-28,608.673
2005-09-29,604.678
2005-09-30,609.372
2005-10-03,606.809
2005-10-04,612.15
2005-10-05,607.953
2005-10-06,602.153
2005-10-07,593.604
2005-10-10,591.963
2005-10-11,590.375
2005-10-12,585.36
2005-10-13,576.138
2005-10-14,580.733
2005-10-17,577.9
2005-10-18,575.376
2005-10-19,568.777
2005-10-20,572.076
2005-10-21,570.873
2005-10-24,575.937
2005-10-25,578.251
2005-10-26,579.434
2005-10-27,575.67
2005-10-28,573.643
2005-10-31,588.079
2005-11-01,589.177
2005-11-02,598.294
2005-11-03,607.802
2005-11-04,597.926
2005-11-07,601.587
2005-11-08,597.91
2005-11-09,598.678
