Date,SINGAPORE SMALL CAP Small Cap
2001-05-31,88.957
2001-06-01,88.393
2001-06-04,88.836
2001-06-05,89.017
2001-06-06,89.888
2001-06-07,90.607
2001-06-08,90.396
2001-06-11,90.286
2001-06-12,89.48
2001-06-13,90.686
2001-06-14,91.111
2001-06-15,91.226
2001-06-18,92.329
2001-06-19,91.711
2001-06-20,91.053
2001-06-21,92.535
2001-06-22,95.492
2001-06-25,97.817
2001-06-26,96.951
2001-06-27,96.662
2001-06-28,94.999
2001-06-29,96.13
2001-07-02,93.942
2001-07-03,93.483
2001-07-04,92.104
2001-07-05,92.249
2001-07-06,90.906
2001-07-09,90.144
2001-07-10,91.004
2001-07-11,89.985
2001-07-12,90.967
2001-07-13,90.975
2001-07-16,91.94
2001-07-17,91.008
2001-07-18,90.265
2001-07-19,90.609
2001-07-20,91.603
2001-07-23,91.294
2001-07-24,92.114
2001-07-25,92.128
2001-07-26,93.151
2001-07-27,93.438
2001-07-30,92.721
2001-07-31,92.889
2001-08-01,92.547
2001-08-02,93.794
2001-08-03,93.27
2001-08-06,92.622
2001-08-07,92.608
2001-08-08,92.773
2001-08-09,92.778
2001-08-10,93.395
2001-08-13,92.856
2001-08-14,93.212
2001-08-15,93.552
2001-08-16,93.304
2001-08-17,92.414
2001-08-20,91.798
2001-08-21,92.022
2001-08-22,92.134
2001-08-23,92.715
2001-08-24,92.95
2001-08-27,93.029
2001-08-28,91.922
2001-08-29,92.552
2001-08-30,91.917
2001-08-31,92.576
2001-09-03,92.26
2001-09-04,92.03
2001-09-05,91.517
2001-09-06,91.864
2001-09-07,90.133
2001-09-10,90.112
2001-09-11,90.089
2001-09-12,86.53
2001-09-13,85.835
2001-09-14,83.115
2001-09-17,77.635
2001-09-18,77.808
2001-09-19,79.302
2001-09-20,78.856
2001-09-21,76.503
2001-09-24,75.404
2001-09-25,75.262
2001-09-26,76.785
2001-09-27,79.317
2001-09-28,79.72
2001-10-01,79.031
2001-10-02,79.263
2001-10-03,78.553
2001-10-04,80.318
2001-10-05,79.846
2001-10-08,77.977
2001-10-09,80.089
2001-10-10,79.091
2001-10-11,80.809
2001-10-12,81.461
2001-10-15,80.938
2001-10-16,80.662
2001-10-17,82.365
2001-10-18,81.04
2001-10-19,79.999
2001-10-22,79.412
2001-10-23,80.123
2001-10-24,80.632
2001-10-25,80.538
2001-10-26,80.325
2001-10-29,79.199
2001-10-30,79.072
2001-10-31,78.583
2001-11-01,77.447
2001-11-02,77.324
2001-11-05,77.889
2001-11-06,77.753
2001-11-07,77.635
2001-11-08,78.241
2001-11-09,78.723
2001-11-12,79.918
2001-11-13,79.252
2001-11-14,79.252
2001-11-15,82.737
2001-11-16,82.519
2001-11-19,84.84
2001-11-20,84.498
2001-11-21,85.286
2001-11-22,83.939
2001-11-23,84.836
2001-11-26,84.285
2001-11-27,84.548
2001-11-28,84.385
2001-11-29,84.887
2001-11-30,84.663
2001-12-03,84.822
2001-12-04,87.323
2001-12-05,88.914
2001-12-06,89.596
2001-12-07,89.849
2001-12-10,89.344
2001-12-11,89.032
2001-12-12,89.351
2001-12-13,88.199
2001-12-14,87.985
2001-12-17,87.911
2001-12-18,87.883
2001-12-19,89.511
2001-12-20,88.867
2001-12-21,87.856
2001-12-24,87.971
2001-12-25,87.971
2001-12-26,87.693
2001-12-27,88.312
2001-12-28,89.007
2001-12-31,89.435
2002-01-01,89.435
2002-01-02,89.78
2002-01-03,91.457
2002-01-04,93.895
2002-01-07,94.11
2002-01-08,93.71
2002-01-09,93.029
2002-01-10,94.314
2002-01-11,95.406
2002-01-14,95.947
2002-01-15,95.475
2002-01-16,94.446
2002-01-17,94.429
2002-01-18,94.169
2002-01-21,94.036
2002-01-22,93.765
2002-01-23,93.575
2002-01-24,93.62
2002-01-25,97.749
2002-01-28,98.7
2002-01-29,98.223
2002-01-30,97.811
2002-01-31,99.297
2002-02-01,98.845
2002-02-04,98.092
2002-02-05,96.698
2002-02-06,97.529
2002-02-07,96.263
2002-02-08,97.101
2002-02-11,97.498
2002-02-12,97.581
2002-02-13,97.612
2002-02-14,99.613
2002-02-15,100.226
2002-02-18,100.183
2002-02-19,100.079
2002-02-20,99.763
2002-02-21,99.226
2002-02-22,97.287
2002-02-25,96.113
2002-02-26,95.452
2002-02-27,96.997
2002-02-28,98.237
2002-03-01,99.052
2002-03-04,101.16
2002-03-05,100.911
2002-03-06,101.595
2002-03-07,102.245
2002-03-08,102.513
2002-03-11,103.064
2002-03-12,101.262
2002-03-13,101.044
2002-03-14,101.26
2002-03-15,101.769
2002-03-18,102.717
2002-03-19,102.331
2002-03-20,102.224
2002-03-21,101.509
2002-03-22,101.821
2002-03-25,101.064
2002-03-26,99.7
2002-03-27,99.476
2002-03-28,99.297
2002-03-29,99.297
2002-04-01,98.986
2002-04-02,98.614
2002-04-03,98.498
2002-04-04,98.7
2002-04-05,99.232
2002-04-08,97.986
2002-04-09,97.859
2002-04-10,96.143
2002-04-11,97.893
2002-04-12,98.551
2002-04-15,99.248
2002-04-16,99.721
2002-04-17,100.216
2002-04-18,100.284
2002-04-19,99.642
2002-04-22,100.399
2002-04-23,101.045
2002-04-24,100.851
2002-04-25,100.397
2002-04-26,100.948
2002-04-29,99.423
2002-04-30,99.69
2002-05-01,99.794
2002-05-02,100.574
2002-05-03,100.654
2002-05-06,100.368
2002-05-07,100.153
2002-05-08,100.86
2002-05-09,100.211
2002-05-10,100.842
2002-05-13,101.043
2002-05-14,100.669
2002-05-15,101.443
2002-05-16,100.545
2002-05-17,101.835
2002-05-20,101.645
2002-05-21,101.863
2002-05-22,101.431
2002-05-23,100.881
2002-05-24,100.699
2002-05-27,100.769
2002-05-28,100.248
2002-05-29,99.64
2002-05-30,100.838
2002-05-31,99.773
2002-06-03,99.895
2002-06-04,100.182
2002-06-05,100.175
2002-06-06,99.624
2002-06-07,100.301
2002-06-10,100.014
2002-06-11,100.309
2002-06-12,100.309
2002-06-13,100.589
2002-06-14,100.101
2002-06-17,99.188
2002-06-18,99.09
2002-06-19,97.776
2002-06-20,98.65
2002-06-21,98.139
2002-06-24,97.834
2002-06-25,98.951
2002-06-26,97.543
2002-06-27,97.806
2002-06-28,98.594
2002-07-01,98.41
2002-07-02,98.094
2002-07-03,99.515
2002-07-04,99.15
2002-07-05,101.18
2002-07-08,101.289
2002-07-09,102.522
2002-07-10,102.021
2002-07-11,101.454
2002-07-12,101.89
2002-07-15,101.792
2002-07-16,100.486
2002-07-17,100.576
2002-07-18,100.273
2002-07-19,99.915
2002-07-22,98.953
2002-07-23,99.313
2002-07-24,97.143
2002-07-25,96.585
2002-07-26,94.754
2002-07-29,95.027
2002-07-30,96.118
2002-07-31,95.437
2002-08-01,95.853
2002-08-02,96.68
2002-08-05,95.353
2002-08-06,93.775
2002-08-07,94.945
2002-08-08,94.477
2002-08-09,94.637
2002-08-12,94.529
2002-08-13,94.913
2002-08-14,95.512
2002-08-15,95.608
2002-08-16,95.3
2002-08-19,95.498
2002-08-20,96.53
2002-08-21,96.99
2002-08-22,96.136
2002-08-23,95.595
2002-08-26,95.564
2002-08-27,95.686
2002-08-28,95.183
2002-08-29,94.282
2002-08-30,94.348
2002-09-02,92.474
2002-09-03,92.585
2002-09-04,92.331
2002-09-05,91.983
2002-09-06,91.428
2002-09-09,90.057
2002-09-10,90.484
2002-09-11,90.092
2002-09-12,89.955
2002-09-13,88.822
2002-09-16,87.869
2002-09-17,88.794
2002-09-18,87.868
2002-09-19,87.589
2002-09-20,86.064
2002-09-23,84.71
2002-09-24,83.467
2002-09-25,82.404
2002-09-26,83.01
2002-09-27,84.781
2002-09-30,83.324
2002-10-01,83.534
2002-10-02,83.68
2002-10-03,84.24
2002-10-04,85.167
2002-10-07,84.236
2002-10-08,85.737
2002-10-09,85.54
2002-10-10,84.802
2002-10-11,85.425
2002-10-14,84.761
2002-10-15,86.284
2002-10-16,86.784
2002-10-17,88.921
2002-10-18,88.396
2002-10-21,88.52
2002-10-22,88.512
2002-10-23,89.44
2002-10-24,89.16
2002-10-25,90.23
2002-10-28,89.9
2002-10-29,89.894
2002-10-30,89.95
2002-10-31,90.498
2002-11-01,89.642
2002-11-04,89.723
2002-11-05,90.054
2002-11-06,90.786
2002-11-07,90.066
2002-11-08,90.551
2002-11-11,89.551
2002-11-12,89.219
2002-11-13,88.517
2002-11-14,89.414
2002-11-15,90.711
2002-11-18,90.779
2002-11-19,90.89
2002-11-20,90.839
2002-11-21,91.593
2002-11-22,93.357
2002-11-25,93.865
2002-11-26,93.826
2002-11-27,93.526
2002-11-28,93.833
2002-11-29,92.507
2002-12-02,92.363
2002-12-03,91.575
2002-12-04,90.42
2002-12-05,90.196
2002-12-06,90.603
2002-12-09,90.54
2002-12-10,90.837
2002-12-11,89.898
2002-12-12,90.532
2002-12-13,90.645
2002-12-16,90.389
2002-12-17,91.099
2002-12-18,90.962
2002-12-19,91.776
2002-12-20,91.226
2002-12-23,91.124
2002-12-24,91.148
2002-12-25,91.148
2002-12-26,90.867
2002-12-27,91.369
2002-12-30,91.322
2002-12-31,91.824
2003-01-01,91.824
2003-01-02,91.134
2003-01-03,91.842
2003-01-06,92.174
2003-01-07,91.448
2003-01-08,91.378
2003-01-09,91.612
2003-01-10,93.041
2003-01-13,95.454
2003-01-14,95.724
2003-01-15,96.482
2003-01-16,96.071
2003-01-17,96.076
2003-01-20,95.527
2003-01-21,95.822
2003-01-22,95.946
2003-01-23,96.379
2003-01-24,95.634
2003-01-27,93.309
2003-01-28,93.376
2003-01-29,92.087
2003-01-30,91.939
2003-01-31,91.766
2003-02-03,91.629
2003-02-04,93.545
2003-02-05,93.468
2003-02-06,93.854
2003-02-07,94.166
2003-02-10,92.243
2003-02-11,92.909
2003-02-12,92.654
2003-02-13,92.36
2003-02-14,91.456
2003-02-17,92.979
2003-02-18,92.893
2003-02-19,94.002
2003-02-20,94.328
2003-02-21,94.401
2003-02-24,94.614
2003-02-25,93.631
2003-02-26,93.793
2003-02-27,93.215
2003-02-28,93.189
2003-03-03,93.745
2003-03-04,93.915
2003-03-05,93.679
2003-03-06,93.177
2003-03-07,92.252
2003-03-10,91.812
2003-03-11,91.288
2003-03-12,91.64
2003-03-13,91.083
2003-03-14,91.441
2003-03-17,90.655
2003-03-18,92.173
2003-03-19,92.16
2003-03-20,92.56
2003-03-21,93.297
2003-03-24,92.464
2003-03-25,93.1
2003-03-26,93.275
2003-03-27,92.852
2003-03-28,93.313
2003-03-31,92.343
2003-04-01,93.133
2003-04-02,93.948
2003-04-03,94.221
2003-04-04,94.571
2003-04-07,95.915
2003-04-08,95.238
2003-04-09,94.771
2003-04-10,95.431
2003-04-11,95.007
2003-04-14,93.895
2003-04-15,94.002
2003-04-16,95.385
2003-04-17,95.777
2003-04-18,95.777
2003-04-21,94.643
2003-04-22,93.926
2003-04-23,93.623
2003-04-24,91.813
2003-04-25,90.776
2003-04-28,91.325
2003-04-29,93.38
2003-04-30,94.442
2003-05-01,94.809
2003-05-02,95.241
2003-05-05,96.929
2003-05-06,97.728
2003-05-07,98.45
2003-05-08,99.213
2003-05-09,99.256
2003-05-12,101.591
2003-05-13,100.364
2003-05-14,100.494
2003-05-15,101.238
2003-05-16,101.129
2003-05-19,99.956
2003-05-20,101.166
2003-05-21,101.208
2003-05-22,103.412
2003-05-23,105.413
2003-05-26,107.051
2003-05-27,106.497
2003-05-28,107.337
2003-05-29,106.92
2003-05-30,106.647
2003-06-02,108.054
2003-06-03,107.836
2003-06-04,108.884
2003-06-05,110.84
2003-06-06,110.838
2003-06-09,111.682
2003-06-10,112.552
2003-06-11,112.64
2003-06-12,114.837
2003-06-13,114.712
2003-06-16,113.79
2003-06-17,115.107
2003-06-18,114.663
2003-06-19,115.675
2003-06-20,115.41
2003-06-23,113.424
2003-06-24,112.969
2003-06-25,114.146
2003-06-26,112.499
2003-06-27,114.213
2003-06-30,112.401
2003-07-01,114.008
2003-07-02,115.292
2003-07-03,116.456
2003-07-04,116.232
2003-07-07,118.751
2003-07-08,118.578
2003-07-09,119.72
2003-07-10,118.792
2003-07-11,120.464
2003-07-14,122.284
2003-07-15,122.401
2003-07-16,122.465
2003-07-17,120.989
2003-07-18,121.068
2003-07-21,120.125
2003-07-22,120.015
2003-07-23,119.725
2003-07-24,119.601
2003-07-25,120.851
2003-07-28,122.707
2003-07-29,121.302
2003-07-30,121.478
2003-07-31,120.558
2003-08-01,120.276
2003-08-04,119.525
2003-08-05,116.613
2003-08-06,116.798
2003-08-07,119.297
2003-08-08,119.176
2003-08-11,120.177
2003-08-12,120.406
2003-08-13,121.41
2003-08-14,122.222
2003-08-15,122.491
2003-08-18,124.221
2003-08-19,124.261
2003-08-20,124.166
2003-08-21,124.505
2003-08-22,124.358
2003-08-25,122.154
2003-08-26,120.265
2003-08-27,120.217
2003-08-28,120.267
2003-08-29,122.017
2003-09-01,122.381
2003-09-02,121.816
2003-09-03,122.09
2003-09-04,122.162
2003-09-05,123.081
2003-09-08,123.498
2003-09-09,119.68
2003-09-10,120.645
2003-09-11,121.809
2003-09-12,122.141
2003-09-15,121.294
2003-09-16,122.983
2003-09-17,124.844
2003-09-18,126.368
2003-09-19,126.054
2003-09-22,126.113
2003-09-23,126.333
2003-09-24,128.104
2003-09-25,128.308
2003-09-26,127.938
2003-09-29,128.297
2003-09-30,128.315
2003-10-01,128.563
2003-10-02,129.666
2003-10-03,131.461
2003-10-06,134.244
2003-10-07,134.813
2003-10-08,135.819
2003-10-09,135.765
2003-10-10,136.899
2003-10-13,137.141
2003-10-14,135.48
2003-10-15,137.336
2003-10-16,138.405
2003-10-17,138.982
2003-10-20,138.981
2003-10-21,140.093
2003-10-22,139.631
2003-10-23,136.41
2003-10-24,136.544
2003-10-27,135.399
2003-10-28,137.377
2003-10-29,136.902
2003-10-30,135.883
2003-10-31,136.827
2003-11-03,138.465
2003-11-04,139.533
2003-11-05,140.266
2003-11-06,138.094
2003-11-07,139.86
2003-11-10,138.744
2003-11-11,131.996
2003-11-12,133.949
2003-11-13,136.738
2003-11-14,136.104
2003-11-17,132.919
2003-11-18,134.903
2003-11-19,133.404
2003-11-20,131.228
2003-11-21,129.575
2003-11-24,130.489
2003-11-25,130.489
2003-11-26,131.518
2003-11-27,131.931
2003-11-28,134.247
2003-12-01,135.278
2003-12-02,134.577
2003-12-03,136.904
2003-12-04,136.916
2003-12-05,135.517
2003-12-08,134.457
2003-12-09,134.624
2003-12-10,133.91
2003-12-11,134.672
2003-12-12,135.193
2003-12-15,136.714
2003-12-16,135.514
2003-12-17,134.477
2003-12-18,134.439
2003-12-19,134.375
2003-12-22,134.86
2003-12-23,135.354
2003-12-24,136.05
2003-12-25,136.05
2003-12-26,137.092
2003-12-29,138.619
2003-12-30,139.946
2003-12-31,140.455
2004-01-01,140.455
2004-01-02,143.362
2004-01-05,146.426
2004-01-06,145.908
2004-01-07,147.903
2004-01-08,149.005
2004-01-09,150.118
2004-01-12,148.745
2004-01-13,151.016
2004-01-14,151.981
2004-01-15,149.453
2004-01-16,150.201
2004-01-19,149.283
2004-01-20,150.673
2004-01-21,152.476
2004-01-22,153.056
2004-01-23,152.834
2004-01-26,152.964
2004-01-27,150.987
2004-01-28,149.096
2004-01-29,148.167
2004-01-30,148.913
2004-02-02,149.008
2004-02-03,147.673
2004-02-04,147.415
2004-02-05,148.214
2004-02-06,149.979
2004-02-09,151.577
2004-02-10,150.564
2004-02-11,149.479
2004-02-12,149.246
2004-02-13,148.602
2004-02-16,147.088
2004-02-17,148.819
2004-02-18,148.601
2004-02-19,148.931
2004-02-20,148.527
2004-02-23,148.391
2004-02-24,148.059
2004-02-25,148.197
2004-02-26,147.231
2004-02-27,148.573
2004-03-01,149.241
2004-03-02,148.551
2004-03-03,147.464
2004-03-04,146.937
2004-03-05,148.057
2004-03-08,147.263
2004-03-09,146.018
2004-03-10,146.124
2004-03-11,145.44
2004-03-12,145.543
2004-03-15,146.2
2004-03-16,146.436
2004-03-17,147.42
2004-03-18,147.897
2004-03-19,148.737
2004-03-22,149.186
2004-03-23,149.656
2004-03-24,153.017
2004-03-25,151.044
2004-03-26,152.228
2004-03-29,152.674
2004-03-30,152.929
2004-03-31,154.349
2004-04-01,156.691
2004-04-02,156.165
2004-04-05,157.432
2004-04-06,156.37
2004-04-07,157.243
2004-04-08,156.938
2004-04-09,156.938
2004-04-12,157.077
2004-04-13,156.711
2004-04-14,154.376
2004-04-15,152.855
2004-04-16,154.733
2004-04-19,153.313
2004-04-20,153.76
2004-04-21,152.584
2004-04-22,152.925
2004-04-23,152.513
2004-04-26,150.314
2004-04-27,150.542
2004-04-28,149.015
2004-04-29,144.006
2004-04-30,145.909
2004-05-03,144.233
2004-05-04,147.863
2004-05-05,150.805
2004-05-06,150.725
2004-05-07,149.791
2004-05-10,142.687
2004-05-11,143.457
2004-05-12,144.777
2004-05-13,142.866
2004-05-14,143.783
2004-05-17,138.387
2004-05-18,140.075
2004-05-19,141.956
2004-05-20,141.712
2004-05-21,144.176
2004-05-24,146.002
2004-05-25,144.663
2004-05-26,146.332
2004-05-27,148.518
2004-05-28,148.419
2004-05-31,148.494
2004-06-01,147.817
2004-06-02,147.487
2004-06-03,145.369
2004-06-04,147.329
2004-06-07,149.258
2004-06-08,149.718
2004-06-09,150.011
2004-06-10,149.709
2004-06-11,149.503
2004-06-14,148.929
2004-06-15,150.932
2004-06-16,150.194
2004-06-17,149.898
2004-06-18,148.334
2004-06-21,148.903
2004-06-22,148.972
2004-06-23,148.946
2004-06-24,149.922
2004-06-25,150.367
2004-06-28,150.968
2004-06-29,151.537
2004-06-30,150.879
2004-07-01,151.339
2004-07-02,151.938
2004-07-05,151.804
2004-07-06,152.678
2004-07-07,153.597
2004-07-08,151.814
2004-07-09,152.945
2004-07-12,152.831
2004-07-13,152.371
2004-07-14,150.767
2004-07-15,150.831
2004-07-16,151.33
2004-07-19,152.295
2004-07-20,150.893
2004-07-21,151.103
2004-07-22,149.41
2004-07-23,148.175
2004-07-26,148.609
2004-07-27,149.011
2004-07-28,149.841
2004-07-29,151.227
2004-07-30,152.568
2004-08-02,152.644
2004-08-03,155.583
2004-08-04,156.883
2004-08-05,157.379
2004-08-06,157.522
2004-08-09,157.571
2004-08-10,156.991
2004-08-11,155.624
2004-08-12,154.719
2004-08-13,154.41
2004-08-16,153.838
2004-08-17,154.541
2004-08-18,155.477
2004-08-19,156.682
2004-08-20,156.629
2004-08-23,157.528
2004-08-24,157.832
2004-08-25,158.317
2004-08-26,158.27
2004-08-27,157.966
2004-08-30,156.599
2004-08-31,157.851
2004-09-01,160.018
2004-09-02,160.723
2004-09-03,159.594
2004-09-06,159.723
2004-09-07,161.441
2004-09-08,161.225
2004-09-09,160.618
2004-09-10,161.716
2004-09-13,163.149
2004-09-14,164.346
2004-09-15,164.841
2004-09-16,165.262
2004-09-17,164.634
2004-09-20,165.181
2004-09-21,165.909
2004-09-22,164.508
2004-09-23,164.67
2004-09-24,164.318
2004-09-27,164.809
2004-09-28,164.714
2004-09-29,165.278
2004-09-30,166.727
2004-10-01,168.083
2004-10-04,169.025
2004-10-05,169.334
2004-10-06,169.062
2004-10-07,169.859
2004-10-08,171.361
2004-10-11,170.426
2004-10-12,167.995
2004-10-13,168.314
2004-10-14,166.873
2004-10-15,169.085
2004-10-18,169.713
2004-10-19,171.31
2004-10-20,170.207
2004-10-21,170.967
2004-10-22,172.067
2004-10-25,170.763
2004-10-26,171.362
2004-10-27,171.891
2004-10-28,174.205
2004-10-29,172.378
2004-11-01,172.524
2004-11-02,174.005
2004-11-03,175.52
2004-11-04,176.72
2004-11-05,179.135
2004-11-08,178.462
2004-11-09,178.602
2004-11-10,179.06
2004-11-11,179.28
2004-11-12,181.34
2004-11-15,181.313
2004-11-16,179.745
2004-11-17,180.427
2004-11-18,178.608
2004-11-19,180.799
2004-11-22,179.545
2004-11-23,182.416
2004-11-24,181.304
2004-11-25,182.505
2004-11-26,182.169
2004-11-29,182.445
2004-11-30,181.58
2004-12-01,181.822
2004-12-02,183.963
2004-12-03,184.588
2004-12-06,184.642
2004-12-07,181.996
2004-12-08,180.558
2004-12-09,179.362
2004-12-10,179.934
2004-12-13,179.989
2004-12-14,182.208
2004-12-15,184.931
2004-12-16,184.414
2004-12-17,185.256
2004-12-20,185.926
2004-12-21,187.264
2004-12-22,186.697
2004-12-23,187.564
2004-12-24,187.65
2004-12-27,188.489
2004-12-28,189.461
2004-12-29,189.066
2004-12-30,189.462
2004-12-31,191.848
2005-01-03,191.874
2005-01-04,191.046
2005-01-05,193.531
2005-01-06,194.238
2005-01-07,194.293
2005-01-10,194.036
2005-01-11,195.1
2005-01-12,195.398
2005-01-13,197.021
2005-01-14,196.352
2005-01-17,198.017
2005-01-18,198.484
2005-01-19,199.493
2005-01-20,198.133
2005-01-21,198.203
2005-01-24,197.27
2005-01-25,195.588
2005-01-26,197.775
2005-01-27,195.369
2005-01-28,195.598
2005-01-31,196.752
2005-02-01,196.759
2005-02-02,197.141
2005-02-03,196.939
2005-02-04,197.511
2005-02-07,197.306
2005-02-08,197.604
2005-02-09,197.54
2005-02-10,197.401
2005-02-11,197.64
2005-02-14,201.182
2005-02-15,202.24
2005-02-16,203.585
2005-02-17,204.201
2005-02-18,206.293
2005-02-21,207.346
2005-02-22,206.298
2005-02-23,205.471
2005-02-24,205.935
2005-02-25,206.146
2005-02-28,207.692
2005-03-01,206.521
2005-03-02,208.114
2005-03-03,209.636
2005-03-04,210.013
2005-03-07,212.888
2005-03-08,211.282
2005-03-09,214.785
2005-03-10,214.705
2005-03-11,215.726
2005-03-14,215.576
2005-03-15,213.751
2005-03-16,214.471
2005-03-17,214.196
2005-03-18,215.269
2005-03-21,215.564
2005-03-22,213.748
2005-03-23,209.618
2005-03-24,211.301
2005-03-25,211.301
2005-03-28,208.973
2005-03-29,206.874
2005-03-30,205.442
2005-03-31,207.563
2005-04-01,207.531
2005-04-04,207.838
2005-04-05,208.9
2005-04-06,210.003
2005-04-07,211.39
2005-04-08,212.299
2005-04-11,212.895
2005-04-12,212.307
2005-04-13,214.262
2005-04-14,212.671
2005-04-15,209.29
2005-04-18,205.372
2005-04-19,207.633
2005-04-20,207.581
2005-04-21,208.29
2005-04-22,208.769
2005-04-25,209.975
2005-04-26,212.763
2005-04-27,213.325
2005-04-28,214.218
2005-04-29,214.689
2005-05-02,214.241
2005-05-03,214.562
2005-05-04,217.619
2005-05-05,217.401
2005-05-06,219.531
2005-05-09,220.263
2005-05-10,221.272
2005-05-11,221.433
2005-05-12,220.634
2005-05-13,218.107
2005-05-16,217.165
2005-05-17,215.181
2005-05-18,215.647
2005-05-19,218.085
2005-05-20,217.013
2005-05-23,217.401
2005-05-24,220.749
2005-05-25,219.083
2005-05-26,218.881
2005-05-27,219.584
2005-05-30,220.849
2005-05-31,219.328
2005-06-01,219.077
2005-06-02,221.292
2005-06-03,223.217
2005-06-06,225.028
2005-06-07,227.42
2005-06-08,227.004
2005-06-09,226.513
2005-06-10,228.268
2005-06-13,226.243
2005-06-14,223.69
2005-06-15,225.605
2005-06-16,227.734
2005-06-17,228.231
2005-06-20,227.006
2005-06-21,227.92
2005-06-22,230.364
2005-06-23,232.117
2005-06-24,232.61
2005-06-27,230.233
2005-06-28,230.487
2005-06-29,229.49
2005-06-30,231.14
2005-07-01,229.278
2005-07-04,229.824
2005-07-05,229.964
2005-07-06,232.087
2005-07-07,229.7
2005-07-08,229.546
2005-07-11,233.434
2005-07-12,233.407
2005-07-13,233.417
2005-07-14,233.115
2005-07-15,231.481
2005-07-18,231.694
2005-07-19,234.265
2005-07-20,235.298
2005-07-21,240.783
2005-07-22,241.818
2005-07-25,240.717
2005-07-26,240.815
2005-07-27,242.291
2005-07-28,243.694
2005-07-29,243.644
2005-08-01,246.115
2005-08-02,248.223
2005-08-03,248.781
2005-08-04,249.125
2005-08-05,246.316
2005-08-08,248.133
2005-08-09,247.854
2005-08-10,248.268
2005-08-11,244.622
2005-08-12,243.974
2005-08-15,240.012
2005-08-16,243.86
2005-08-17,242.758
2005-08-18,241.358
2005-08-19,241.828
2005-08-22,244.814
2005-08-23,242.863
2005-08-24,241.132
2005-08-25,241.119
2005-08-26,243.193
2005-08-29,238.864
2005-08-30,237.066
2005-08-31,237.992
2005-09-01,242.497
2005-09-02,243.609
2005-09-05,243.598
2005-09-06,243.251
2005-09-07,243.276
2005-09-08,243.156
2005-09-09,244.249
2005-09-12,246.653
2005-09-13,245.706
2005-09-14,247.28
2005-09-15,247.0
2005-09-16,246.551
2005-09-19,245.078
2005-09-20,246.832
2005-09-21,246.827
2005-09-22,246.966
2005-09-23,245.889
2005-09-26,247.977
2005-09-27,247.725
2005-09-28,245.446
2005-09-29,246.702
2005-09-30,248.013
2005-10-03,246.815
2005-10-04,250.747
2005-10-05,250.375
2005-10-06,248.791
2005-10-07,250.2
2005-10-10,253.161
2005-10-11,250.75
2005-10-12,248.017
2005-10-13,246.524
2005-10-14,245.501
2005-10-17,242.17
2005-10-18,241.229
2005-10-19,234.328
2005-10-20,234.662
2005-10-21,237.441
2005-10-24,236.578
2005-10-25,236.743
2005-10-26,237.256
2005-10-27,235.347
2005-10-28,234.914
2005-10-31,237.878
2005-11-01,237.864
2005-11-02,240.082
2005-11-03,239.791
2005-11-04,241.845
2005-11-07,240.85
2005-11-08,241.175
2005-11-09,241.232
