Date,UNITED KINGDOM IMI GROWTH IMI (Large+Mid+Small Cap)
2001-10-31,498.515
2001-11-30,508.289
2001-12-31,519.254
2002-01-31,480.896
2002-02-28,472.876
2002-03-29,481.86
2002-04-30,465.475
2002-05-31,439.196
2002-06-28,422.657
2002-07-31,393.646
2002-08-30,387.181
2002-09-30,356.858
2002-10-31,385.765
2002-11-29,401.36
2002-12-31,396.445
2003-01-31,367.488
2003-02-28,354.044
2003-03-31,357.997
2003-04-30,403.105
2003-05-30,420.423
2003-06-30,429.742
2003-07-31,428.557
2003-08-29,424.395
2003-09-30,444.627
2003-10-31,475.372
2003-11-28,487.519
2003-12-31,518.189
2004-01-30,523.222
2004-02-27,544.889
2004-03-31,527.659
2004-04-30,523.327
2004-05-31,528.505
2004-06-30,527.417
2004-07-30,514.988
2004-08-31,516.465
2004-09-30,530.41
2004-10-29,545.605
2004-11-30,581.01
2004-12-31,598.117
2005-01-31,591.211
2005-02-28,621.944
2005-03-31,607.612
2005-04-29,607.475
2005-05-31,601.68
2005-06-30,609.269
2005-07-29,624.262
2005-08-31,649.297
2005-09-30,669.493
2005-10-31,649.6
2005-11-30,657.447
2005-12-30,678.927
2006-01-31,729.242
2006-02-28,720.232
2006-03-31,741.696
2006-04-28,792.891
2006-05-31,773.642
2006-06-30,779.677
2006-07-31,794.834
2006-08-31,813.071
2006-09-29,801.014
2006-10-31,836.888
2006-11-30,859.848
2006-12-29,886.229
2007-01-31,887.834
2007-02-28,903.84
2007-03-30,941.979
2007-04-30,982.535
2007-05-31,1000.0
2007-06-29,1004.337
2007-07-31,987.842
2007-08-31,980.5
2007-09-28,1030.438
2007-10-31,1093.827
2007-11-30,1061.194
2007-12-31,1027.43
2008-01-31,945.337
2008-02-29,966.932
2008-03-31,939.468
2008-04-30,993.092
2008-05-30,1006.224
2008-06-30,962.859
2008-07-31,921.173
2008-08-29,881.832
2008-09-30,735.57
2008-10-31,582.332
2008-11-28,528.162
2008-12-31,520.655
2009-01-30,510.881
2009-02-27,477.081
2009-03-31,494.581
2009-04-30,542.217
2009-05-29,619.099
2009-06-30,616.171
2009-07-31,670.029
2009-08-31,686.637
2009-09-30,713.181
2009-10-30,729.21
2009-11-30,755.555
2009-12-31,783.448
2010-01-29,749.399
2010-02-26,736.825
2010-03-31,795.456
2010-04-30,783.378
2010-05-31,705.646
2010-06-30,702.955
2010-07-30,784.888
2010-08-31,768.484
2010-09-30,843.97
2010-10-29,875.36
2010-11-30,836.094
2010-12-31,900.995
2011-01-31,902.125
2011-02-28,935.545
2011-03-31,921.549
2011-04-29,985.864
2011-05-31,960.672
2011-06-30,933.404
2011-07-29,928.638
2011-08-31,862.587
2011-09-30,770.999
2011-10-31,859.058
2011-11-30,830.933
2011-12-30,825.552
2012-01-31,860.701
2012-02-29,914.164
2012-03-30,906.663
2012-04-30,922.02
2012-05-31,814.011
2012-06-29,859.501
2012-07-31,873.333
2012-08-31,896.28
2012-09-28,915.677
2012-10-31,915.971
2012-11-30,928.752
2012-12-31,943.083
2013-01-31,975.776
2013-02-28,970.867
2013-03-29,989.46
2013-04-30,1010.856
2013-05-31,1013.693
2013-06-28,965.722
2013-07-31,1028.57
2013-08-30,1024.431
2013-09-30,1086.211
2013-10-31,1128.117
2013-11-29,1138.578
2013-12-31,1178.511
2014-01-31,1114.153
2014-02-28,1200.631
2014-03-31,1170.288
2014-04-30,1195.978
2014-05-30,1220.517
2014-06-30,1232.014
2014-07-31,1193.562
2014-08-29,1211.136
2014-09-30,1152.132
2014-10-31,1126.083
2014-11-28,1148.203
2014-12-31,1123.548
2015-01-30,1121.946
2015-02-27,1202.748
2015-03-31,1131.902
2015-04-30,1206.447
2015-05-29,1216.682
2015-06-30,1194.905
2015-07-31,1231.292
2015-08-31,1154.047
2015-09-30,1133.371
2015-10-30,1218.62
2015-11-30,1206.293
2015-12-31,1173.706
2016-01-29,1098.25
2016-02-29,1084.931
2016-03-31,1144.372
2016-04-29,1152.463
2016-05-31,1171.038
2016-06-30,1096.358
2016-07-29,1138.591
2016-08-31,1133.682
2016-09-30,1140.758
2016-10-31,1043.804
2016-11-30,1040.969
2016-12-30,1067.695
2017-01-31,1093.292
2017-02-28,1132.321
2017-03-31,1155.309
2017-04-28,1194.295
2017-05-31,1250.454
2017-06-30,1220.081
2017-07-31,1244.188
2017-08-31,1236.771
2017-09-29,1261.431
2017-10-31,1277.637
2017-11-30,1273.466
2017-12-29,1337.316
2018-01-31,1374.381
2018-02-28,1280.147
2018-03-30,1292.021
2018-04-30,1323.329
2018-05-31,1323.432
2018-06-29,1316.906
2018-07-31,1334.555
2018-08-31,1313.252
2018-09-28,1314.766
2018-10-31,1203.241
2018-11-30,1200.645
2018-12-31,1158.337
2019-01-31,1240.155
2019-02-28,1286.032
2019-03-29,1300.789
2019-04-30,1353.433
2019-05-31,1303.478
2019-06-28,1355.804
2019-07-31,1347.845
2019-08-30,1338.083
2019-09-30,1358.34
2019-10-31,1401.857
2019-11-29,1425.009
2019-12-31,1488.615
2020-01-31,1463.226
2020-02-28,1313.091
2020-03-31,1128.922
2020-04-30,1250.054
2020-05-29,1305.699
2020-06-30,1294.283
2020-07-31,1371.323
2020-08-31,1427.854
2020-09-30,1398.483
2020-10-30,1320.745
2020-11-30,1450.894
2020-12-31,1531.051
2021-01-29,1536.393
2021-02-26,1563.719
2021-03-31,1580.016
2021-04-30,1684.442
2021-05-31,1758.379
2021-06-30,1730.179
2021-07-30,1759.476
2021-08-31,1786.274
2021-09-30,1744.739
2021-10-29,1796.528
2021-11-30,1697.726
2021-12-31,1812.999
2022-01-31,1669.435
2022-02-28,1654.086
2022-03-31,1621.568
2022-04-29,1556.593
2022-05-31,1524.268
2022-06-30,1395.896
2022-07-29,1523.669
2022-08-31,1388.681
2022-09-30,1251.594
2022-10-31,1317.244
2022-11-30,1455.44
2022-12-30,1437.473
2023-01-31,1501.031
2023-02-28,1503.039
2023-03-31,1555.12
2023-04-28,1637.799
2023-05-31,1572.954
2023-06-30,1623.224
2023-07-31,1670.233
2023-08-31,1597.162
2023-09-29,1524.277
2023-10-31,1454.497
2023-11-30,1556.811
2023-12-29,1653.01
2024-01-31,1650.198
2024-02-29,1672.479
2024-03-29,1722.16
2024-04-30,1710.178
2024-05-31,1778.634
2024-06-28,1743.173
2024-07-31,1809.201
2024-08-30,1906.758
2024-09-30,1890.231
2024-10-31,1763.146
2024-11-29,1775.673
2024-12-31,1714.086
2025-01-31,1796.841
2025-02-28,1843.617
2025-03-31,1831.89
2025-04-30,1924.611
2025-05-30,2013.08
2025-06-30,2030.017
2025-07-31,2023.201
2025-08-29,2064.17
