Date,UNITED KINGDOM SMID CAP SMID (Small+Mid Cap)
2002-09-05,301.653
2002-09-06,305.057
2002-09-09,302.572
2002-09-10,307.624
2002-09-11,308.423
2002-09-12,304.764
2002-09-13,301.933
2002-09-16,299.207
2002-09-17,296.718
2002-09-18,291.05
2002-09-19,288.142
2002-09-20,289.873
2002-09-23,284.732
2002-09-24,277.928
2002-09-25,281.084
2002-09-26,286.648
2002-09-27,288.332
2002-09-30,284.013
2002-10-01,282.941
2002-10-02,283.383
2002-10-03,281.8
2002-10-04,279.3
2002-10-07,276.754
2002-10-08,273.726
2002-10-09,272.693
2002-10-10,271.946
2002-10-11,280.723
2002-10-14,277.246
2002-10-15,287.029
2002-10-16,285.589
2002-10-17,291.036
2002-10-18,289.435
2002-10-21,290.546
2002-10-22,291.43
2002-10-23,288.198
2002-10-24,292.499
2002-10-25,291.231
2002-10-28,294.852
2002-10-29,289.017
2002-10-30,291.184
2002-10-31,294.603
2002-11-01,293.038
2002-11-04,300.011
2002-11-05,301.056
2002-11-06,300.926
2002-11-07,303.844
2002-11-08,301.6
2002-11-11,298.771
2002-11-12,301.612
2002-11-13,296.697
2002-11-14,295.778
2002-11-15,297.261
2002-11-18,300.549
2002-11-19,299.463
2002-11-20,295.345
2002-11-21,301.975
2002-11-22,303.368
2002-11-25,298.085
2002-11-26,293.468
2002-11-27,294.132
2002-11-28,299.417
2002-11-29,300.024
2002-12-02,299.691
2002-12-03,297.393
2002-12-04,295.931
2002-12-05,295.594
2002-12-06,294.391
2002-12-09,290.268
2002-12-10,288.169
2002-12-11,291.775
2002-12-12,289.283
2002-12-13,288.298
2002-12-16,291.282
2002-12-17,288.869
2002-12-18,285.633
2002-12-19,286.589
2002-12-20,288.825
2002-12-23,288.014
2002-12-24,288.614
2002-12-25,288.59
2002-12-26,288.563
2002-12-27,284.824
2002-12-30,289.922
2002-12-31,292.924
2003-01-01,292.902
2003-01-02,294.292
2003-01-03,294.661
2003-01-06,295.955
2003-01-07,293.585
2003-01-08,287.933
2003-01-09,290.379
2003-01-10,293.954
2003-01-13,292.629
2003-01-14,292.927
2003-01-15,288.534
2003-01-16,289.347
2003-01-17,288.891
2003-01-20,286.346
2003-01-21,284.661
2003-01-22,282.428
2003-01-23,280.658
2003-01-24,280.83
2003-01-27,272.163
2003-01-28,272.487
2003-01-29,269.427
2003-01-30,276.041
2003-01-31,274.249
2003-02-03,279.373
2003-02-04,275.155
2003-02-05,278.384
2003-02-06,274.005
2003-02-07,273.478
2003-02-10,272.17
2003-02-11,273.145
2003-02-12,268.387
2003-02-13,267.999
2003-02-14,265.505
2003-02-17,268.033
2003-02-18,268.043
2003-02-19,266.862
2003-02-20,267.486
2003-02-21,268.664
2003-02-24,266.878
2003-02-25,258.303
2003-02-26,258.484
2003-02-27,257.209
2003-02-28,261.616
2003-03-03,265.012
2003-03-04,262.086
2003-03-05,261.556
2003-03-06,261.283
2003-03-07,256.736
2003-03-10,253.574
2003-03-11,254.475
2003-03-12,247.606
2003-03-13,254.863
2003-03-14,257.496
2003-03-17,261.686
2003-03-18,263.453
2003-03-19,264.214
2003-03-20,264.613
2003-03-21,269.262
2003-03-24,265.073
2003-03-25,264.818
2003-03-26,266.936
2003-03-27,264.199
2003-03-28,263.318
2003-03-31,259.987
2003-04-01,260.684
2003-04-02,264.87
2003-04-03,266.15
2003-04-04,266.839
2003-04-07,272.307
2003-04-08,268.219
2003-04-09,268.732
2003-04-10,270.874
2003-04-11,271.64
2003-04-14,274.526
2003-04-15,277.463
2003-04-16,278.813
2003-04-17,281.042
2003-04-18,281.007
2003-04-21,278.411
2003-04-22,281.955
2003-04-23,288.204
2003-04-24,287.711
2003-04-25,284.698
2003-04-28,287.485
2003-04-29,288.725
2003-04-30,291.832
2003-05-01,292.268
2003-05-02,294.167
2003-05-05,294.775
2003-05-06,302.462
2003-05-07,300.417
2003-05-08,297.707
2003-05-09,299.871
2003-05-12,303.699
2003-05-13,305.618
2003-05-14,307.826
2003-05-15,312.301
2003-05-16,317.344
2003-05-19,312.879
2003-05-20,313.812
2003-05-21,313.007
2003-05-22,314.301
2003-05-23,315.239
2003-05-26,315.396
2003-05-27,316.382
2003-05-28,321.037
2003-05-29,325.247
2003-05-30,323.609
2003-06-02,327.11
2003-06-03,323.572
2003-06-04,325.518
2003-06-05,331.556
2003-06-06,340.546
2003-06-09,335.009
2003-06-10,333.023
2003-06-11,338.61
2003-06-12,341.113
2003-06-13,339.939
2003-06-16,343.196
2003-06-17,348.242
2003-06-18,345.487
2003-06-19,341.686
2003-06-20,340.736
2003-06-23,336.697
2003-06-24,332.5
2003-06-25,336.436
2003-06-26,332.995
2003-06-27,332.431
2003-06-30,331.407
2003-07-01,330.514
2003-07-02,334.421
2003-07-03,337.133
2003-07-04,335.969
2003-07-07,337.359
2003-07-08,338.267
2003-07-09,337.416
2003-07-10,336.223
2003-07-11,337.477
2003-07-14,341.349
2003-07-15,337.015
2003-07-16,333.897
2003-07-17,329.668
2003-07-18,329.718
2003-07-21,331.203
2003-07-22,332.279
2003-07-23,335.115
2003-07-24,339.335
2003-07-25,341.603
2003-07-28,342.756
2003-07-29,344.373
2003-07-30,343.734
2003-07-31,343.794
2003-08-01,343.389
2003-08-04,343.028
2003-08-05,343.732
2003-08-06,341.769
2003-08-07,342.829
2003-08-08,343.906
2003-08-11,343.99
2003-08-12,345.101
2003-08-13,348.957
2003-08-14,349.964
2003-08-15,351.236
2003-08-18,352.126
2003-08-19,352.187
2003-08-20,352.975
2003-08-21,352.672
2003-08-22,352.099
2003-08-25,352.413
2003-08-26,348.32
2003-08-27,349.586
2003-08-28,349.779
2003-08-29,350.299
2003-09-01,351.909
2003-09-02,353.95
2003-09-03,359.205
2003-09-04,358.715
2003-09-05,359.822
2003-09-08,360.796
2003-09-09,358.605
2003-09-10,355.593
2003-09-11,355.337
2003-09-12,357.92
2003-09-15,359.581
2003-09-16,358.544
2003-09-17,362.007
2003-09-18,367.018
2003-09-19,369.146
2003-09-22,369.504
2003-09-23,369.041
2003-09-24,370.082
2003-09-25,366.623
2003-09-26,362.666
2003-09-29,362.458
2003-09-30,358.754
2003-10-01,363.982
2003-10-02,367.451
2003-10-03,371.932
2003-10-06,374.825
2003-10-07,374.285
2003-10-08,375.363
2003-10-09,378.569
2003-10-10,382.061
2003-10-13,385.076
2003-10-14,384.98
2003-10-15,390.604
2003-10-16,392.681
2003-10-17,390.572
2003-10-20,391.555
2003-10-21,392.215
2003-10-22,388.456
2003-10-23,384.191
2003-10-24,385.553
2003-10-27,386.909
2003-10-28,388.001
2003-10-29,390.202
2003-10-30,392.591
2003-10-31,391.738
2003-11-03,390.837
2003-11-04,390.872
2003-11-05,389.649
2003-11-06,388.287
2003-11-07,392.322
2003-11-10,391.188
2003-11-11,387.837
2003-11-12,392.685
2003-11-13,394.419
2003-11-14,394.722
2003-11-17,390.665
2003-11-18,392.986
2003-11-19,392.305
2003-11-20,390.505
2003-11-21,390.812
2003-11-24,392.349
2003-11-25,393.722
2003-11-26,396.927
2003-11-27,397.916
2003-11-28,399.137
2003-12-01,403.567
2003-12-02,405.47
2003-12-03,406.669
2003-12-04,404.644
2003-12-05,403.92
2003-12-08,404.936
2003-12-09,408.167
2003-12-10,405.042
2003-12-11,402.754
2003-12-12,404.59
2003-12-15,405.522
2003-12-16,403.442
2003-12-17,405.448
2003-12-18,408.913
2003-12-19,409.604
2003-12-22,409.571
2003-12-23,412.756
2003-12-24,415.275
2003-12-25,415.282
2003-12-26,415.739
2003-12-29,415.685
2003-12-30,420.018
2003-12-31,422.427
2004-01-01,422.449
2004-01-02,424.279
2004-01-05,428.829
2004-01-06,432.545
2004-01-07,432.928
2004-01-08,439.158
2004-01-09,443.966
2004-01-12,443.974
2004-01-13,445.149
2004-01-14,446.592
2004-01-15,444.871
2004-01-16,444.403
2004-01-19,442.584
2004-01-20,449.14
2004-01-21,452.833
2004-01-22,453.041
2004-01-23,448.793
2004-01-26,445.021
2004-01-27,447.629
2004-01-28,450.509
2004-01-29,441.971
2004-01-30,445.899
2004-02-02,447.536
2004-02-03,451.866
2004-02-04,448.971
2004-02-05,453.095
2004-02-06,458.027
2004-02-09,463.451
2004-02-10,464.533
2004-02-11,466.234
2004-02-12,475.389
2004-02-13,476.75
2004-02-16,478.718
2004-02-17,487.015
2004-02-18,489.843
2004-02-19,488.513
2004-02-20,482.686
2004-02-23,483.28
2004-02-24,484.659
2004-02-25,483.928
2004-02-26,478.544
2004-02-27,477.088
2004-03-01,484.991
2004-03-02,480.895
2004-03-03,473.099
2004-03-04,474.844
2004-03-05,481.745
2004-03-08,482.566
2004-03-09,478.104
2004-03-10,465.78
2004-03-11,455.498
2004-03-12,458.038
2004-03-15,451.304
2004-03-16,457.696
2004-03-17,460.454
2004-03-18,463.5
2004-03-19,467.834
2004-03-22,462.295
2004-03-23,461.985
2004-03-24,458.726
2004-03-25,460.24
2004-03-26,457.727
2004-03-29,464.316
2004-03-30,466.156
2004-03-31,469.644
2004-04-01,476.972
2004-04-02,474.781
2004-04-05,470.51
2004-04-06,472.783
2004-04-07,475.473
2004-04-08,475.926
2004-04-09,475.928
2004-04-12,475.929
2004-04-13,471.002
2004-04-14,457.973
2004-04-15,456.755
2004-04-16,463.77
2004-04-19,467.145
2004-04-20,466.685
2004-04-21,457.803
2004-04-22,458.593
2004-04-23,461.33
2004-04-26,467.278
2004-04-27,467.078
2004-04-28,460.304
2004-04-29,457.158
2004-04-30,452.758
2004-05-03,453.092
2004-05-04,460.703
2004-05-05,460.021
2004-05-06,456.208
2004-05-07,451.005
2004-05-10,436.139
2004-05-11,435.868
2004-05-12,438.043
2004-05-13,438.906
2004-05-14,436.226
2004-05-17,432.425
2004-05-18,437.047
2004-05-19,446.471
2004-05-20,440.095
2004-05-21,445.938
2004-05-24,447.428
2004-05-25,450.499
2004-05-26,455.331
2004-05-27,462.608
2004-05-28,463.543
2004-05-31,463.543
2004-06-01,462.385
2004-06-02,466.104
2004-06-03,465.703
2004-06-04,468.271
2004-06-07,471.375
2004-06-08,472.171
2004-06-09,470.664
2004-06-10,471.214
2004-06-11,466.947
2004-06-14,462.435
2004-06-15,464.343
2004-06-16,469.22
2004-06-17,471.714
2004-06-18,473.669
2004-06-21,473.279
2004-06-22,470.213
2004-06-23,471.292
2004-06-24,472.048
2004-06-25,473.773
2004-06-28,478.914
2004-06-29,473.705
2004-06-30,474.552
2004-07-01,471.64
2004-07-02,472.709
2004-07-05,471.31
2004-07-06,469.952
2004-07-07,473.137
2004-07-08,473.182
2004-07-09,472.292
2004-07-12,473.779
2004-07-13,473.088
2004-07-14,471.805
2004-07-15,468.695
2004-07-16,475.121
2004-07-19,473.409
2004-07-20,469.125
2004-07-21,467.308
2004-07-22,463.718
2004-07-23,460.084
2004-07-26,457.815
2004-07-27,455.367
2004-07-28,456.067
2004-07-29,458.777
2004-07-30,459.355
2004-08-02,460.044
2004-08-03,460.2
2004-08-04,456.413
2004-08-05,456.445
2004-08-06,455.311
2004-08-09,449.632
2004-08-10,452.774
2004-08-11,449.148
2004-08-12,448.096
2004-08-13,452.038
2004-08-16,454.26
2004-08-17,453.584
2004-08-18,452.821
2004-08-19,457.109
2004-08-20,454.455
2004-08-23,456.491
2004-08-24,452.525
2004-08-25,453.933
2004-08-26,455.235
2004-08-27,456.829
2004-08-30,456.704
2004-08-31,457.174
2004-09-01,458.152
2004-09-02,458.57
2004-09-03,457.656
2004-09-06,461.051
2004-09-07,460.502
2004-09-08,464.312
2004-09-09,462.955
2004-09-10,469.054
2004-09-13,470.227
2004-09-14,470.577
2004-09-15,464.107
2004-09-16,468.368
2004-09-17,471.743
2004-09-20,467.798
2004-09-21,470.203
2004-09-22,469.431
2004-09-23,467.028
2004-09-24,469.126
2004-09-27,468.709
2004-09-28,471.481
2004-09-29,470.968
2004-09-30,473.218
2004-10-01,476.308
2004-10-04,477.608
2004-10-05,476.944
2004-10-06,475.548
2004-10-07,477.181
2004-10-08,480.319
2004-10-11,480.011
2004-10-12,473.722
2004-10-13,473.084
2004-10-14,473.876
2004-10-15,476.281
2004-10-18,474.224
2004-10-19,478.581
2004-10-20,478.131
2004-10-21,483.602
2004-10-22,484.079
2004-10-25,483.699
2004-10-26,486.056
2004-10-27,489.514
2004-10-28,488.411
2004-10-29,487.681
2004-11-01,491.851
2004-11-02,495.56
2004-11-03,500.753
2004-11-04,500.008
2004-11-05,504.239
2004-11-08,504.559
2004-11-09,503.872
2004-11-10,504.377
2004-11-11,507.023
2004-11-12,511.951
2004-11-15,511.469
2004-11-16,510.092
2004-11-17,513.477
2004-11-18,512.474
2004-11-19,514.152
2004-11-22,510.326
2004-11-23,515.865
2004-11-24,518.371
2004-11-25,522.855
2004-11-26,524.282
2004-11-29,523.859
2004-11-30,526.833
2004-12-01,533.195
2004-12-02,534.83
2004-12-03,539.8
2004-12-06,539.03
2004-12-07,540.835
2004-12-08,535.269
2004-12-09,530.983
2004-12-10,532.227
2004-12-13,538.956
2004-12-14,539.126
2004-12-15,546.543
2004-12-16,546.035
2004-12-17,544.683
2004-12-20,550.647
2004-12-21,545.993
2004-12-22,545.258
2004-12-23,549.322
2004-12-24,551.269
2004-12-27,553.415
2004-12-28,552.056
2004-12-29,550.689
2004-12-30,553.56
2004-12-31,553.569
2005-01-03,548.753
2005-01-04,546.359
2005-01-05,541.638
2005-01-06,538.893
2005-01-07,540.271
2005-01-10,541.767
2005-01-11,541.702
2005-01-12,546.882
2005-01-13,546.495
2005-01-14,545.796
2005-01-17,546.391
2005-01-18,547.039
2005-01-19,551.828
2005-01-20,550.006
2005-01-21,549.454
2005-01-24,550.296
2005-01-25,549.051
2005-01-26,554.28
2005-01-27,555.261
2005-01-28,554.328
2005-01-31,558.775
2005-02-01,561.852
2005-02-02,566.361
2005-02-03,565.799
2005-02-04,570.302
2005-02-07,566.887
2005-02-08,567.108
2005-02-09,566.921
2005-02-10,570.956
2005-02-11,572.782
2005-02-14,579.562
2005-02-15,579.831
2005-02-16,573.716
2005-02-17,577.739
2005-02-18,578.541
2005-02-21,575.179
2005-02-22,574.58
2005-02-23,571.489
2005-02-24,572.021
2005-02-25,578.845
2005-02-28,581.279
2005-03-01,582.268
2005-03-02,577.144
2005-03-03,576.753
2005-03-04,585.098
2005-03-07,581.272
2005-03-08,584.504
2005-03-09,580.698
2005-03-10,579.353
2005-03-11,582.819
2005-03-14,576.648
2005-03-15,579.859
2005-03-16,580.168
2005-03-17,577.561
2005-03-18,576.3
2005-03-21,570.484
2005-03-22,570.488
2005-03-23,557.049
2005-03-24,558.919
2005-03-25,558.919
2005-03-28,557.649
2005-03-29,558.428
2005-03-30,559.607
2005-03-31,563.861
2005-04-01,566.992
2005-04-04,558.807
2005-04-05,565.147
2005-04-06,568.073
2005-04-07,569.72
2005-04-08,570.947
2005-04-11,575.016
2005-04-12,572.088
2005-04-13,577.04
2005-04-14,568.978
2005-04-15,565.416
2005-04-18,558.658
2005-04-19,566.337
2005-04-20,565.207
2005-04-21,563.743
2005-04-22,568.088
2005-04-25,566.5
2005-04-26,559.92
2005-04-27,551.64
2005-04-28,546.689
2005-04-29,547.266
2005-05-02,542.438
2005-05-03,546.739
2005-05-04,548.633
2005-05-05,551.507
2005-05-06,547.619
2005-05-09,544.497
2005-05-10,541.659
2005-05-11,538.283
2005-05-12,539.664
2005-05-13,536.7
2005-05-16,531.367
2005-05-17,535.008
2005-05-18,537.149
2005-05-19,541.929
2005-05-20,538.545
2005-05-23,543.107
2005-05-24,543.175
2005-05-25,544.709
2005-05-26,548.169
2005-05-27,548.371
2005-05-30,548.504
2005-05-31,547.775
2005-06-01,550.002
2005-06-02,551.354
2005-06-03,553.397
2005-06-06,552.728
2005-06-07,560.345
2005-06-08,562.305
2005-06-09,556.015
2005-06-10,557.521
2005-06-13,556.862
2005-06-14,557.313
2005-06-15,558.893
2005-06-16,563.57
2005-06-17,567.147
2005-06-20,565.556
2005-06-21,565.36
2005-06-22,567.135
2005-06-23,567.912
2005-06-24,563.855
2005-06-27,560.377
2005-06-28,560.524
2005-06-29,559.029
2005-06-30,557.304
2005-07-01,556.16
2005-07-04,551.598
2005-07-05,548.181
2005-07-06,555.918
2005-07-07,542.369
2005-07-08,549.191
2005-07-11,558.912
2005-07-12,563.089
2005-07-13,558.235
2005-07-14,558.16
2005-07-15,554.17
2005-07-18,550.881
2005-07-19,544.347
2005-07-20,544.123
2005-07-21,552.416
2005-07-22,553.814
2005-07-25,554.577
2005-07-26,553.255
2005-07-27,557.106
2005-07-28,562.091
2005-07-29,566.489
2005-08-01,570.339
2005-08-02,572.332
2005-08-03,576.553
2005-08-04,576.479
2005-08-05,574.429
2005-08-08,578.852
2005-08-09,578.561
2005-08-10,585.547
2005-08-11,585.862
2005-08-12,588.285
2005-08-15,586.249
2005-08-16,585.679
2005-08-17,583.358
2005-08-18,577.266
2005-08-19,579.419
2005-08-22,584.952
2005-08-23,584.54
2005-08-24,584.064
2005-08-25,583.256
2005-08-26,585.534
2005-08-29,583.639
2005-08-30,578.703
2005-08-31,586.405
2005-09-01,600.895
2005-09-02,605.898
2005-09-05,607.159
2005-09-06,606.706
2005-09-07,609.825
2005-09-08,608.627
2005-09-09,610.67
2005-09-12,607.152
2005-09-13,602.207
2005-09-14,605.306
2005-09-15,598.285
2005-09-16,600.621
2005-09-19,602.181
2005-09-20,601.789
2005-09-21,598.675
2005-09-22,589.861
2005-09-23,588.086
2005-09-26,589.921
2005-09-27,585.955
2005-09-28,589.033
2005-09-29,587.187
2005-09-30,591.231
2005-10-03,588.642
2005-10-04,591.945
2005-10-05,586.046
2005-10-06,582.259
2005-10-07,574.987
2005-10-10,573.583
2005-10-11,573.019
2005-10-12,570.109
2005-10-13,559.782
2005-10-14,567.018
2005-10-17,563.178
2005-10-18,559.585
2005-10-19,551.697
2005-10-20,557.956
2005-10-21,556.793
2005-10-24,562.617
2005-10-25,566.014
2005-10-26,568.556
2005-10-27,563.723
2005-10-28,561.034
2005-10-31,572.013
2005-11-01,573.479
2005-11-02,583.627
2005-11-03,591.72
2005-11-04,582.086
2005-11-07,583.861
