Date,UNITED KINGDOM LARGE GROWTH Large Cap
2012-05-14,881.968
2012-05-15,873.711
2012-05-16,862.727
2012-05-17,846.788
2012-05-18,836.235
2012-05-21,841.16
2012-05-22,852.747
2012-05-23,825.455
2012-05-24,835.615
2012-05-25,832.842
2012-05-28,838.521
2012-05-29,842.234
2012-05-30,819.316
2012-05-31,817.404
2012-06-01,801.572
2012-06-04,803.977
2012-06-05,803.402
2012-06-06,828.65
2012-06-07,844.884
2012-06-08,833.968
2012-06-11,836.825
2012-06-12,845.852
2012-06-13,849.05
2012-06-14,841.703
2012-06-15,846.178
2012-06-18,851.542
2012-06-19,867.102
2012-06-20,874.167
2012-06-21,863.135
2012-06-22,850.795
2012-06-25,838.861
2012-06-26,841.829
2012-06-27,851.256
2012-06-28,845.259
2012-06-29,868.128
2012-07-02,880.873
2012-07-03,890.319
2012-07-04,883.609
2012-07-05,880.434
2012-07-06,877.627
2012-07-09,873.406
2012-07-10,874.849
2012-07-11,876.234
2012-07-12,857.352
2012-07-13,876.009
2012-07-16,878.038
2012-07-17,870.674
2012-07-18,885.983
2012-07-19,896.745
2012-07-20,884.53
2012-07-23,859.428
2012-07-24,854.757
2012-07-25,845.295
2012-07-26,876.034
2012-07-27,882.923
2012-07-30,889.501
2012-07-31,880.957
2012-08-01,889.354
2012-08-02,875.496
2012-08-03,895.301
2012-08-06,897.546
2012-08-07,897.313
2012-08-08,906.242
2012-08-09,906.104
2012-08-10,907.936
2012-08-13,906.668
2012-08-14,909.895
2012-08-15,906.983
2012-08-16,908.517
2012-08-17,903.598
2012-08-20,901.281
2012-08-21,911.779
2012-08-22,898.477
2012-08-23,905.949
2012-08-24,902.145
2012-08-27,901.261
2012-08-28,902.238
2012-08-29,897.335
2012-08-30,894.431
2012-08-31,895.122
2012-09-03,905.059
2012-09-04,891.517
2012-09-05,892.829
2012-09-06,911.762
2012-09-07,913.482
2012-09-10,910.481
2012-09-11,913.194
2012-09-12,909.764
2012-09-13,919.334
2012-09-14,940.837
2012-09-17,939.089
2012-09-18,938.316
2012-09-19,936.97
2012-09-20,930.067
2012-09-21,931.739
2012-09-24,925.848
2012-09-25,931.722
2012-09-26,912.991
2012-09-27,916.544
2012-09-28,908.651
2012-10-01,922.467
2012-10-02,922.763
2012-10-03,919.845
2012-10-04,927.52
2012-10-05,934.374
2012-10-08,920.259
2012-10-09,912.733
2012-10-10,907.69
2012-10-11,916.25
2012-10-12,915.59
2012-10-15,914.934
2012-10-16,925.606
2012-10-17,934.645
2012-10-18,931.411
2012-10-19,923.224
2012-10-22,922.537
2012-10-23,903.823
2012-10-24,912.524
2012-10-25,920.671
2012-10-26,919.975
2012-10-29,913.482
2012-10-30,921.999
2012-10-31,906.59
2012-11-01,915.792
2012-11-02,912.189
2012-11-05,906.914
2012-11-06,913.402
2012-11-07,900.44
2012-11-08,898.659
2012-11-09,897.131
2012-11-12,892.353
2012-11-13,896.777
2012-11-14,884.99
2012-11-15,878.941
2012-11-16,868.591
2012-11-19,890.497
2012-11-20,892.817
2012-11-21,894.116
2012-11-22,903.48
2012-11-23,910.483
2012-11-26,909.027
2012-11-27,911.513
2012-11-28,908.54
2012-11-29,922.899
2012-11-30,917.957
2012-12-03,924.738
2012-12-04,927.535
2012-12-05,927.806
2012-12-06,925.015
2012-12-07,924.709
2012-12-10,931.287
2012-12-11,928.959
2012-12-12,930.677
2012-12-13,928.959
2012-12-14,928.151
2012-12-17,931.586
2012-12-18,938.414
2012-12-19,940.518
2012-12-20,940.699
2012-12-21,931.436
2012-12-24,929.645
2012-12-25,929.645
2012-12-26,929.76
2012-12-27,930.297
2012-12-28,927.967
2012-12-31,929.645
2013-01-01,929.645
2013-01-02,950.983
2013-01-03,946.034
2013-01-04,945.396
2013-01-07,943.625
2013-01-08,939.053
2013-01-09,942.708
2013-01-10,947.566
2013-01-11,951.299
2013-01-14,946.359
2013-01-15,952.056
2013-01-16,946.277
2013-01-17,948.557
2013-01-18,947.11
2013-01-21,950.047
2013-01-22,952.546
2013-01-23,954.827
2013-01-24,959.83
2013-01-25,961.897
2013-01-28,954.597
2013-01-29,963.915
2013-01-30,963.524
2013-01-31,966.277
2013-02-01,973.104
2013-02-04,960.211
2013-02-05,962.882
2013-02-06,964.881
2013-02-07,958.431
2013-02-08,971.583
2013-02-11,962.373
2013-02-12,972.045
2013-02-13,972.369
2013-02-14,970.732
2013-02-15,971.851
2013-02-18,968.702
2013-02-19,978.663
2013-02-20,977.458
2013-02-21,958.582
2013-02-22,964.602
2013-02-25,953.379
2013-02-26,945.251
2013-02-27,952.223
2013-02-28,960.79
2013-03-01,952.644
2013-03-04,953.999
2013-03-05,970.825
2013-03-06,960.063
2013-03-07,961.945
2013-03-08,957.385
2013-03-11,962.301
2013-03-12,962.367
2013-03-13,964.137
2013-03-14,978.403
2013-03-15,980.875
2013-03-18,973.289
2013-03-19,972.635
2013-03-20,974.628
2013-03-21,970.075
2013-03-22,974.53
2013-03-25,970.425
2013-03-26,967.685
2013-03-27,965.497
2013-03-28,975.584
2013-03-29,975.584
2013-04-01,978.668
2013-04-02,983.666
2013-04-03,976.606
2013-04-04,967.358
2013-04-05,961.98
2013-04-08,963.415
2013-04-09,966.098
2013-04-10,979.084
2013-04-11,988.366
2013-04-12,980.778
2013-04-15,973.036
2013-04-16,962.374
2013-04-17,952.252
2013-04-18,958.327
2013-04-19,960.951
2013-04-22,956.983
2013-04-23,982.535
2013-04-24,984.184
2013-04-25,995.301
2013-04-26,996.466
2013-04-29,1000.893
2013-04-30,999.124
2013-05-01,1003.235
2013-05-02,1004.978
2013-05-03,1016.475
2013-05-06,1014.027
2013-05-07,1015.262
2013-05-08,1028.286
2013-05-09,1024.304
2013-05-10,1020.609
2013-05-13,1021.648
2013-05-14,1025.391
2013-05-15,1025.153
2013-05-16,1027.793
2013-05-17,1023.011
2013-05-20,1029.457
2013-05-21,1031.075
2013-05-22,1032.243
2013-05-23,1010.296
2013-05-24,1010.334
2013-05-27,1007.831
2013-05-28,1018.872
2013-05-29,1002.53
2013-05-30,1013.629
2013-05-31,997.387
2013-06-03,997.259
2013-06-04,1001.053
2013-06-05,987.928
2013-06-06,982.265
2013-06-07,997.668
2013-06-10,996.045
2013-06-11,990.426
2013-06-12,997.122
2013-06-13,998.724
2013-06-14,997.686
2013-06-17,1002.875
2013-06-18,1000.998
2013-06-19,1003.359
2013-06-20,957.593
2013-06-21,947.571
2013-06-24,932.069
2013-06-25,943.263
2013-06-26,951.9
2013-06-27,956.079
2013-06-28,946.252
2013-07-01,966.078
2013-07-02,962.317
2013-07-03,957.874
2013-07-04,976.843
2013-07-05,958.557
2013-07-08,973.339
2013-07-09,973.359
2013-07-10,978.491
2013-07-11,996.271
2013-07-12,994.489
2013-07-15,999.938
2013-07-16,991.408
2013-07-17,995.103
2013-07-18,1006.036
2013-07-19,1008.84
2013-07-22,1014.759
2013-07-23,1005.84
2013-07-24,1006.325
2013-07-25,998.68
2013-07-26,996.055
2013-07-29,997.68
2013-07-30,995.549
2013-07-31,998.489
2013-08-01,1013.31
2013-08-02,1015.966
2013-08-05,1017.85
2013-08-06,1023.413
2013-08-07,1021.319
2013-08-08,1024.087
2013-08-09,1027.992
2013-08-12,1024.113
2013-08-13,1027.459
2013-08-14,1031.983
2013-08-15,1014.835
2013-08-16,1019.001
2013-08-19,1019.596
2013-08-20,1017.423
2013-08-21,1010.962
2013-08-22,1010.638
2013-08-23,1018.301
2013-08-26,1017.321
2013-08-27,1006.822
2013-08-28,1002.185
2013-08-29,1005.599
2013-08-30,991.252
2013-09-02,1012.204
2013-09-03,1006.205
2013-09-04,1011.141
2013-09-05,1013.805
2013-09-06,1019.477
2013-09-09,1019.668
2013-09-10,1027.434
2013-09-11,1036.897
2013-09-12,1037.492
2013-09-13,1041.068
2013-09-16,1050.705
2013-09-17,1043.194
2013-09-18,1045.446
2013-09-19,1066.4
2013-09-20,1058.881
2013-09-23,1056.768
2013-09-24,1054.172
2013-09-25,1053.058
2013-09-26,1049.779
2013-09-27,1048.741
2013-09-30,1045.721
2013-10-01,1042.293
2013-10-02,1036.77
2013-10-03,1034.324
2013-10-04,1027.133
2013-10-07,1028.706
2013-10-08,1018.52
2013-10-09,1003.577
2013-10-10,1018.329
2013-10-11,1025.57
2013-10-14,1031.754
2013-10-15,1034.074
2013-10-16,1035.505
2013-10-17,1055.891
2013-10-18,1068.971
2013-10-21,1071.246
2013-10-22,1084.88
2013-10-23,1077.749
2013-10-24,1086.75
2013-10-25,1090.27
2013-10-28,1091.459
2013-10-29,1091.436
2013-10-30,1089.691
2013-10-31,1089.213
2013-11-01,1076.442
2013-11-04,1082.777
2013-11-05,1088.47
2013-11-06,1086.505
2013-11-07,1078.77
2013-11-08,1077.583
2013-11-11,1080.818
2013-11-12,1073.524
2013-11-13,1063.969
2013-11-14,1077.044
2013-11-15,1080.571
2013-11-18,1086.7
2013-11-19,1084.085
2013-11-20,1086.213
2013-11-21,1081.481
2013-11-22,1083.978
2013-11-25,1087.918
2013-11-26,1077.545
2013-11-27,1090.077
2013-11-28,1093.426
2013-11-29,1094.275
2013-12-02,1083.756
2013-12-03,1075.943
2013-12-04,1069.921
2013-12-05,1067.545
2013-12-06,1075.897
2013-12-09,1079.735
2013-12-10,1077.863
2013-12-11,1069.831
2013-12-12,1052.628
2013-12-13,1050.487
2013-12-16,1067.143
2013-12-17,1056.509
2013-12-18,1070.257
2013-12-19,1083.62
2013-12-20,1083.049
2013-12-23,1096.244
2013-12-24,1100.008
2013-12-25,1100.008
2013-12-26,1103.4
2013-12-27,1120.175
2013-12-30,1118.148
2013-12-31,1124.818
2014-01-01,1124.818
2014-01-02,1109.484
2014-01-03,1112.0
2014-01-06,1109.491
2014-01-07,1110.763
2014-01-08,1110.727
2014-01-09,1104.475
2014-01-10,1110.35
2014-01-13,1105.157
2014-01-14,1114.515
2014-01-15,1113.031
2014-01-16,1107.914
2014-01-17,1112.843
2014-01-20,1114.943
2014-01-21,1123.415
2014-01-22,1129.877
2014-01-23,1120.05
2014-01-24,1088.53
2014-01-27,1067.921
2014-01-28,1070.937
2014-01-29,1056.802
2014-01-30,1043.438
2014-01-31,1039.215
2014-02-03,1025.705
2014-02-04,1023.557
2014-02-05,1028.057
2014-02-06,1047.891
2014-02-07,1049.279
2014-02-10,1055.558
2014-02-11,1073.757
2014-02-12,1081.08
2014-02-13,1073.024
2014-02-14,1080.823
2014-02-17,1092.869
2014-02-18,1099.876
2014-02-19,1102.476
2014-02-20,1101.81
2014-02-21,1104.375
2014-02-24,1110.501
2014-02-25,1109.97
2014-02-26,1102.841
2014-02-27,1103.845
2014-02-28,1112.205
2014-03-03,1095.516
2014-03-04,1112.613
2014-03-05,1110.511
2014-03-06,1112.033
2014-03-07,1102.825
2014-03-10,1097.081
2014-03-11,1095.414
2014-03-12,1086.129
2014-03-13,1079.549
2014-03-14,1074.533
2014-03-17,1079.033
2014-03-18,1082.041
2014-03-19,1080.758
2014-03-20,1069.294
2014-03-21,1068.665
2014-03-24,1066.747
2014-03-25,1082.753
2014-03-26,1080.25
2014-03-27,1088.834
2014-03-28,1093.561
2014-03-31,1093.989
2014-04-01,1099.633
2014-04-02,1099.562
2014-04-03,1095.937
2014-04-04,1103.109
2014-04-07,1094.223
2014-04-08,1101.424
2014-04-09,1107.372
2014-04-10,1110.638
2014-04-11,1095.227
2014-04-14,1104.288
2014-04-15,1095.188
2014-04-16,1106.231
2014-04-17,1112.599
2014-04-18,1112.599
2014-04-21,1112.235
2014-04-22,1121.523
2014-04-23,1119.508
2014-04-24,1123.61
2014-04-25,1123.745
2014-04-28,1122.052
2014-04-29,1133.785
2014-04-30,1138.01
2014-05-01,1152.121
2014-05-02,1149.131
2014-05-05,1148.79
2014-05-06,1154.061
2014-05-07,1150.559
2014-05-08,1157.542
2014-05-09,1144.502
2014-05-12,1151.482
2014-05-13,1153.542
2014-05-14,1151.047
2014-05-15,1144.91
2014-05-16,1155.322
2014-05-19,1161.423
2014-05-20,1155.815
2014-05-21,1161.624
2014-05-22,1163.797
2014-05-23,1156.859
2014-05-26,1157.168
2014-05-27,1162.294
2014-05-28,1156.917
2014-05-29,1163.843
2014-05-30,1167.951
2014-06-02,1167.394
2014-06-03,1162.12
2014-06-04,1163.406
2014-06-05,1166.355
2014-06-06,1168.719
2014-06-09,1172.497
2014-06-10,1174.273
2014-06-11,1172.308
2014-06-12,1181.843
2014-06-13,1179.121
2014-06-16,1176.565
2014-06-17,1181.673
2014-06-18,1177.045
2014-06-19,1191.254
2014-06-20,1195.569
2014-06-23,1186.339
2014-06-24,1183.799
2014-06-25,1176.317
2014-06-26,1178.757
2014-06-27,1182.791
2014-06-30,1188.227
2014-07-01,1201.117
2014-07-02,1204.859
2014-07-03,1213.572
2014-07-04,1213.44
2014-07-07,1205.162
2014-07-08,1187.605
2014-07-09,1183.869
2014-07-10,1176.965
2014-07-11,1178.297
2014-07-14,1187.327
2014-07-15,1181.41
2014-07-16,1189.418
2014-07-17,1181.284
2014-07-18,1182.169
2014-07-21,1177.147
2014-07-22,1189.355
2014-07-23,1183.187
2014-07-24,1179.788
2014-07-25,1171.291
2014-07-28,1172.951
2014-07-29,1172.218
2014-07-30,1163.643
2014-07-31,1150.626
2014-08-01,1140.66
2014-08-04,1138.869
2014-08-05,1143.116
2014-08-06,1135.157
2014-08-07,1129.154
2014-08-08,1121.323
2014-08-11,1131.121
2014-08-12,1134.547
2014-08-13,1134.889
2014-08-14,1139.979
2014-08-15,1141.808
2014-08-18,1153.182
2014-08-19,1152.685
2014-08-20,1152.088
2014-08-21,1152.854
2014-08-22,1150.264
2014-08-25,1151.097
2014-08-26,1158.742
2014-08-27,1162.928
2014-08-28,1160.565
2014-08-29,1167.087
2014-09-01,1167.879
2014-09-02,1161.818
2014-09-03,1164.271
2014-09-04,1166.381
2014-09-05,1154.109
2014-09-08,1139.159
2014-09-09,1136.909
2014-09-10,1138.154
2014-09-11,1140.277
2014-09-12,1143.303
2014-09-15,1146.014
2014-09-16,1142.285
2014-09-17,1146.174
2014-09-18,1155.709
2014-09-19,1153.433
2014-09-22,1146.633
2014-09-23,1129.572
2014-09-24,1135.436
2014-09-25,1126.599
2014-09-26,1122.595
2014-09-29,1123.995
2014-09-30,1120.17
2014-10-01,1107.83
2014-10-02,1087.211
2014-10-03,1090.575
2014-10-06,1099.601
2014-10-07,1088.837
2014-10-08,1087.109
2014-10-09,1090.254
2014-10-10,1064.663
2014-10-13,1065.435
2014-10-14,1061.742
2014-10-15,1028.278
2014-10-16,1029.102
2014-10-17,1052.192
2014-10-20,1046.764
2014-10-21,1058.189
2014-10-22,1055.558
2014-10-23,1057.213
2014-10-24,1057.187
2014-10-27,1059.35
2014-10-28,1064.174
2014-10-29,1075.247
2014-10-30,1069.479
2014-10-31,1083.892
2014-11-03,1073.841
2014-11-04,1073.081
2014-11-05,1083.639
2014-11-06,1083.947
2014-11-07,1079.116
2014-11-10,1091.315
2014-11-11,1092.521
2014-11-12,1086.687
2014-11-13,1088.062
2014-11-14,1084.301
2014-11-17,1088.989
2014-11-18,1094.077
2014-11-19,1095.003
2014-11-20,1097.566
2014-11-21,1102.954
2014-11-24,1104.981
2014-11-25,1109.724
2014-11-26,1113.907
2014-11-27,1113.879
2014-11-28,1111.212
2014-12-01,1108.032
2014-12-02,1111.073
2014-12-03,1108.255
2014-12-04,1102.638
2014-12-05,1105.0
2014-12-08,1096.645
2014-12-09,1079.812
2014-12-10,1074.8
2014-12-11,1067.266
2014-12-12,1041.84
2014-12-15,1015.822
2014-12-16,1042.89
2014-12-17,1035.265
2014-12-18,1061.052
2014-12-19,1070.168
2014-12-22,1074.581
2014-12-23,1068.278
2014-12-24,1070.66
2014-12-25,1070.66
2014-12-26,1071.487
2014-12-29,1073.774
2014-12-30,1059.859
2014-12-31,1064.477
2015-01-01,1064.477
2015-01-02,1045.244
2015-01-05,1018.821
2015-01-06,1006.5
2015-01-07,1008.546
2015-01-08,1034.781
2015-01-09,1027.575
2015-01-12,1031.721
2015-01-13,1039.372
2015-01-14,1019.483
2015-01-15,1037.071
2015-01-16,1040.469
2015-01-19,1047.665
2015-01-20,1053.919
2015-01-21,1066.768
2015-01-22,1072.371
2015-01-23,1077.437
2015-01-26,1082.601
2015-01-27,1087.597
2015-01-28,1096.088
2015-01-29,1093.275
2015-01-30,1076.84
2015-02-02,1080.681
2015-02-03,1088.481
2015-02-04,1096.417
2015-02-05,1104.231
2015-02-06,1097.764
2015-02-09,1093.832
2015-02-10,1096.84
2015-02-11,1099.156
2015-02-12,1103.579
2015-02-13,1111.439
2015-02-16,1108.017
2015-02-17,1115.533
2015-02-18,1121.157
2015-02-19,1124.654
2015-02-20,1123.269
2015-02-23,1139.452
2015-02-24,1147.118
2015-02-25,1148.542
2015-02-26,1150.937
2015-02-27,1151.144
2015-03-02,1141.762
2015-03-03,1135.828
2015-03-04,1135.843
2015-03-05,1143.83
2015-03-06,1125.165
2015-03-09,1119.364
2015-03-10,1090.334
2015-03-11,1081.146
2015-03-12,1088.147
2015-03-13,1078.211
2015-03-16,1093.987
2015-03-17,1093.863
2015-03-18,1104.801
2015-03-19,1110.897
2015-03-20,1130.751
2015-03-23,1132.533
2015-03-24,1121.725
2015-03-25,1116.937
2015-03-26,1094.408
2015-03-27,1094.548
2015-03-30,1095.323
2015-03-31,1076.241
2015-04-01,1079.047
2015-04-02,1085.363
2015-04-03,1085.363
2015-04-06,1096.159
2015-04-07,1111.206
2015-04-08,1127.532
2015-04-09,1123.612
2015-04-10,1132.934
2015-04-13,1125.641
2015-04-14,1135.161
2015-04-15,1134.312
2015-04-16,1142.434
2015-04-17,1137.388
2015-04-20,1140.889
2015-04-21,1144.802
2015-04-22,1146.362
2015-04-23,1149.274
2015-04-24,1158.251
2015-04-27,1166.17
2015-04-28,1160.015
2015-04-29,1151.272
2015-04-30,1147.92
2015-05-01,1136.926
2015-05-04,1132.394
2015-05-05,1125.602
2015-05-06,1130.303
2015-05-07,1118.491
2015-05-08,1156.993
2015-05-11,1163.695
2015-05-12,1152.982
2015-05-13,1158.95
2015-05-14,1170.334
2015-05-15,1171.083
2015-05-18,1166.317
2015-05-19,1163.274
2015-05-20,1164.966
2015-05-21,1173.516
2015-05-22,1162.139
2015-05-25,1162.139
2015-05-26,1140.075
2015-05-27,1148.353
2015-05-28,1149.608
2015-05-29,1137.117
2015-06-01,1128.961
2015-06-02,1125.035
2015-06-03,1132.823
2015-06-04,1125.208
2015-06-05,1103.433
2015-06-08,1107.774
2015-06-09,1106.728
2015-06-10,1133.638
2015-06-11,1137.075
2015-06-12,1132.731
2015-06-15,1121.155
2015-06-16,1130.323
2015-06-17,1133.31
2015-06-18,1152.7
2015-06-19,1150.949
2015-06-22,1166.851
2015-06-23,1162.782
2015-06-24,1162.512
2015-06-25,1160.305
2015-06-26,1150.326
2015-06-29,1127.021
2015-06-30,1112.339
2015-07-01,1127.184
2015-07-02,1122.777
2015-07-03,1116.569
2015-07-06,1111.793
2015-07-07,1087.186
2015-07-08,1094.043
2015-07-09,1116.605
2015-07-10,1143.105
2015-07-13,1151.804
2015-07-14,1159.93
2015-07-15,1164.4
2015-07-16,1169.928
2015-07-17,1171.778
2015-07-20,1169.87
2015-07-21,1162.477
2015-07-22,1151.792
2015-07-23,1146.178
2015-07-24,1131.253
2015-07-27,1124.608
2015-07-28,1132.375
2015-07-29,1148.95
2015-07-30,1150.508
2015-07-31,1154.018
2015-08-03,1158.183
2015-08-04,1153.353
2015-08-05,1162.202
2015-08-06,1155.997
2015-08-07,1146.673
2015-08-10,1154.182
2015-08-11,1148.474
2015-08-12,1131.839
2015-08-13,1135.827
2015-08-14,1134.524
2015-08-17,1134.179
2015-08-18,1135.246
2015-08-19,1116.714
2015-08-20,1109.876
2015-08-21,1076.777
2015-08-24,1040.064
2015-08-25,1069.061
2015-08-26,1039.977
2015-08-27,1057.435
2015-08-28,1065.361
2015-08-31,1067.199
2015-09-01,1035.417
2015-09-02,1037.915
2015-09-03,1049.882
2015-09-04,1025.363
2015-09-07,1036.754
2015-09-08,1051.667
2015-09-09,1067.541
2015-09-10,1061.404
2015-09-11,1050.405
2015-09-14,1045.302
2015-09-15,1055.293
2015-09-16,1094.85
2015-09-17,1093.063
2015-09-18,1086.459
2015-09-21,1082.36
2015-09-22,1042.444
2015-09-23,1051.372
2015-09-24,1046.156
2015-09-25,1067.578
2015-09-28,1051.387
2015-09-29,1038.482
2015-09-30,1067.965
2015-10-01,1065.358
2015-10-02,1078.68
2015-10-05,1101.2
2015-10-06,1102.368
2015-10-07,1107.014
2015-10-08,1111.867
2015-10-09,1117.895
2015-10-12,1118.064
2015-10-13,1114.01
2015-10-14,1115.328
2015-10-15,1135.63
2015-10-16,1143.086
2015-10-19,1147.271
2015-10-20,1144.364
2015-10-21,1149.528
2015-10-22,1149.094
2015-10-23,1154.322
2015-10-26,1152.373
2015-10-27,1146.683
2015-10-28,1160.666
2015-10-29,1160.338
2015-10-30,1163.68
2015-11-02,1158.825
2015-11-03,1159.963
2015-11-04,1163.156
2015-11-05,1150.05
2015-11-06,1132.103
2015-11-09,1124.449
2015-11-10,1121.639
2015-11-11,1141.595
2015-11-12,1127.95
2015-11-13,1114.05
2015-11-16,1119.6
2015-11-17,1143.953
2015-11-18,1142.118
2015-11-19,1159.698
2015-11-20,1156.744
2015-11-23,1145.278
2015-11-24,1132.669
2015-11-25,1147.201
2015-11-26,1157.996
2015-11-27,1154.1
2015-11-30,1148.596
2015-12-01,1154.391
2015-12-02,1153.332
2015-12-03,1133.692
2015-12-04,1135.386
2015-12-07,1138.493
2015-12-08,1119.885
2015-12-09,1125.742
2015-12-10,1116.195
2015-12-11,1101.272
2015-12-14,1082.901
2015-12-15,1102.262
2015-12-16,1103.987
2015-12-17,1100.664
2015-12-18,1085.813
2015-12-21,1081.651
2015-12-22,1082.084
2015-12-23,1110.723
2015-12-24,1118.262
2015-12-25,1118.262
2015-12-28,1115.268
2015-12-29,1121.17
2015-12-30,1121.26
2015-12-31,1108.092
2016-01-01,1108.092
2016-01-04,1073.805
2016-01-05,1078.249
2016-01-06,1067.17
2016-01-07,1047.288
2016-01-08,1041.249
2016-01-11,1033.679
2016-01-12,1039.523
2016-01-13,1052.684
2016-01-14,1035.823
2016-01-15,1020.13
2016-01-18,1019.53
2016-01-19,1026.252
2016-01-20,1000.613
2016-01-21,1007.883
2016-01-22,1043.124
2016-01-25,1036.645
2016-01-26,1043.298
2016-01-27,1050.566
2016-01-28,1049.741
2016-01-29,1063.623
2016-02-01,1077.07
2016-02-02,1065.063
2016-02-03,1067.921
2016-02-04,1065.024
2016-02-05,1045.847
2016-02-08,1014.591
2016-02-09,1023.054
2016-02-10,1025.904
2016-02-11,1004.649
2016-02-12,1021.875
2016-02-15,1045.472
2016-02-16,1041.092
2016-02-17,1063.194
2016-02-18,1061.664
2016-02-19,1052.213
2016-02-22,1053.954
2016-02-23,1043.044
2016-02-24,1023.556
2016-02-25,1044.776
2016-02-26,1043.775
2016-02-29,1049.705
2016-03-01,1066.191
2016-03-02,1066.266
2016-03-03,1068.169
2016-03-04,1081.08
2016-03-07,1072.449
2016-03-08,1073.947
2016-03-09,1080.934
2016-03-10,1071.784
2016-03-11,1093.922
2016-03-14,1095.245
2016-03-15,1080.783
2016-03-16,1076.377
2016-03-17,1104.954
2016-03-18,1104.798
2016-03-21,1099.954
2016-03-22,1088.026
2016-03-23,1086.365
2016-03-24,1071.53
2016-03-25,1071.53
2016-03-28,1080.052
2016-03-29,1086.751
2016-03-30,1112.959
2016-03-31,1102.351
2016-04-01,1088.056
2016-04-04,1101.58
2016-04-05,1083.923
2016-04-06,1094.513
2016-04-07,1094.442
2016-04-08,1096.869
2016-04-11,1108.167
2016-04-12,1107.321
2016-04-13,1113.242
2016-04-14,1110.252
2016-04-15,1112.309
2016-04-18,1124.8
2016-04-19,1143.556
2016-04-20,1136.808
2016-04-21,1119.654
2016-04-22,1112.275
2016-04-25,1116.113
2016-04-26,1117.511
2016-04-27,1113.539
2016-04-28,1117.414
2016-04-29,1114.216
2016-05-02,1116.042
2016-05-03,1106.386
2016-05-04,1094.288
2016-05-05,1102.021
2016-05-06,1096.375
2016-05-09,1102.321
2016-05-10,1110.576
2016-05-11,1108.566
2016-05-12,1102.101
2016-05-13,1097.093
2016-05-16,1101.983
2016-05-17,1101.242
2016-05-18,1111.914
2016-05-19,1094.952
2016-05-20,1108.28
2016-05-23,1101.632
2016-05-24,1130.579
2016-05-25,1138.504
2016-05-26,1137.918
2016-05-27,1136.582
2016-05-30,1137.087
2016-05-31,1127.45
2016-06-01,1112.726
2016-06-02,1114.79
2016-06-03,1122.182
2016-06-06,1124.841
2016-06-07,1130.251
2016-06-08,1127.991
2016-06-09,1113.946
2016-06-10,1082.726
2016-06-13,1063.404
2016-06-14,1032.294
2016-06-15,1047.53
2016-06-16,1039.226
2016-06-17,1056.507
2016-06-20,1116.815
2016-06-21,1118.485
2016-06-22,1124.422
2016-06-23,1143.041
2016-06-24,1041.537
2016-06-27,993.377
2016-06-28,1031.825
2016-06-29,1083.895
2016-06-30,1096.331
2016-07-01,1098.571
2016-07-04,1095.724
2016-07-05,1084.583
2016-07-06,1054.964
2016-07-07,1071.325
2016-07-08,1076.849
2016-07-11,1086.601
2016-07-12,1099.548
2016-07-13,1101.96
2016-07-14,1101.867
2016-07-15,1097.851
2016-07-18,1114.435
2016-07-19,1100.898
2016-07-20,1110.403
2016-07-21,1106.462
2016-07-22,1101.132
2016-07-25,1104.546
2016-07-26,1106.065
2016-07-27,1102.519
2016-07-28,1106.249
2016-07-29,1121.906
2016-08-01,1114.963
2016-08-02,1123.902
2016-08-03,1116.874
2016-08-04,1116.665
2016-08-05,1117.636
2016-08-08,1108.925
2016-08-09,1113.701
2016-08-10,1120.822
2016-08-11,1129.783
2016-08-12,1127.206
2016-08-15,1125.389
2016-08-16,1123.281
2016-08-17,1124.089
2016-08-18,1134.934
2016-08-19,1127.135
2016-08-22,1133.286
2016-08-23,1138.645
2016-08-24,1137.404
2016-08-25,1131.814
2016-08-26,1131.777
2016-08-29,1120.72
2016-08-30,1118.456
2016-08-31,1111.848
2016-09-01,1126.855
2016-09-02,1153.543
2016-09-05,1145.685
2016-09-06,1154.102
2016-09-07,1149.411
2016-09-08,1142.247
2016-09-09,1120.757
2016-09-12,1116.142
2016-09-13,1104.012
2016-09-14,1103.903
2016-09-15,1118.306
2016-09-16,1108.761
2016-09-19,1122.671
2016-09-20,1120.396
2016-09-21,1117.967
2016-09-22,1141.11
2016-09-23,1132.069
2016-09-26,1118.95
2016-09-27,1122.349
2016-09-28,1129.416
2016-09-29,1130.375
2016-09-30,1127.573
2016-10-03,1125.512
2016-10-04,1131.259
2016-10-05,1113.13
2016-10-06,1102.083
2016-10-07,1088.598
2016-10-10,1087.818
2016-10-11,1073.609
2016-10-12,1060.195
2016-10-13,1054.03
2016-10-14,1057.483
2016-10-17,1043.906
2016-10-18,1060.413
2016-10-19,1058.962
2016-10-20,1053.475
2016-10-21,1041.774
2016-10-24,1038.024
2016-10-25,1035.155
2016-10-26,1035.574
2016-10-27,1035.147
2016-10-28,1033.598
2016-10-31,1032.026
2016-11-01,1024.859
2016-11-02,1024.126
2016-11-03,1027.211
2016-11-04,1018.945
2016-11-07,1018.767
2016-11-08,1025.29
2016-11-09,1027.983
2016-11-10,1012.153
2016-11-11,1017.89
2016-11-14,1003.833
2016-11-15,1006.98
2016-11-16,1008.452
2016-11-17,1014.869
2016-11-18,1004.516
2016-11-21,1013.547
2016-11-22,1010.297
2016-11-23,1005.639
2016-11-24,1013.089
2016-11-25,1019.818
2016-11-28,1012.575
2016-11-29,1022.97
2016-11-30,1019.172
