Date,SPAIN IMI IMI (Large+Mid+Small Cap)
2001-01-01,338.309
2001-01-02,340.885
2001-01-03,343.822
2001-01-04,356.489
2001-01-05,358.819
2001-01-08,358.537
2001-01-09,352.709
2001-01-10,353.475
2001-01-11,360.524
2001-01-12,366.264
2001-01-15,363.368
2001-01-16,357.809
2001-01-17,363.412
2001-01-18,370.349
2001-01-19,363.795
2001-01-22,366.053
2001-01-23,369.177
2001-01-24,364.383
2001-01-25,363.115
2001-01-26,362.627
2001-01-29,357.009
2001-01-30,362.108
2001-01-31,366.888
2001-02-01,370.988
2001-02-02,359.975
2001-02-05,362.23
2001-02-06,362.023
2001-02-07,359.963
2001-02-08,358.713
2001-02-09,357.639
2001-02-12,364.739
2001-02-13,359.786
2001-02-14,348.239
2001-02-15,346.013
2001-02-16,347.986
2001-02-19,352.057
2001-02-20,341.748
2001-02-21,339.226
2001-02-22,332.785
2001-02-23,330.078
2001-02-26,335.453
2001-02-27,340.959
2001-02-28,341.188
2001-03-01,342.934
2001-03-02,348.636
2001-03-05,349.901
2001-03-06,357.706
2001-03-07,357.067
2001-03-08,355.0
2001-03-09,352.487
2001-03-12,343.615
2001-03-13,339.492
2001-03-14,333.441
2001-03-15,334.493
2001-03-16,324.97
2001-03-19,324.119
2001-03-20,325.76
2001-03-21,312.859
2001-03-22,296.454
2001-03-23,308.146
2001-03-26,317.207
2001-03-27,324.419
2001-03-28,317.999
2001-03-29,317.168
2001-03-30,321.297
2001-04-02,321.249
2001-04-03,312.827
2001-04-04,324.287
2001-04-05,327.919
2001-04-06,328.63
2001-04-09,333.533
2001-04-10,334.112
2001-04-11,332.974
2001-04-12,337.551
2001-04-13,337.551
2001-04-16,334.094
2001-04-17,329.33
2001-04-18,334.185
2001-04-19,339.97
2001-04-20,337.548
2001-04-23,327.286
2001-04-24,331.169
2001-04-25,330.132
2001-04-26,336.733
2001-04-27,336.662
2001-04-30,338.935
2001-05-01,340.732
2001-05-02,336.781
2001-05-03,333.216
2001-05-04,335.098
2001-05-07,334.999
2001-05-08,335.02
2001-05-09,334.684
2001-05-10,338.382
2001-05-11,332.598
2001-05-14,328.822
2001-05-15,332.35
2001-05-16,332.759
2001-05-17,333.933
2001-05-18,334.75
2001-05-21,332.014
2001-05-22,326.83
2001-05-23,324.743
2001-05-24,322.741
2001-05-25,318.022
2001-05-28,321.739
2001-05-29,317.546
2001-05-30,317.222
2001-05-31,315.979
2001-06-01,312.361
2001-06-04,317.867
2001-06-05,319.209
2001-06-06,316.658
2001-06-07,317.55
2001-06-08,319.046
2001-06-11,316.434
2001-06-12,314.233
2001-06-13,317.394
2001-06-14,318.38
2001-06-15,316.522
2001-06-18,306.155
2001-06-19,305.546
2001-06-20,302.288
2001-06-21,299.977
2001-06-22,300.433
2001-06-25,304.071
2001-06-26,299.016
2001-06-27,298.392
2001-06-28,296.89
2001-06-29,297.468
2001-07-02,303.83
2001-07-03,302.264
2001-07-04,298.421
2001-07-05,292.071
2001-07-06,285.925
2001-07-09,288.003
2001-07-10,288.737
2001-07-11,284.084
2001-07-12,278.09
2001-07-13,281.264
2001-07-16,282.29
2001-07-17,283.631
2001-07-18,285.215
2001-07-19,288.517
2001-07-20,288.495
2001-07-23,289.28
2001-07-24,291.273
2001-07-25,285.979
2001-07-26,287.461
2001-07-27,285.997
2001-07-30,293.115
2001-07-31,294.93
2001-08-01,298.025
2001-08-02,301.042
2001-08-03,301.298
2001-08-06,301.939
2001-08-07,298.767
2001-08-08,294.947
2001-08-09,294.156
2001-08-10,293.059
2001-08-13,298.187
2001-08-14,301.185
2001-08-15,305.783
2001-08-16,302.763
2001-08-17,300.322
2001-08-20,298.797
2001-08-21,299.089
2001-08-22,304.539
2001-08-23,304.373
2001-08-24,308.136
2001-08-27,306.245
2001-08-28,301.704
2001-08-29,303.582
2001-08-30,297.267
2001-08-31,299.413
2001-09-03,293.331
2001-09-04,292.586
2001-09-05,286.376
2001-09-06,280.24
2001-09-07,278.576
2001-09-10,275.153
2001-09-11,264.167
2001-09-12,265.32
2001-09-13,267.429
2001-09-14,258.844
2001-09-17,264.593
2001-09-18,263.983
2001-09-19,262.83
2001-09-20,255.275
2001-09-21,244.399
2001-09-24,257.084
2001-09-25,263.683
2001-09-26,264.936
2001-09-27,269.315
2001-09-28,269.948
2001-10-01,267.244
2001-10-02,271.17
2001-10-03,270.35
2001-10-04,275.286
2001-10-05,268.208
2001-10-08,270.1
2001-10-09,272.853
2001-10-10,279.467
2001-10-11,277.706
2001-10-12,278.937
2001-10-15,277.575
2001-10-16,282.196
2001-10-17,289.408
2001-10-18,284.195
2001-10-19,276.031
2001-10-22,280.615
2001-10-23,285.025
2001-10-24,289.832
2001-10-25,284.001
2001-10-26,285.344
2001-10-29,284.237
2001-10-30,277.804
2001-10-31,282.664
2001-11-01,283.76
2001-11-02,281.007
2001-11-05,286.719
2001-11-06,289.608
2001-11-07,293.958
2001-11-08,299.016
2001-11-09,295.221
2001-11-12,290.586
2001-11-13,296.699
2001-11-14,300.92
2001-11-15,301.828
2001-11-16,304.336
2001-11-19,307.984
2001-11-20,304.204
2001-11-21,298.195
2001-11-22,301.908
2001-11-23,302.05
2001-11-26,304.52
2001-11-27,301.532
2001-11-28,299.682
2001-11-29,297.163
2001-11-30,303.0
2001-12-03,299.929
2001-12-04,306.726
2001-12-05,315.991
2001-12-06,317.076
2001-12-07,312.981
2001-12-10,307.45
2001-12-11,310.347
2001-12-12,309.243
2001-12-13,302.458
2001-12-14,303.154
2001-12-17,312.241
2001-12-18,308.48
2001-12-19,302.873
2001-12-20,299.253
2001-12-21,298.054
2001-12-24,295.08
2001-12-25,295.08
2001-12-26,295.332
2001-12-27,301.906
2001-12-28,298.313
2001-12-31,301.228
2002-01-01,301.228
2002-01-02,306.107
2002-01-03,311.669
2002-01-04,306.925
2002-01-07,297.314
2002-01-08,297.164
2002-01-09,292.286
2002-01-10,290.136
2002-01-11,290.528
2002-01-14,285.824
2002-01-15,288.766
2002-01-16,282.183
2002-01-17,287.016
2002-01-18,289.392
2002-01-21,285.592
2002-01-22,289.213
2002-01-23,291.502
2002-01-24,294.09
2002-01-25,288.436
2002-01-28,290.106
2002-01-29,287.128
2002-01-30,282.566
2002-01-31,283.737
2002-02-01,287.134
2002-02-04,284.471
2002-02-05,279.777
2002-02-06,275.835
2002-02-07,280.687
2002-02-08,280.531
2002-02-11,281.992
2002-02-12,280.168
2002-02-13,281.582
2002-02-14,285.634
2002-02-15,283.825
2002-02-18,280.218
2002-02-19,277.235
2002-02-20,277.202
2002-02-21,277.321
2002-02-22,277.104
2002-02-25,279.167
2002-02-26,280.79
2002-02-27,287.371
2002-02-28,288.329
2002-03-01,291.612
2002-03-04,297.569
2002-03-05,295.271
2002-03-06,297.916
2002-03-07,301.893
2002-03-08,300.203
2002-03-11,298.316
2002-03-12,294.018
2002-03-13,293.915
2002-03-14,298.434
2002-03-15,300.412
2002-03-18,302.244
2002-03-19,305.057
2002-03-20,303.118
2002-03-21,301.132
2002-03-22,300.337
2002-03-25,294.05
2002-03-26,292.316
2002-03-27,292.193
2002-03-28,295.038
2002-03-29,295.038
2002-04-01,297.456
2002-04-02,296.569
2002-04-03,297.096
2002-04-04,295.453
2002-04-05,294.883
2002-04-08,287.484
2002-04-09,289.743
2002-04-10,292.865
2002-04-11,289.92
2002-04-12,290.239
2002-04-15,293.963
2002-04-16,302.564
2002-04-17,305.941
2002-04-18,305.028
2002-04-19,307.104
2002-04-22,305.154
2002-04-23,305.525
2002-04-24,305.406
2002-04-25,303.664
2002-04-26,303.9
2002-04-29,303.823
2002-04-30,303.897
2002-05-01,305.617
2002-05-02,300.106
2002-05-03,302.195
2002-05-06,301.085
2002-05-07,298.797
2002-05-08,304.09
2002-05-09,302.709
2002-05-10,300.308
2002-05-13,302.879
2002-05-14,302.887
2002-05-15,306.207
2002-05-16,304.554
2002-05-17,308.843
2002-05-20,305.617
2002-05-21,303.234
2002-05-22,303.214
2002-05-23,303.284
2002-05-24,305.508
2002-05-27,305.721
2002-05-28,306.838
2002-05-29,308.073
2002-05-30,306.3
2002-05-31,308.347
2002-06-03,307.833
2002-06-04,300.624
2002-06-05,296.693
2002-06-06,297.538
2002-06-07,293.949
2002-06-10,293.67
2002-06-11,295.771
2002-06-12,290.533
2002-06-13,286.47
2002-06-14,280.814
2002-06-17,287.045
2002-06-18,289.548
2002-06-19,286.044
2002-06-20,282.992
2002-06-21,279.044
2002-06-24,270.693
2002-06-25,273.071
2002-06-26,274.959
2002-06-27,273.472
2002-06-28,282.989
2002-07-01,283.053
2002-07-02,275.226
2002-07-03,268.846
2002-07-04,272.432
2002-07-05,287.163
2002-07-08,293.397
2002-07-09,289.34
2002-07-10,282.6
2002-07-11,274.567
2002-07-12,278.101
2002-07-15,270.229
2002-07-16,271.645
2002-07-17,281.082
2002-07-18,284.418
2002-07-19,272.717
2002-07-22,263.723
2002-07-23,256.196
2002-07-24,250.162
2002-07-25,265.532
2002-07-26,262.059
2002-07-29,273.202
2002-07-30,261.016
2002-07-31,255.653
2002-08-01,249.384
2002-08-02,252.183
2002-08-05,246.251
2002-08-06,248.999
2002-08-07,247.426
2002-08-08,259.984
2002-08-09,261.1
2002-08-12,255.079
2002-08-13,256.921
2002-08-14,252.469
2002-08-15,250.589
2002-08-16,260.541
2002-08-19,269.227
2002-08-20,264.735
2002-08-21,268.285
2002-08-22,271.493
2002-08-23,268.204
2002-08-26,265.819
2002-08-27,275.045
2002-08-28,265.94
2002-08-29,262.474
2002-08-30,264.011
2002-09-02,261.137
2002-09-03,256.437
2002-09-04,256.554
2002-09-05,252.666
2002-09-06,258.462
2002-09-09,252.393
2002-09-10,256.648
2002-09-11,264.342
2002-09-12,255.591
2002-09-13,251.744
2002-09-16,247.556
2002-09-17,246.702
2002-09-18,241.267
2002-09-19,239.076
2002-09-20,236.46
2002-09-23,228.991
2002-09-24,220.618
2002-09-25,222.284
2002-09-26,231.598
2002-09-27,229.15
2002-09-30,223.777
2002-10-01,220.536
2002-10-02,230.728
2002-10-03,228.808
2002-10-04,225.542
2002-10-07,224.583
2002-10-08,223.447
2002-10-09,221.675
2002-10-10,224.724
2002-10-11,233.456
2002-10-14,231.412
2002-10-15,242.445
2002-10-16,241.447
2002-10-17,245.239
2002-10-18,244.552
2002-10-21,246.285
2002-10-22,247.723
2002-10-23,241.092
2002-10-24,247.487
2002-10-25,249.967
2002-10-28,254.718
2002-10-29,249.024
2002-10-30,249.838
2002-10-31,255.464
2002-11-01,257.051
2002-11-04,266.605
2002-11-05,268.256
2002-11-06,265.332
2002-11-07,259.345
2002-11-08,258.699
2002-11-11,257.644
2002-11-12,260.638
2002-11-13,259.705
2002-11-14,264.724
2002-11-15,264.883
2002-11-18,269.721
2002-11-19,267.942
2002-11-20,264.418
2002-11-21,273.495
2002-11-22,274.831
2002-11-25,274.61
2002-11-26,270.222
2002-11-27,278.478
2002-11-28,280.105
2002-11-29,279.541
2002-12-02,281.806
2002-12-03,276.507
2002-12-04,274.15
2002-12-05,270.499
2002-12-06,272.486
2002-12-09,266.56
2002-12-10,268.904
2002-12-11,270.288
2002-12-12,267.052
2002-12-13,263.484
2002-12-16,270.647
2002-12-17,271.542
2002-12-18,266.124
2002-12-19,266.251
2002-12-20,268.649
2002-12-23,270.145
2002-12-24,271.264
2002-12-25,271.264
2002-12-26,271.948
2002-12-27,266.936
2002-12-30,266.562
2002-12-31,267.607
2003-01-01,267.607
2003-01-02,275.588
2003-01-03,274.864
2003-01-06,276.553
2003-01-07,280.586
2003-01-08,280.864
2003-01-09,285.706
2003-01-10,288.062
2003-01-13,292.992
2003-01-14,296.384
2003-01-15,295.27
2003-01-16,296.944
2003-01-17,292.006
2003-01-20,289.62
2003-01-21,287.83
2003-01-22,284.158
2003-01-23,288.412
2003-01-24,287.73
2003-01-27,276.991
2003-01-28,274.074
2003-01-29,274.087
2003-01-30,274.627
2003-01-31,270.78
2003-02-03,274.073
2003-02-04,270.706
2003-02-05,275.887
2003-02-06,270.451
2003-02-07,266.639
2003-02-10,264.483
2003-02-11,269.252
2003-02-12,265.957
2003-02-13,267.164
2003-02-14,273.459
2003-02-17,276.954
2003-02-18,279.707
2003-02-19,275.394
2003-02-20,275.081
2003-02-21,277.689
2003-02-24,272.261
2003-02-25,264.955
2003-02-26,265.083
2003-02-27,268.648
2003-02-28,274.549
2003-03-03,275.953
2003-03-04,271.955
2003-03-05,274.181
2003-03-06,271.144
2003-03-07,268.091
2003-03-10,262.08
2003-03-11,263.911
2003-03-12,256.019
2003-03-13,263.037
2003-03-14,270.874
2003-03-17,276.308
2003-03-18,276.036
2003-03-19,278.6
2003-03-20,276.165
2003-03-21,282.026
2003-03-24,273.815
2003-03-25,280.166
2003-03-26,280.478
2003-03-27,276.111
2003-03-28,277.318
2003-03-31,273.965
2003-04-01,277.731
2003-04-02,285.174
2003-04-03,286.878
2003-04-04,290.217
2003-04-07,294.269
2003-04-08,292.49
2003-04-09,296.557
2003-04-10,297.676
2003-04-11,297.373
2003-04-14,300.437
2003-04-15,303.838
2003-04-16,303.009
2003-04-17,307.837
2003-04-18,307.837
2003-04-21,306.51
2003-04-22,309.842
2003-04-23,309.743
2003-04-24,309.15
2003-04-25,307.513
2003-04-28,312.542
2003-04-29,310.751
2003-04-30,311.504
2003-05-01,314.365
2003-05-02,311.871
2003-05-05,314.84
2003-05-06,320.253
2003-05-07,313.569
2003-05-08,309.683
2003-05-09,315.102
2003-05-12,317.177
2003-05-13,315.231
2003-05-14,313.644
2003-05-15,315.201
2003-05-16,320.868
2003-05-19,314.771
2003-05-20,314.673
2003-05-21,310.815
2003-05-22,316.68
2003-05-23,321.226
2003-05-26,323.154
2003-05-27,324.476
2003-05-28,325.981
2003-05-29,329.261
2003-05-30,328.55
2003-06-02,331.778
2003-06-03,330.285
2003-06-04,332.674
2003-06-05,334.862
2003-06-06,336.794
2003-06-09,336.067
2003-06-10,335.303
2003-06-11,342.262
2003-06-12,345.147
2003-06-13,347.736
2003-06-16,354.821
2003-06-17,354.453
2003-06-18,352.894
2003-06-19,347.415
2003-06-20,353.645
2003-06-23,343.582
2003-06-24,340.931
2003-06-25,345.921
2003-06-26,342.562
2003-06-27,343.096
2003-06-30,339.385
2003-07-01,337.823
2003-07-02,339.916
2003-07-03,339.222
2003-07-04,338.226
2003-07-07,340.841
2003-07-08,340.63
2003-07-09,339.001
2003-07-10,336.252
2003-07-11,341.265
2003-07-14,344.403
2003-07-15,340.999
2003-07-16,336.872
2003-07-17,336.563
2003-07-18,335.231
2003-07-21,334.913
2003-07-22,337.663
2003-07-23,340.651
2003-07-24,347.535
2003-07-25,345.361
2003-07-28,348.357
2003-07-29,345.366
2003-07-30,344.849
2003-07-31,344.503
2003-08-01,341.988
2003-08-04,342.191
2003-08-05,344.793
2003-08-06,342.479
2003-08-07,342.395
2003-08-08,341.477
2003-08-11,343.03
2003-08-12,344.528
2003-08-13,343.8
2003-08-14,348.251
2003-08-15,348.004
2003-08-18,347.869
2003-08-19,346.762
2003-08-20,347.26
2003-08-21,344.015
2003-08-22,340.373
2003-08-25,339.789
2003-08-26,337.518
2003-08-27,338.477
2003-08-28,340.33
2003-08-29,339.605
2003-09-01,342.861
2003-09-02,339.821
2003-09-03,342.256
2003-09-04,343.969
2003-09-05,346.495
2003-09-08,351.308
2003-09-09,350.967
2003-09-10,347.15
2003-09-11,346.22
2003-09-12,345.432
2003-09-15,347.002
2003-09-16,347.451
2003-09-17,349.622
2003-09-18,352.815
2003-09-19,351.307
2003-09-22,348.271
2003-09-23,348.216
2003-09-24,345.318
2003-09-25,346.469
2003-09-26,341.41
2003-09-29,341.521
2003-09-30,341.49
2003-10-01,345.859
2003-10-02,345.675
2003-10-03,351.923
