Date,JAPAN MID CAP Mid Cap
2001-01-01,607.602
2001-01-02,606.036
2001-01-03,606.619
2001-01-04,593.07
2001-01-05,592.209
2001-01-08,592.082
2001-01-09,579.458
2001-01-10,572.67
2001-01-11,555.291
2001-01-12,557.544
2001-01-15,559.646
2001-01-16,571.07
2001-01-17,570.812
2001-01-18,580.787
2001-01-19,586.797
2001-01-22,588.088
2001-01-23,586.717
2001-01-24,581.85
2001-01-25,590.063
2001-01-26,586.822
2001-01-29,587.749
2001-01-30,590.255
2001-01-31,596.542
2001-02-01,603.373
2001-02-02,599.276
2001-02-05,591.207
2001-02-06,588.594
2001-02-07,584.974
2001-02-08,579.943
2001-02-09,581.099
2001-02-12,581.035
2001-02-13,579.456
2001-02-14,584.916
2001-02-15,590.349
2001-02-16,586.635
2001-02-19,580.623
2001-02-20,589.096
2001-02-21,580.481
2001-02-22,577.175
2001-02-23,585.194
2001-02-26,583.483
2001-02-27,586.705
2001-02-28,573.012
2001-03-01,566.613
2001-03-02,545.563
2001-03-05,543.704
2001-03-06,559.687
2001-03-07,559.142
2001-03-08,560.577
2001-03-09,560.563
2001-03-12,543.596
2001-03-13,531.123
2001-03-14,525.331
2001-03-15,532.532
2001-03-16,527.078
2001-03-19,533.611
2001-03-20,531.783
2001-03-21,555.969
2001-03-22,542.132
2001-03-23,558.041
2001-03-26,583.096
2001-03-27,581.503
2001-03-28,594.16
2001-03-29,572.787
2001-03-30,556.119
2001-04-02,547.054
2001-04-03,562.625
2001-04-04,567.551
2001-04-05,575.681
2001-04-06,579.004
2001-04-09,564.617
2001-04-10,561.172
2001-04-11,567.614
2001-04-12,576.715
2001-04-13,577.731
2001-04-16,572.617
2001-04-17,574.141
2001-04-18,591.534
2001-04-19,599.943
2001-04-20,596.855
2001-04-23,602.047
2001-04-24,603.045
2001-04-25,606.842
2001-04-26,611.773
2001-04-27,606.314
2001-04-30,607.541
2001-05-01,632.256
2001-05-02,632.545
2001-05-03,637.51
2001-05-04,637.615
2001-05-07,638.426
2001-05-08,628.473
2001-05-09,620.044
2001-05-10,615.086
2001-05-11,616.394
2001-05-14,605.621
2001-05-15,610.35
2001-05-16,600.768
2001-05-17,610.718
2001-05-18,607.883
2001-05-21,618.321
2001-05-22,618.824
2001-05-23,627.855
2001-05-24,627.908
2001-05-25,619.757
2001-05-28,614.553
2001-05-29,621.924
2001-05-30,611.826
2001-05-31,612.61
2001-06-01,611.944
2001-06-04,611.115
2001-06-05,604.684
2001-06-06,602.35
2001-06-07,609.107
2001-06-08,610.733
2001-06-11,604.178
2001-06-12,587.822
2001-06-13,592.251
2001-06-14,590.369
2001-06-15,583.163
2001-06-18,576.81
2001-06-19,574.499
2001-06-20,574.529
2001-06-21,578.699
2001-06-22,586.631
2001-06-25,584.561
2001-06-26,587.88
2001-06-27,582.447
2001-06-28,576.154
2001-06-29,583.992
2001-07-02,579.205
2001-07-03,580.586
2001-07-04,573.479
2001-07-05,566.978
2001-07-06,557.611
2001-07-09,551.891
2001-07-10,554.851
2001-07-11,551.089
2001-07-12,560.676
2001-07-13,557.274
2001-07-16,553.851
2001-07-17,548.913
2001-07-18,544.467
2001-07-19,547.29
2001-07-20,549.046
2001-07-23,534.093
2001-07-24,540.154
2001-07-25,544.979
2001-07-26,546.947
2001-07-27,547.281
2001-07-30,533.488
2001-07-31,543.725
2001-08-01,550.008
2001-08-02,566.99
2001-08-03,561.841
2001-08-06,562.539
2001-08-07,565.655
2001-08-08,563.797
2001-08-09,551.319
2001-08-10,556.655
2001-08-13,548.182
2001-08-14,559.456
2001-08-15,570.193
2001-08-16,563.187
2001-08-17,561.701
2001-08-20,552.2
2001-08-21,557.941
2001-08-22,561.163
2001-08-23,554.734
2001-08-24,552.165
2001-08-27,552.76
2001-08-28,548.822
2001-08-29,545.866
2001-08-30,538.564
2001-08-31,537.947
2001-09-03,525.008
2001-09-04,531.825
2001-09-05,520.54
2001-09-06,519.078
2001-09-07,518.841
2001-09-10,504.89
2001-09-11,513.131
2001-09-12,477.503
2001-09-13,487.9
2001-09-14,507.169
2001-09-17,484.353
2001-09-18,492.739
2001-09-19,499.389
2001-09-20,497.704
2001-09-21,487.803
2001-09-24,484.181
2001-09-25,491.104
2001-09-26,490.344
2001-09-27,484.809
2001-09-28,499.871
2001-10-01,504.776
2001-10-02,509.702
2001-10-03,507.525
2001-10-04,516.304
2001-10-05,513.987
2001-10-08,515.766
2001-10-09,505.196
2001-10-10,501.467
2001-10-11,507.762
2001-10-12,512.799
2001-10-15,512.244
2001-10-16,514.754
2001-10-17,518.807
2001-10-18,510.568
2001-10-19,511.444
2001-10-22,510.356
2001-10-23,514.732
2001-10-24,516.842
2001-10-25,522.878
2001-10-26,519.461
2001-10-29,513.934
2001-10-30,511.051
2001-10-31,506.285
2001-11-01,503.224
2001-11-02,501.57
2001-11-05,503.235
2001-11-06,510.011
2001-11-07,502.699
2001-11-08,505.127
2001-11-09,499.42
2001-11-12,496.547
2001-11-13,487.87
2001-11-14,486.956
2001-11-15,493.719
2001-11-16,491.614
2001-11-19,491.831
2001-11-20,490.7
2001-11-21,491.083
2001-11-22,489.504
2001-11-23,487.311
2001-11-26,498.249
2001-11-27,496.482
2001-11-28,490.628
2001-11-29,487.557
2001-11-30,488.885
2001-12-03,476.903
2001-12-04,476.205
2001-12-05,481.464
2001-12-06,484.338
2001-12-07,476.611
2001-12-10,467.941
2001-12-11,461.516
2001-12-12,470.213
2001-12-13,462.631
2001-12-14,455.97
2001-12-17,446.793
2001-12-18,446.816
2001-12-19,443.896
2001-12-20,449.304
2001-12-21,444.922
2001-12-24,443.536
2001-12-25,442.75
2001-12-26,437.317
2001-12-27,442.465
2001-12-28,449.118
2001-12-31,449.598
2002-01-01,449.598
2002-01-02,445.99
2002-01-03,447.43
2002-01-04,454.148
2002-01-07,453.968
2002-01-08,440.379
2002-01-09,438.415
2002-01-10,433.153
2002-01-11,430.972
2002-01-14,432.216
2002-01-15,425.655
2002-01-16,424.925
2002-01-17,424.4
2002-01-18,433.709
2002-01-21,436.283
2002-01-22,423.425
2002-01-23,422.365
2002-01-24,420.943
2002-01-25,422.675
2002-01-28,429.281
2002-01-29,423.768
2002-01-30,422.614
2002-01-31,421.358
2002-02-01,414.574
2002-02-04,409.98
2002-02-05,401.512
2002-02-06,402.187
2002-02-07,406.833
2002-02-08,407.212
2002-02-11,410.838
2002-02-12,423.754
2002-02-13,426.394
2002-02-14,429.328
2002-02-15,427.46
2002-02-18,428.934
2002-02-19,416.126
2002-02-20,414.073
2002-02-21,424.472
2002-02-22,427.316
2002-02-25,425.581
2002-02-26,422.847
2002-02-27,434.597
